,Date,Predicted cases,Predicted day newCases
0,03/30/2021,128212878,0
1,03/31/2021,128591191,378313
2,04/01/2021,128889750,298559
3,04/02/2021,129125477,235727
4,04/03/2021,129311668,186191
5,04/04/2021,129458747,147079
6,04/05/2021,129574982,116235
7,04/06/2021,129666824,91842
8,04/07/2021,129739409,72585
9,04/08/2021,129796800,57391
10,04/09/2021,129842164,45364
