,Date,Predicted cases,Predicted day newCases
0,03/22/2021,123678061,0
1,03/23/2021,124222818,544757
2,03/24/2021,124778575,555757
3,03/25/2021,125346067,567492
4,03/26/2021,125926283,580216
5,03/27/2021,126519872,593589
6,03/28/2021,127127658,607786
7,03/29/2021,127750438,622780
8,03/30/2021,128389083,638645
9,03/31/2021,129044506,655423
10,04/01/2021,129717709,673203
