,Date,Predicted cases,Predicted day newCases
0,04/28/2021,149621765,0
1,04/29/2021,150232210,610445
2,04/30/2021,150786596,554386
3,05/01/2021,151288846,502250
4,05/02/2021,151744170,455324
5,05/03/2021,152157221,413051
6,05/04/2021,152532121,374900
7,05/05/2021,152872544,340423
8,05/06/2021,153174386,301842
9,05/07/2021,153425824,251438
10,05/08/2021,153635346,209522
