,Date,Predicted cases,Predicted day newCases
0,01/31/2021,102398898,0
1,02/01/2021,103099326,700428
2,02/02/2021,103818259,718933
3,02/03/2021,104557371,739112
4,02/04/2021,105318150,760779
5,02/05/2021,106102268,784118
6,02/06/2021,106911544,809276
7,02/07/2021,107747895,836351
8,02/08/2021,108613750,865855
9,02/09/2021,109511490,897740
10,02/10/2021,110443701,932211
