,Date,Predicted cases,Predicted day newCases
0,05/04/2021,154359533,0
1,05/05/2021,155237942,878409
2,05/06/2021,156138764,900822
3,05/07/2021,157060306,921542
4,05/08/2021,158003027,942721
5,05/09/2021,158968584,965557
6,05/10/2021,159958780,990196
7,05/11/2021,160975492,1016712
8,05/12/2021,162015462,1039970
9,05/13/2021,163004205,988743
10,05/14/2021,163945472,941267
