,Date,Predicted cases,Predicted day newCases
0,04/06/2021,132419139,0
1,04/07/2021,133364786,945647
2,04/08/2021,134360758,995972
3,04/09/2021,135411916,1051158
4,04/10/2021,136523738,1111822
5,04/11/2021,137702459,1178721
6,04/12/2021,138955151,1252692
7,04/13/2021,140289896,1334745
8,04/14/2021,141715992,1426096
9,04/15/2021,143244141,1528149
10,04/16/2021,144886751,1642610
