,Date,Predicted cases,Predicted day newCases
0,03/15/2021,120217174,0
1,03/16/2021,120217920,746
2,03/17/2021,120218636,716
3,03/18/2021,120219324,688
4,03/19/2021,120219983,659
5,03/20/2021,120220628,645
6,03/21/2021,120221230,602
7,03/22/2021,120221832,602
8,03/23/2021,120222405,573
9,03/24/2021,120222979,574
10,03/25/2021,120223523,544
