,Date,Predicted cases,Predicted day newCases
0,04/20/2021,142952845,0
1,04/21/2021,143606206,653361
2,04/22/2021,144257300,651094
3,04/23/2021,144906827,649527
4,04/24/2021,145555417,648590
5,04/25/2021,146203683,648266
6,04/26/2021,146852255,648572
7,04/27/2021,147501765,649510
8,04/28/2021,148152843,651078
9,04/29/2021,148806153,653310
10,04/30/2021,149462292,656139
