,Date,Predicted cases,Predicted day newCases
0,05/18/2021,164231810,0
1,05/19/2021,164657531,425721
2,05/20/2021,165036794,379263
3,05/21/2021,165374884,338090
4,05/22/2021,165676345,301461
5,05/23/2021,165945247,268902
6,05/24/2021,166185194,239947
7,05/25/2021,166399356,214162
8,05/26/2021,166590554,191198
9,05/27/2021,166761293,170739
10,05/28/2021,166913746,152453
