,Date,Predicted cases,Predicted day newCases
0,04/13/2021,137442820,0
1,04/14/2021,138127949,685129
2,04/15/2021,138795646,667697
3,04/16/2021,139446795,651149
4,04/17/2021,140082165,635370
5,04/18/2021,140702511,620346
6,04/19/2021,141289384,586873
7,04/20/2021,141844471,555087
8,04/21/2021,142369804,525333
9,04/22/2021,142867201,497397
10,04/23/2021,143338383,471182
