,Date,Predicted cases,Predicted day newCases
0,01/25/2021,99722272,0
1,01/26/2021,100025504,303232
2,01/27/2021,100236881,211377
3,01/28/2021,100384301,147420
4,01/29/2021,100487142,102841
5,01/30/2021,100558908,71766
6,01/31/2021,100608991,50083
7,02/01/2021,100643941,34950
8,02/02/2021,100668358,24417
9,02/03/2021,100685382,17024
10,02/04/2021,100697269,11887
