,Date,Predicted cases,Predicted day newCases
0,02/15/2021,109156825,0
1,02/16/2021,109304776,147951
2,02/17/2021,109431517,126741
3,02/18/2021,109540132,108615
4,02/19/2021,109633210,93078
5,02/20/2021,109712989,79779
6,02/21/2021,109781370,68381
7,02/22/2021,109839978,58608
8,02/23/2021,109890206,50228
9,02/24/2021,109933290,43084
10,02/25/2021,109970219,36929
