,Date,Predicted cases,Predicted day newCases
0,06/03/2021,172169421,0
1,06/04/2021,172635010,465589
2,06/05/2021,173096783,461773
3,06/06/2021,173555025,458242
4,06/07/2021,174009963,454938
5,06/08/2021,174461801,451838
6,06/09/2021,174910787,448986
7,06/10/2021,175357105,446318
8,06/11/2021,175801021,443916
9,06/12/2021,176242721,441700
10,06/13/2021,176682409,439688
