,Date,Predicted cases,Predicted day newCases
0,06/04/2021,262744,0
1,06/05/2021,150506,-112238
2,06/06/2021,59578,-90928
3,06/07/2021,-8308,-67886
4,06/08/2021,-58918,-50610
5,06/09/2021,-96282,-37364
6,06/10/2021,-123867,-27585
7,06/11/2021,-144232,-20365
8,06/12/2021,-159266,-15034
9,06/13/2021,-170366,-11100
10,06/14/2021,-178557,-8191
