,Date,Predicted cases,Predicted day newCases
0,02/02/2021,103874148,0
1,02/03/2021,104273267,399119
2,02/04/2021,104646023,372756
3,02/05/2021,104994398,348375
4,02/06/2021,105320149,325751
5,02/07/2021,105624900,304751
6,02/08/2021,105910172,285272
7,02/09/2021,106177329,267157
8,02/10/2021,106427621,250292
9,02/11/2021,106662223,234602
10,02/12/2021,106882177,219954
