,Date,Predicted cases,Predicted day newCases
0,03/17/2021,121197710,0
1,03/18/2021,121679342,481632
2,03/19/2021,122167722,488380
3,03/20/2021,122663283,495561
4,03/21/2021,123166428,503145
5,03/22/2021,123677592,511164
6,03/23/2021,124197266,519674
7,03/24/2021,124725941,528675
8,03/25/2021,125264137,538196
9,03/26/2021,125812403,548266
10,03/27/2021,126371332,558929
