Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,130969721,0,16843,2849208,0.0218
United States,30720407,63880,93217,554510,0.0181
Brazil,12953597,43515,61294,330193,0.0255
India,12485509,93249,9177,164623,0.0132
France,4707488,0,70181,95677,0.0203
Russia,4520879,8906,30808,98363,0.0218
United Kingdom,4357091,3423,65584,126826,0.0291
Italy,3650247,21247,60592,110704,0.0303
Turkey,3445052,44756,41429,32078,0.0093
Spain,3300965,9571,70084,75698,0.0229
Germany,2886029,3673,34709,77010,0.0267
Colombia,2437197,9149,49340,63932,0.0262
Poland,2415584,28073,62940,54737,0.0227
Argentina,2383537,10384,53040,56106,0.0235
Mexico,2249195,1838,17769,204011,0.0907
Iran,1920394,11420,23045,62999,0.0328
Ukraine,1783169,20456,42578,35729,0.02
Peru,1573961,5616,48985,52625,0.0334
South Africa,1551501,777,26397,52954,0.0341
Czechia,1549734,3869,144917,26867,0.0173
Indonesia,1527524,4345,5723,41242,0.027
Netherlands,1295324,7628,74226,16606,0.0128
Chile,1019478,7993,53356,23524,0.0231
Canada,1002998,0,26409,23062,0.023
Romania,970224,5498,49998,23973,0.0247
Belgium,897474,4889,77876,23130,0.0258
Iraq,868200,5379,22189,14430,0.0166
Israel,834070,363,90857,6236,0.0075
Portugal,823142,280,80099,16875,0.0205
Sweden,813191,0,78695,13498,0.0166
Philippines,784043,12546,7227,13423,0.0171
Pakistan,687908,9743,3139,14778,0.0215
Hungary,679413,8637,69521,21504,0.0317
Bangladesh,630277,5683,3743,9213,0.0146
Jordan,626875,4042,58865,7130,0.0114
Serbia,614365,4133,88223,5422,0.0088
Switzerland,605342,0,70499,10351,0.0171
Austria,556012,3283,62455,9434,0.017
Morocco,497832,575,13884,8842,0.0178
Japan,482704,2751,3833,9198,0.0191
Lebanon,477113,2188,69902,6379,0.0134
United Arab Emirates,468023,2084,47321,1504,0.0032
Saudi Arabia,392009,684,11456,6690,0.0171
Slovakia,364622,748,66825,9948,0.0273
Panama,356073,223,84401,6131,0.0172
Bulgaria,352259,1919,50322,13507,0.0383
Malaysia,349610,1638,10679,1286,0.0037
Ecuador,333175,1137,19086,16929,0.0508
Belarus,326065,1371,34638,2276,0.007
Kazakhstan,303922,2104,16275,3240,0.0107
Georgia,283369,580,76104,3804,0.0134
Croatia,278650,2234,68359,6025,0.0216
Nepal,277768,128,9260,3032,0.0109
Bolivia,274467,520,23929,12316,0.0449
Greece,273459,3229,25498,8302,0.0304
Azerbaijan,268174,1852,26639,3648,0.0136
Tunisia,258335,1404,22038,8931,0.0346
Dominican Republic,254136,355,24534,3341,0.0131
Palestine,251288,0,50493,2706,0.0108
Ireland,237695,508,48297,4715,0.0198
Kuwait,235989,1235,53390,1339,0.0057
Moldova,234394,1258,87404,5092,0.0217
Denmark,232718,745,39967,2428,0.0104
Slovenia,219420,1306,104782,4068,0.0185
Paraguay,219393,1507,30673,4344,0.0198
Lithuania,218878,1013,78353,3602,0.0165
Costa Rica,216764,0,42856,2957,0.0136
Ethiopia,213311,1997,2162,2936,0.0138
Egypt,204256,710,2038,12123,0.0594
Armenia,196044,1192,66287,3575,0.0182
Guatemala,195239,203,11759,6884,0.0353
Honduras,190142,416,20762,4633,0.0244
Qatar,182548,870,66447,301,0.0016
Bosnia and Herzegovina,173478,0,52553,6763,0.039
Venezuela,164337,1607,5101,1647,0.01
Nigeria,163113,50,791,2058,0.0126
Libya,161088,0,23444,2684,0.0167
Oman,160018,0,34303,1681,0.0105
Bahrain,147770,1316,95749,531,0.0036
Myanmar (Burma),142479,13,2622,3206,0.0225
Kenya,138077,1184,2903,2206,0.016
North Macedonia,134134,1394,64577,3905,0.0291
Albania,126183,341,44338,2256,0.0179
Algeria,117524,95,2733,3102,0.0264
Uruguay,113904,2336,32372,1071,0.0094
Estonia,108937,519,82009,931,0.0085
South Korea,105279,543,2033,1744,0.0166
Latvia,103867,279,54472,1923,0.0185
Norway,98102,692,18277,673,0.0069
Sri Lanka,93295,167,4279,575,0.0062
Montenegro,92222,316,148181,1303,0.0141
Kosovo,91079,0,50722,1892,0.0208
Ghana,90674,0,2994,744,0.0082
Mainland China,90217,0,64,4636,0.0514
Kyrgyzstan,88842,142,13598,1502,0.0169
Zambia,88800,70,4965,1215,0.0137
Uzbekistan,83435,196,2447,630,0.0076
Finland,79094,422,14309,846,0.0107
Cuba,78382,1029,6992,431,0.0055
Mozambique,68005,82,2262,782,0.0115
El Salvador,64431,0,9934,2021,0.0314
Luxembourg,62105,0,101166,750,0.0121
Singapore,60468,18,10602,30,0.0005
Cameroon,57337,0,2160,851,0.0148
Afghanistan,56595,23,1756,2496,0.0441
Cyprus,47282,404,53981,261,0.0055
Namibia,44683,102,18172,533,0.0119
Côte d'Ivoire,44618,173,1728,252,0.0056
Botswana,40878,0,17478,591,0.0145
Uganda,40734,0,1011,334,0.0082
Jamaica,40449,482,14835,613,0.0152
Senegal,38953,64,2403,1063,0.0273
Zimbabwe,36911,8,2435,1524,0.0413
Malawi,33647,8,1759,1120,0.0333
Sudan,31833,0,751,2063,0.0648
