Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
North Macedonia,152367,365,73355,4855,0.0319
Myanmar (Burma),142800,10,2628,3209,0.0225
Albania,130977,118,46022,2389,0.0182
Estonia,122019,362,91857,1161,0.0095
South Korea,122007,656,2356,1828,0.015
Algeria,121866,286,2834,3244,0.0266
Latvia,118558,0,62176,2131,0.018
Norway,112541,385,20967,754,0.0067
Sri Lanka,108146,1466,4960,667,0.0062
Kosovo,105188,0,58579,2173,0.0207
Montenegro,97389,132,156484,1495,0.0154
Kyrgyzstan,94944,345,14532,1598,0.0168
Ghana,92546,0,3056,779,0.0084
Zambia,91586,53,5121,1251,0.0137
Uzbekistan,90808,0,2663,649,0.0071
Mainland China,90655,0,65,4636,0.0511
Finland,86808,0,15705,914,0.0105
Mozambique,69864,60,2324,814,0.0117
El Salvador,69198,0,10668,2124,0.0307
Luxembourg,67045,0,109213,794,0.0118
Cameroon,65998,0,2486,991,0.015
Cyprus,65909,0,75247,312,0.0047
Thailand,65153,1583,980,203,0.0031
Singapore,61145,24,10720,30,0.0005
Afghanistan,59576,206,1849,2618,0.0439
Namibia,48351,0,19663,642,0.0133
Côte d'Ivoire,45998,0,1781,286,0.0062
Jamaica,45578,0,16716,778,0.0171
Botswana,43994,0,18810,702,0.016
Uganda,40719,0,1010,334,0.0082
Senegal,40344,0,2489,1107,0.0274
Zimbabwe,38257,44,2524,1567,0.041
Madagascar,36696,0,1398,637,0.0174
Mongolia,35979,0,10868,110,0.0031
Malawi,34078,16,1781,1148,0.0337
Sudan,33104,0,781,2349,0.071
Malta,30292,16,61375,413,0.0136
Democratic Republic of the Congo,29853,0,333,766,0.0257
Australia,29801,22,1161,910,0.0305
Cuba,29529,0,2634,220,0.0075
Maldives,28588,0,76280,71,0.0025
Angola,26431,0,849,594,0.0225
Rwanda,24995,0,2020,333,0.0133
Cape Verde,23882,0,43384,217,0.0091
Gabon,22818,0,10503,138,0.006
Syria,22631,118,1293,1583,0.0699
Guinea,22215,0,1818,144,0.0065
Réunion,20381,0,23700,148,0.0073
French Polynesia,18755,0,67973,141,0.0075
Eswatini,18458,0,16884,671,0.0364
Mauritania,18377,0,4507,455,0.0248
French Guiana,16185,0,55038,77,0.0048
Mali,13858,0,694,484,0.0349
Somalia,13670,0,860,698,0.0511
Cambodia,13402,761,877,93,0.0069
Burkina Faso,13309,0,638,157,0.0118
Tajikistan,13308,0,1458,90,0.0068
Guyana,13283,0,16969,296,0.0223
Andorra,13232,0,170641,125,0.0094
Haiti,13094,0,1131,254,0.0194
Togo,12931,0,1715,123,0.0095
Belize,12646,0,30958,323,0.0255
Curaçao,12181,18,76772,108,0.0089
Hong Kong,11775,4,1570,209,0.0177
Djibouti,11100,0,10293,143,0.0129
Papua New Guinea,10997,0,1231,107,0.0097
Trinidad and Tobago,10824,328,7936,169,0.0156
Lesotho,10731,0,5346,316,0.0294
Republic of the Congo,10678,0,1935,144,0.0135
Aruba,10638,23,94721,99,0.0093
Guadeloupe,10614,0,26823,168,0.0158
South Sudan,10583,0,828,115,0.0109
The Bahamas,10453,0,27127,199,0.019
Suriname,10363,68,17825,204,0.0197
Mayotte,8231,0,30443,61,0.0074
Benin,7821,0,667,99,0.0127
Equatorial Guinea,7694,0,5665,112,0.0146
Martinique,6928,0,18402,47,0.0068
Nicaragua,6898,0,1068,182,0.0264
Iceland,6466,10,17751,29,0.0045
Central African Republic,6359,0,1157,87,0.0137
Yemen,6317,0,212,1226,0.1941
Northern Cyprus,6239,0,19138,31,0.005
The Gambia,5898,0,2512,174,0.0295
Seychelles,5873,103,60159,28,0.0048
Niger,5226,0,234,191,0.0365
San Marino,5066,0,150891,90,0.0178
Chad,4817,0,297,170,0.0353
Saint Lucia,4534,0,25373,74,0.0163
Gibraltar,4283,0,127088,94,0.0219
Sierra Leone,4054,1,513,79,0.0195
Burundi,3995,0,365,6,0.0015
Barbados,3855,0,13431,44,0.0114
Comoros,3834,0,4388,146,0.0381
Guinea-Bissau,3726,0,2322,67,0.018
Eritrea,3671,0,1050,10,0.0027
Jersey,3233,0,30272,52,0.0161
Vietnam,2928,18,30,35,0.012
Liechtenstein,2926,0,75512,57,0.0195
New Zealand,2613,0,525,26,0.01
Monaco,2454,0,64073,32,0.013
Turks and Caicos Islands,2388,2,57724,17,0.0071
Bermuda,2382,0,37203,27,0.0113
São Tomé and Príncipe,2303,0,11413,35,0.0152
Sint Maarten,2230,4,54907,27,0.0121
Timor-Leste,2190,0,1579,3,0.0014
Liberia,2099,0,469,85,0.0405
Saint Vincent and the Grenadines,1864,0,16852,11,0.0059
Saint Martin,1602,0,44816,12,0.0075
Isle of Man,1587,0,19048,29,0.0183
Caribbean Netherlands,1556,1360,59876,15,0.0096
Antigua and Barbuda,1232,0,12773,32,0.026
Mauritius,1211,0,957,17,0.014
Taiwan,1128,7,48,12,0.0106
Bhutan,1074,7,1448,1,0.0009
Guernsey,822,0,0,14,0.017
Laos,757,0,106,0,0.0
Saint Barthélemy,712,0,0,1,0.0014
Faroe Islands,664,0,12739,1,0.0015
Cayman Islands,542,0,8235,2,0.0037
Tanzania,509,0,9,21,0.0413
Åland Islands,376,0,12582,0,0.0
Brunei,224,0,506,3,0.0134
British Virgin Islands,194,0,6460,1,0.0052
Dominica,174,0,2423,0,0.0
Grenada,160,0,1429,1,0.0062
New Caledonia,124,0,439,0,0.0
Fiji,117,1,132,2,0.0171
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Anguilla,58,0,3901,0,0.0
Macao,49,0,72,0,0.0
Saint Kitts and Nevis,44,0,833,0,0.0
Greenland,31,0,553,0,0.0
Vatican City,29,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
