Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,174138129,0,22395,3750463,0.0215
United States,33406897,15048,101369,598218,0.0179
India,29089069,92596,21381,353528,0.0122
Brazil,17037129,52911,80616,476792,0.028
France,5659478,5800,84374,109278,0.0193
Turkey,5300236,6609,63739,48341,0.0091
Russia,5086386,9843,34661,122409,0.0241
United Kingdom,4528442,5966,68163,127854,0.0282
Italy,4235592,1894,70308,126690,0.0299
Argentina,4008771,31137,89205,82667,0.0206
Germany,3712595,2253,44650,89497,0.0241
Spain,3711027,3504,78790,80309,0.0216
Colombia,3611602,18586,73116,92923,0.0257
Iran,2980116,8846,35762,81362,0.0273
Poland,2875729,401,74930,74255,0.0258
Mexico,2438011,3449,19261,229100,0.094
Ukraine,2276111,1736,54349,53420,0.0235
Peru,1983570,0,61733,186511,0.094
Indonesia,1869325,6294,7004,51992,0.0278
South Africa,1704058,4209,28993,57183,0.0336
Netherlands,1665846,1419,95458,17695,0.0106
Czechia,1663998,391,155602,30193,0.0181
Chile,1440417,5533,75386,30104,0.0209
Canada,1396798,1388,36778,25843,0.0185
Philippines,1280773,4769,11806,22064,0.0172
Iraq,1233240,4119,31518,16589,0.0135
Sweden,1080733,2671,104586,14546,0.0135
Romania,1079154,202,55612,31155,0.0289
Belgium,1072175,904,93035,25051,0.0234
Pakistan,936131,1118,4272,21453,0.0229
Portugal,853632,598,83065,17037,0.02
Israel,839585,0,91458,6418,0.0076
Bangladesh,815282,2322,4842,12913,0.0158
Hungary,806206,117,82495,29883,0.0371
Japan,766068,1883,6082,13705,0.0179
Jordan,739847,0,69473,9530,0.0129
Serbia,714054,214,102539,6930,0.0097
Switzerland,698798,429,81383,10844,0.0155
Austria,647322,243,72712,10647,0.0164
Malaysia,627652,5566,19172,3536,0.0056
Nepal,595364,3870,19848,8098,0.0136
United Arab Emirates,587244,2205,59375,1704,0.0029
Lebanon,541801,173,79380,7774,0.0143
Morocco,522003,473,14558,9187,0.0176
Saudi Arabia,459968,1261,13442,7488,0.0163
Kazakhstan,452760,1119,24245,3482,0.0077
Ecuador,432985,246,24803,20831,0.0481
Bulgaria,419859,178,59980,17860,0.0425
Greece,411534,1368,38373,12331,0.03
Belarus,401019,597,42601,2929,0.0073
Bolivia,392975,5813,34261,15177,0.0386
Slovakia,390546,95,71576,12423,0.0318
Panama,383733,882,90958,6408,0.0167
Paraguay,379131,3135,53005,10145,0.0268
Tunisia,358183,1433,30556,13126,0.0366
Croatia,357786,178,87773,8096,0.0226
Georgia,350428,1023,94113,4951,0.0141
Azerbaijan,334849,102,33262,4947,0.0148
Costa Rica,333820,1900,65998,4251,0.0127
Uruguay,322978,4195,91793,4749,0.0147
Kuwait,320257,1581,72455,1801,0.0056
Palestine,310544,0,62400,3520,0.0113
Dominican Republic,302988,1004,29251,3672,0.0121
Denmark,287325,377,49345,2520,0.0088
Lithuania,276759,216,99074,4317,0.0156
Ethiopia,273175,151,2769,4220,0.0154
Egypt,269527,773,2690,15437,0.0573
Guatemala,263836,1581,15890,8331,0.0316
Slovenia,255652,220,122084,4391,0.0172
Moldova,255541,40,95289,6141,0.024
Ireland,254870,0,51787,4941,0.0194
Bahrain,253879,1279,164504,1161,0.0046
Venezuela,245300,1679,7613,2750,0.0112
Honduras,242796,419,26511,6532,0.0269
Oman,226648,1553,48587,2434,0.0107
Armenia,223285,73,75498,4463,0.02
Qatar,218980,182,79708,570,0.0026
Sri Lanka,210661,2682,9662,1844,0.0088
Bosnia and Herzegovina,204455,45,61937,9460,0.0463
Libya,187928,243,27350,3149,0.0168
Thailand,182548,2662,2746,1297,0.0071
Kenya,173072,433,3639,3326,0.0192
Nigeria,166918,102,810,2117,0.0127
North Macedonia,155441,23,74834,5462,0.0351
Cuba,151259,1156,13494,1033,0.0068
South Korea,145692,601,2814,1977,0.0136
Myanmar (Burma),144579,123,2661,3228,0.0223
Latvia,135144,256,70875,2423,0.0179
Albania,132397,13,46521,2452,0.0185
Algeria,131647,364,3062,3537,0.0269
Estonia,130242,86,98047,1264,0.0097
Norway,127254,188,23708,784,0.0062
Kyrgyzstan,107714,379,16486,1859,0.0173
Kosovo,107099,0,59643,2250,0.021
Uzbekistan,102163,199,2996,699,0.0068
Zambia,101996,1231,5703,1321,0.013
Montenegro,99848,14,160435,1596,0.016
Ghana,94228,0,3112,787,0.0084
Finland,93394,113,16896,959,0.0103
Mainland China,91316,0,65,4636,0.0508
Afghanistan,82326,1485,2555,3251,0.0395
Cameroon,79904,975,3010,1302,0.0163
El Salvador,74983,842,11560,2279,0.0304
Mozambique,71165,20,2367,839,0.0118
Luxembourg,70291,35,114500,818,0.0116
Maldives,68872,370,183769,189,0.0027
Mongolia,67710,0,20453,318,0.0047
Singapore,62219,9,10909,34,0.0005
Namibia,59814,722,24325,936,0.0156
Botswana,58095,0,24839,885,0.0152
Cyprus,49988,0,57070,268,0.0054
Jamaica,48810,0,17901,960,0.0197
Côte d'Ivoire,47511,18,1840,306,0.0064
Madagascar,41758,16,1591,871,0.0209
Senegal,41725,12,2574,1150,0.0276
Uganda,40734,0,1011,334,0.0082
Zimbabwe,39321,83,2594,1617,0.0411
Sudan,36004,0,849,2711,0.0753
Angola,36004,150,1157,803,0.0223
Cambodia,35511,678,2323,278,0.0078
Malawi,34410,7,1799,1158,0.0337
Democratic Republic of the Congo,33955,0,379,821,0.0242
Cape Verde,31225,78,56723,269,0.0086
Malta,30572,1,61942,419,0.0137
Australia,30210,6,1177,910,0.0301
Rwanda,27434,127,2217,364,0.0133
Trinidad and Tobago,27079,280,19853,599,0.0221
Réunion,26075,0,30321,203,0.0078
French Guiana,24935,210,84792,126,0.0051
Syria,24700,20,1411,1799,0.0728
Gabon,24651,60,11346,154,0.0062
Guinea,23312,5,1908,164,0.007
Mauritania,19895,42,4879,470,0.0236
Mayotte,19355,8,71587,173,0.0089
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18680,16,17087,674,0.0361
Guyana,17805,87,22746,416,0.0234
Guadeloupe,17108,0,43235,260,0.0152
Suriname,17041,255,29312,363,0.0213
Papua New Guinea,16398,24,1835,164,0.01
Haiti,15895,460,1373,333,0.0209
Somalia,14776,8,930,773,0.0523
Mali,14324,22,717,520,0.0363
Andorra,13781,4,177721,127,0.0092
Togo,13551,9,1798,125,0.0092
Burkina Faso,13454,1,645,167,0.0124
Tajikistan,13308,0,1458,90,0.0068
Belize,12909,10,31602,325,0.0252
Seychelles,12466,0,127693,46,0.0037
Curaçao,12281,1,77402,123,0.01
Martinique,12060,0,32034,97,0.008
The Bahamas,12024,0,31204,232,0.0193
Republic of the Congo,11920,0,2160,155,0.013
Hong Kong,11868,3,1582,210,0.0177
Taiwan,11694,203,495,308,0.0263
Djibouti,11566,1,10725,154,0.0133
Aruba,11064,5,98514,107,0.0097
Lesotho,10839,2,5400,326,0.0301
South Sudan,10688,0,836,115,0.0108
Vietnam,9222,195,96,55,0.006
Equatorial Guinea,8640,14,6361,118,0.0137
Benin,8082,0,689,102,0.0126
Timor-Leste,7764,0,5597,17,0.0022
Nicaragua,7662,181,1186,188,0.0245
Northern Cyprus,7458,0,22877,33,0.0044
Central African Republic,7101,0,1292,98,0.0138
Yemen,6823,11,229,1336,0.1958
Iceland,6555,0,17995,29,0.0044
The Gambia,6002,0,2557,179,0.0298
Niger,5440,1,244,192,0.0353
Saint Lucia,5148,10,28809,80,0.0155
San Marino,5090,0,151605,90,0.0177
Chad,4942,2,304,174,0.0352
Burundi,4925,0,450,8,0.0016
Eritrea,4597,98,1315,14,0.003
Gibraltar,4302,2,127652,94,0.0219
Sierra Leone,4219,11,534,82,0.0194
Barbados,4032,0,14048,47,0.0117
