Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,124378693,0,15996,2736980,0.022
United States,30000007,59782,91031,544300,0.0181
Brazil,12130019,82493,57397,298676,0.0246
India,11734058,47262,8625,160441,0.0137
Russia,4424595,8369,30152,94231,0.0213
United Kingdom,4307304,5379,64834,126284,0.0293
France,4283389,14678,63859,92367,0.0216
Italy,3419616,29435,56763,105879,0.031
Spain,3234319,5516,68669,73744,0.0228
Turkey,3061520,26182,36817,30316,0.0099
Germany,2699231,20969,32462,75255,0.0279
Colombia,2347224,4946,47519,62274,0.0265
Argentina,2261577,9405,50326,54823,0.0242
Mexico,2203041,5881,17405,199048,0.0904
Poland,2089869,16740,54453,49761,0.0238
Iran,1815712,7290,21789,61951,0.0341
Ukraine,1615747,11564,38580,32018,0.0198
South Africa,1538961,510,26184,52251,0.034
Peru,1481259,14933,46100,50474,0.0341
Czechia,1475538,8205,137979,25055,0.017
Indonesia,1471225,5297,5512,39865,0.0271
Netherlands,1213366,5560,69530,16339,0.0135
Canada,944962,3607,24881,22754,0.0241
Chile,942958,4864,49351,22384,0.0237
Romania,907007,6149,46741,22442,0.0247
Belgium,842775,3537,73129,22763,0.027
Israel,829689,925,90380,6122,0.0074
Portugal,818212,434,79619,16794,0.0205
Iraq,803041,4494,20523,14066,0.0175
Sweden,758335,14063,73386,13315,0.0176
Philippines,677653,5861,6246,12992,0.0192
Pakistan,637042,3301,2907,13965,0.0219
Hungary,586123,5481,59975,18703,0.0319
Switzerland,586096,1844,68257,10247,0.0175
Bangladesh,577241,3554,3428,8738,0.0151
Serbia,561372,5475,80613,5002,0.0089
Jordan,553727,9003,51996,6077,0.011
Austria,519980,3415,58408,9121,0.0175
Morocco,492403,569,13733,8775,0.0178
Japan,458621,1517,3641,8908,0.0194
Lebanon,444865,3851,65177,5850,0.0132
United Arab Emirates,444398,2172,44932,1451,0.0033
Saudi Arabia,385834,410,11276,6618,0.0172
Panama,351667,454,83357,6060,0.0172
Slovakia,350551,1281,64246,9190,0.0262
Malaysia,335540,1384,10249,1244,0.0037
Ecuador,313570,719,17963,16504,0.0526
Bulgaria,312741,4851,44677,12307,0.0394
Belarus,312474,1046,33194,2175,0.007
Kazakhstan,285241,1103,15274,3207,0.0112
Georgia,278178,528,74709,3714,0.0134
Nepal,276244,188,9209,3019,0.0109
Bolivia,266086,879,23199,12093,0.0454
Croatia,258745,956,63476,5808,0.0224
Dominican Republic,250177,401,24152,3283,0.0131
Azerbaijan,248307,1333,24665,3384,0.0136
Tunisia,246507,584,21029,8610,0.0349
Greece,242347,3517,22597,7582,0.0313
Ireland,231484,365,47035,4610,0.0199
Palestine,230076,0,46231,2501,0.0109
Denmark,227031,254,38990,2403,0.0106
Kuwait,221743,1288,50167,1246,0.0056
Moldova,217715,1621,81184,4623,0.0212
Costa Rica,213438,1535,42198,2908,0.0136
Lithuania,210202,862,75248,3501,0.0167
Slovenia,207298,981,98993,3985,0.0192
Paraguay,198135,2023,27701,3818,0.0193
Egypt,196709,648,1963,11680,0.0594
Ethiopia,190594,1692,1932,2693,0.0141
Guatemala,189067,948,11387,6730,0.0356
Armenia,185020,801,62560,3384,0.0183
Honduras,184031,751,20094,4489,0.0244
Qatar,174762,534,63613,275,0.0016
Nigeria,162076,208,786,2031,0.0125
Bosnia and Herzegovina,156346,1719,47363,6005,0.0384
Libya,153411,901,22326,2564,0.0167
Venezuela,152508,614,4733,1511,0.0099
Oman,152364,836,32663,1633,0.0107
Myanmar (Burma),142264,18,2618,3204,0.0225
Bahrain,137550,809,89127,503,0.0037
Kenya,123167,1127,2589,2048,0.0166
Albania,121847,303,42814,2156,0.0177
North Macedonia,120882,1054,58197,3528,0.0292
Algeria,116349,94,2706,3066,0.0264
South Korea,99846,425,1928,1707,0.0171
Latvia,98094,508,51444,1840,0.0188
Estonia,97456,1062,73366,809,0.0083
Sri Lanka,90765,251,4163,552,0.0061
Mainland China,90115,0,64,4636,0.0514
Ghana,89893,211,2969,734,0.0082
Norway,89120,1085,16603,649,0.0073
Montenegro,88116,478,141584,1220,0.0138
Kyrgyzstan,87652,190,13416,1492,0.017
Zambia,86779,244,4852,1185,0.0137
Uruguay,86007,1777,24444,827,0.0096
Uzbekistan,81678,232,2395,623,0.0076
Kosovo,80295,0,44716,1752,0.0218
Finland,72713,640,13155,808,0.0111
