Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,140849925,0,18114,3013217,0.0214
United States,31950515,65471,96950,569863,0.0178
India,15930774,314644,11709,184657,0.0116
Brazil,14122795,79719,66826,381475,0.027
France,5334144,33823,79524,101221,0.019
Russia,4673699,8146,31849,104937,0.0225
Turkey,4446591,61967,53474,36975,0.0083
United Kingdom,4395703,2396,66165,127327,0.029
Italy,3904899,13836,64819,117997,0.0302
Spain,3446072,17718,73164,77364,0.0224
Germany,3222888,24354,38760,80938,0.0251
Argentina,2769552,25932,61630,60083,0.0217
Poland,2718493,13922,70833,63473,0.0233
Colombia,2701313,17212,54687,69596,0.0258
Mexico,2315811,4639,18296,213597,0.0922
Iran,2311813,24886,27743,67913,0.0294
Ukraine,2027544,12287,48413,42565,0.021
Peru,1719088,0,53502,57954,0.0337
Indonesia,1620569,5720,6072,44007,0.0272
Czechia,1609861,3831,150540,28711,0.0178
South Africa,1569935,1569,26711,53940,0.0344
Netherlands,1426243,8471,81728,16983,0.0119
Canada,1155836,8372,30433,23822,0.0206
Chile,1141403,5214,59737,25353,0.0222
Romania,1037009,3006,53440,26793,0.0258
Iraq,1001854,8696,25605,15098,0.0151
Philippines,962307,9201,8870,16265,0.0169
Belgium,960169,5113,83316,23867,0.0249
Sweden,924340,7510,89451,13863,0.015
Israel,837492,135,91230,6346,0.0076
Portugal,832255,610,80985,16952,0.0204
Pakistan,778238,5857,3551,16698,0.0215
Hungary,757360,2527,77497,25787,0.034
Bangladesh,732060,4280,4348,10683,0.0146
Jordan,695390,3209,65299,8429,0.0121
Serbia,670801,2864,96327,6095,0.0091
Switzerland,642131,2686,74783,10546,0.0164
Austria,600089,2523,67406,9997,0.0167
Japan,547836,5369,4350,9737,0.0178
Lebanon,515088,2082,75466,7027,0.0136
Morocco,507338,669,14149,8969,0.0177
United Arab Emirates,502791,1931,50836,1561,0.0031
Saudi Arabia,408038,1028,11925,6858,0.0168
Bulgaria,392913,2002,56130,15618,0.0397
Malaysia,381813,2340,11663,1400,0.0037
Slovakia,377473,764,69180,11304,0.0299
Ecuador,362843,1689,20785,17804,0.0491
Panama,361678,359,85730,6196,0.0171
Kazakhstan,349987,3016,18741,3301,0.0094
Belarus,347316,1318,36896,2453,0.0071
Greece,323639,3010,30177,9713,0.03
Croatia,313423,3117,76890,6692,0.0214
Azerbaijan,305933,2075,30389,4235,0.0138
Georgia,299038,1310,80312,3971,0.0133
Bolivia,293061,1386,25550,12731,0.0434
Tunisia,291833,2603,24896,9993,0.0342
Nepal,289787,2220,9661,3112,0.0107
Palestine,287680,0,57806,3115,0.0108
Dominican Republic,262404,556,25333,3435,0.0131
Kuwait,261307,1439,59118,1482,0.0057
Paraguay,257706,2660,36029,5561,0.0216
Moldova,247391,700,92250,5643,0.0228
Ethiopia,246484,1329,2498,3474,0.0141
Denmark,244868,803,42054,2465,0.0101
Ireland,244695,398,49720,4856,0.0198
Lithuania,236533,1150,84674,3802,0.0161
Slovenia,234067,1036,111777,4176,0.0178
Costa Rica,233498,1531,46164,3115,0.0133
Egypt,218902,861,2185,12866,0.0588
Guatemala,216329,1629,13029,7309,0.0338
Armenia,210518,1033,71181,3944,0.0187
Honduras,202413,0,22101,4976,0.0246
Qatar,199180,819,72501,400,0.002
Bosnia and Herzegovina,193115,1239,58502,8082,0.0419
Venezuela,186745,1009,5796,1965,0.0105
Oman,183770,1077,39395,1926,0.0105
Libya,173683,594,25277,2924,0.0168
Uruguay,172601,3274,49055,2083,0.0121
Bahrain,167165,1008,108317,607,0.0036
Nigeria,164488,65,798,2061,0.0125
Kenya,153488,965,3227,2540,0.0165
North Macedonia,148618,623,71550,4556,0.0307
Myanmar (Burma),142661,17,2625,3206,0.0225
Albania,129980,138,45672,2358,0.0181
Algeria,120174,182,2795,3172,0.0264
Estonia,118789,472,89425,1109,0.0093
South Korea,116661,735,2253,1808,0.0155
Latvia,112983,759,59253,2079,0.0184
Norway,109137,795,20333,734,0.0067
Kosovo,101832,0,56710,2105,0.0207
Sri Lanka,98050,578,4497,630,0.0064
Cuba,96760,1006,8632,547,0.0057
Montenegro,96048,154,154329,1444,0.015
Kyrgyzstan,92626,306,14177,1561,0.0169
Ghana,91783,74,3031,772,0.0084
Zambia,91119,77,5095,1238,0.0136
Mainland China,90468,0,65,4636,0.0512
Uzbekistan,87551,326,2567,640,0.0073
Finland,84797,296,15341,899,0.0106
Mozambique,69437,128,2309,805,0.0116
El Salvador,68007,156,10485,2086,0.0307
Luxembourg,65604,285,106865,788,0.012
Cameroon,64809,0,2441,939,0.0145
Singapore,60880,15,10674,30,0.0005
Afghanistan,58214,177,1806,2557,0.0439
Cyprus,49988,0,57070,268,0.0054
Namibia,46954,79,19095,609,0.013
Thailand,46643,1458,702,110,0.0024
Côte d'Ivoire,45697,83,1770,277,0.0061
Botswana,44702,0,19113,684,0.0153
Jamaica,44337,83,16261,744,0.0168
Uganda,40734,0,1011,334,0.0082
Senegal,39910,74,2462,1096,0.0275
Zimbabwe,37980,105,2505,1555,0.0409
Malawi,33975,7,1776,1142,0.0336
Madagascar,33592,390,1280,569,0.0169
Sudan,33157,74,782,2289,0.069
Malta,30063,24,60911,411,0.0137
Australia,29602,24,1153,910,0.0307
Democratic Republic of the Congo,29084,0,325,748,0.0257
Maldives,26920,253,71830,71,0.0026
Mongolia,25364,0,7661,56,0.0022
Angola,24883,222,799,570,0.0229
Rwanda,24112,107,1949,327,0.0136
Gabon,22228,196,10231,136,0.0061
Guinea,21666,33,1773,139,0.0064
Syria,21584,151,1233,1483,0.0687
Cape Verde,21179,398,38473,198,0.0093
Mayotte,19849,0,73414,169,0.0085
Réunion,19343,918,22493,141,0.0073
French Polynesia,18722,2,67853,141,0.0075
Eswatini,18423,6,16852,671,0.0364
French Guiana,18261,180,62097,96,0.0053
Mauritania,18175,19,4458,454,0.025
Somalia,13459,135,847,689,0.0512
Mali,13336,90,668,451,0.0338
Tajikistan,13308,0,1458,90,0.0068
Burkina Faso,13167,0,631,155,0.0118
Guadeloupe,12927,0,32669,194,0.015
Haiti,12918,0,1116,251,0.0194
Andorra,12917,43,166579,123,0.0095
Togo,12657,47,1679,121,0.0096
Belize,12585,17,30809,318,0.0253
Guyana,12132,160,15499,274,0.0226
Curaçao,11983,80,75524,95,0.0079
Hong Kong,11704,1,1560,209,0.0179
Lesotho,10720,0,5341,316,0.0295
Djibouti,10633,76,9860,129,0.0121
South Sudan,10486,8,821,114,0.0109
Aruba,10437,38,92931,94,0.009
Republic of the Congo,10084,0,1827,137,0.0136
Papua New Guinea,9952,0,1114,91,0.0091
The Bahamas,9868,77,25609,194,0.0197
Suriname,9791,104,16841,189,0.0193
Martinique,9758,0,25919,66,0.0068
Trinidad and Tobago,9216,81,6757,157,0.017
Cambodia,7747,303,507,54,0.007
Benin,7720,0,658,97,0.0126
Equatorial Guinea,7505,0,5525,106,0.0141
Nicaragua,6835,0,1058,181,0.0265
Iceland,6362,12,17466,29,0.0046
Central African Republic,6175,246,1124,85,0.0138
Yemen,5960,42,200,1147,0.1924
The Gambia,5788,4,2465,171,0.0295
Northern Cyprus,5746,77,17626,28,0.0049
Niger,5141,1,230,191,0.0372
San Marino,5044,4,150235,88,0.0174
Seychelles,5016,4,51380,25,0.005
Chad,4731,8,291,169,0.0357
Saint Lucia,4444,25,24869,70,0.0158
Gibraltar,4291,0,127326,94,0.0219
Sierra Leone,4042,1,512,79,0.0195
Comoros,3822,2,4374,146,0.0382
Barbados,3797,4,13229,44,0.0116
Guinea-Bissau,3713,0,2314,66,0.0178
Burundi,3706,63,338,6,0.0016
Eritrea,3564,16,1019,10,0.0028
Jersey,3233,0,30272,52,0.0161
Liechtenstein,2849,13,73524,56,0.0197
Vietnam,2812,12,29,35,0.0124
New Zealand,2600,1,523,26,0.01
Monaco,2422,9,63238,31,0.0128
Turks and Caicos Islands,2371,2,57313,17,0.0072
São Tomé and Príncipe,2288,5,11339,35,0.0153
Bermuda,2226,12,34767,20,0.009
Sint Maarten,2212,1,54464,27,0.0122
Liberia,2091,49,467,85,0.0407
Saint Vincent and the Grenadines,1827,8,16518,10,0.0055
Saint Martin,1702,0,47614,12,0.0071
Isle of Man,1582,5,18988,29,0.0183
Timor-Leste,1509,57,1088,2,0.0013
Antigua and Barbuda,1217,0,12618,31,0.0255
Mauritius,1204,1,951,15,0.0125
Taiwan,1082,4,46,11,0.0102
