Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,167411409,0,21530,3475817,0.0208
India,26948874,196427,19808,307231,0.0114
Brazil,16120756,37498,76280,449858,0.0279
France,5550143,2229,82744,107851,0.0194
Turkey,5194010,7523,62462,46446,0.0089
Russia,4952412,8283,33748,116812,0.0236
United Kingdom,4446824,0,66934,127668,0.0287
Italy,4194672,2489,69629,125335,0.0299
Germany,3659990,2328,44017,87461,0.0239
Spain,3647520,11067,77441,79711,0.0219
Argentina,3562135,22651,79267,74480,0.0209
Colombia,3249433,16977,65784,85207,0.0262
Poland,2866181,559,74681,72945,0.0255
Iran,2843523,11005,34123,78848,0.0277
Mexico,2397307,703,18939,221695,0.0925
Ukraine,2241354,1457,53519,51425,0.0229
Peru,1893334,0,58925,66471,0.0351
Indonesia,1781127,5907,6673,49455,0.0278
Czechia,1658092,199,155050,30028,0.0181
South Africa,1637848,2383,27866,55874,0.0341
Netherlands,1628922,2690,93342,17553,0.0108
Canada,1365516,0,35954,25324,0.0185
Chile,1335261,5343,69883,28548,0.0214
Philippines,1184706,4894,10920,19983,0.0169
Iraq,1172042,4102,29954,16214,0.0138
Romania,1075773,230,55437,29977,0.0279
Sweden,1058341,0,102419,14366,0.0136
Belgium,1049822,941,91095,24853,0.0237
Pakistan,905852,2253,4134,20400,0.0225
Portugal,845465,241,82271,17018,0.0201
Israel,839367,48,91434,6406,0.0076
Hungary,802346,258,82100,29560,0.0368
Bangladesh,790521,1441,4695,12401,0.0157
Jordan,731436,5004,68683,9384,0.0128
Japan,722668,2743,5738,12351,0.0171
Serbia,710315,376,102002,6788,0.0096
Switzerland,687353,0,80050,10779,0.0157
Austria,641740,360,72085,10547,0.0164
United Arab Emirates,557619,1512,56380,1654,0.003
Lebanon,538668,150,78921,7684,0.0143
Nepal,520461,7220,17351,6531,0.0125
Malaysia,518600,6509,15841,2309,0.0045
Morocco,517113,90,14422,9126,0.0176
Saudi Arabia,442071,1157,12919,7264,0.0164
Kazakhstan,431288,1568,23095,3429,0.008
Ecuador,419198,347,24014,20210,0.0482
Bulgaria,416727,81,59532,17513,0.042
Greece,391181,1377,36475,11822,0.0302
Slovakia,388854,19,71266,12296,0.0316
Belarus,386978,953,41109,2780,0.0072
Panama,374356,235,88735,6346,0.017
Croatia,354060,74,86859,7929,0.0224
Bolivia,349653,0,30484,13965,0.0399
Georgia,337961,388,90765,4639,0.0137
Tunisia,336414,1069,28699,12273,0.0365
