Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,128104216,0,16475,2801695,0.0219
United States,30414670,70285,92290,550485,0.0181
Brazil,12573615,38927,59496,313866,0.025
India,12095855,56211,8891,162114,0.0134
France,4522779,9094,67428,94388,0.0209
Russia,4477916,8589,30515,96413,0.0215
United Kingdom,4337696,4654,65292,126615,0.0292
Italy,3544957,12900,58844,108350,0.0306
Spain,3270825,15501,69444,75199,0.023
Turkey,3240577,32404,38970,31230,0.0096
Germany,2794949,10297,33614,76139,0.0272
Colombia,2389779,7049,48380,63079,0.0264
Argentina,2322611,14014,51684,55611,0.0239
Poland,2267964,16973,59094,51932,0.0229
Mexico,2227843,1293,17601,201832,0.0906
Iran,1864984,9310,22380,62478,0.0335
Ukraine,1703036,8468,40665,33752,0.0198
South Africa,1545979,548,26303,52710,0.0341
Peru,1533121,3239,47714,51635,0.0337
Czechia,1516772,1743,141835,26036,0.0172
Indonesia,1501093,5008,5624,40581,0.027
Netherlands,1259155,6718,72154,16475,0.0131
Chile,984484,7241,51524,23070,0.0234
Canada,976598,4879,25714,22926,0.0235
Romania,940443,3825,48464,23234,0.0247
Belgium,872936,2179,75746,22921,0.0263
Iraq,838265,5837,21424,14249,0.017
Israel,832125,201,90645,6197,0.0074
Portugal,820716,309,79862,16843,0.0205
Sweden,780018,0,75485,13402,0.0172
Philippines,731894,10002,6746,13186,0.018
Pakistan,663200,4084,3026,14356,0.0216
Hungary,641124,7263,65603,20161,0.0314
Bangladesh,600895,5181,3569,8949,0.0149
Jordan,597256,7940,56084,6651,0.0111
Switzerland,596790,4573,69503,10305,0.0173
Serbia,585506,0,84079,5190,0.0089
Austria,539541,3076,60605,9275,0.0172
Morocco,494756,97,13798,8807,0.0178
Japan,469636,1290,3729,9079,0.0193
Lebanon,462339,1277,67738,6136,0.0133
United Arab Emirates,457071,1874,46214,1486,0.0033
Saudi Arabia,388866,541,11364,6656,0.0171
Slovakia,358115,205,65633,9542,0.0266
Panama,354085,246,83930,6103,0.0172
Malaysia,342885,941,10474,1260,0.0037
Bulgaria,333250,4497,47607,12913,0.0387
Ecuador,325124,642,18625,16746,0.0515
Belarus,319599,918,33951,2227,0.007
Kazakhstan,293761,1455,15731,3224,0.011
Georgia,280472,171,75326,3765,0.0134
Nepal,276980,141,9234,3027,0.0109
Bolivia,270347,719,23570,12211,0.0452
Croatia,267522,300,65630,5911,0.0221
Azerbaijan,257330,1129,25561,3513,0.0137
Greece,255755,1724,23848,7945,0.0311
Dominican Republic,252182,199,24346,3307,0.0131
Tunisia,251169,604,21427,8760,0.0349
Palestine,240065,0,48238,2614,0.0109
Ireland,235078,537,47766,4667,0.0199
Kuwait,229550,1251,51933,1298,0.0057
Denmark,228692,679,39276,2415,0.0106
Moldova,227453,932,84816,4869,0.0214
Costa Rica,215178,0,42542,2931,0.0136
Lithuania,214365,424,76738,3560,0.0166
Slovenia,212966,288,101700,4024,0.0189
Paraguay,210425,1770,29419,4113,0.0195
Ethiopia,202545,1982,2053,2825,0.0139
Egypt,200739,689,2003,11914,0.0594
Guatemala,193556,179,11657,6809,0.0352
Armenia,190741,424,64494,3476,0.0182
Honduras,187975,515,20525,4585,0.0244
Qatar,178464,690,64960,286,0.0016
Bosnia and Herzegovina,165787,3755,50223,6427,0.0388
Nigeria,162641,48,789,2049,0.0126
Venezuela,157943,1288,4902,1577,0.01
Libya,157545,696,22928,2653,0.0168
Oman,156883,796,33631,1662,0.0106
Bahrain,142669,824,92444,515,0.0036
Myanmar (Burma),142393,8,2620,3206,0.0225
Kenya,131116,902,2757,2135,0.0163
North Macedonia,127240,302,61258,3716,0.0292
Albania,124419,285,43718,2216,0.0178
Algeria,116946,110,2720,3084,0.0264
Estonia,104214,584,78453,879,0.0084
South Korea,102582,441,1981,1729,0.0169
Latvia,101207,167,53077,1883,0.0186
Uruguay,99584,2178,28303,928,0.0093
Norway,94139,989,17538,660,0.007
Sri Lanka,92303,215,4233,566,0.0061
Montenegro,90418,335,145283,1256,0.0139
Ghana,90287,0,2982,740,0.0082
Mainland China,90159,0,64,4636,0.0514
Kosovo,88429,4257,49246,1852,0.0209
Kyrgyzstan,88163,71,13494,1497,0.017
Zambia,88012,140,4921,1200,0.0136
Uzbekistan,82536,196,2420,626,0.0076
Finland,76425,422,13826,822,0.0108
Cuba,73204,701,6530,417,0.0057
Mozambique,67197,0,2235,764,0.0114
El Salvador,64431,665,9934,2003,0.0311
Luxembourg,61073,608,99485,741,0.0121
Singapore,60321,21,10576,30,0.0005
Afghanistan,56322,28,1748,2472,0.0439
Cameroon,47669,0,1796,721,0.0151
Cyprus,44991,360,51365,254,0.0056
Namibia,43923,291,17863,513,0.0117
Côte d'Ivoire,43422,242,1682,239,0.0055
Uganda,40734,0,1011,334,0.0082
Botswana,39848,1382,17037,568,0.0143
Senegal,38566,46,2379,1044,0.0271
Jamaica,38514,287,14125,586,0.0152
Zimbabwe,36839,17,2430,1520,0.0413
Malawi,33505,24,1751,1114,0.0332
Sudan,31407,0,741,2028,0.0646
Australia,29296,18,1141,909,0.031
Malta,28938,63,58631,388,0.0134
Thailand,28773,39,433,94,0.0033
Democratic Republic of the Congo,27794,0,310,726,0.0261
Madagascar,23969,384,913,394,0.0164
Maldives,23671,147,63161,66,0.0028
Angola,22132,69,711,534,0.0241
Rwanda,21490,71,1737,305,0.0142
Guinea,19773,103,1618,123,0.0062
Mayotte,19306,0,71405,154,0.008
Gabon,19140,363,8810,114,0.006
Syria,18638,140,1065,1247,0.0669
French Polynesia,18612,5,67455,141,0.0076
Mauritania,17796,25,4365,449,0.0252
Eswatini,17326,5,15848,667,0.0385
Cape Verde,17190,65,31227,165,0.0096
French Guiana,16922,0,57544,89,0.0053
Réunion,15561,0,18095,102,0.0066
Tajikistan,13308,0,1458,90,0.0068
Haiti,12736,0,1100,252,0.0198
Burkina Faso,12702,10,609,145,0.0114
Belize,12415,0,30393,317,0.0255
Andorra,11888,38,153308,115,0.0097
Guadeloupe,11512,0,29093,173,0.015
Hong Kong,11454,8,1527,205,0.0179
Somalia,11164,187,702,510,0.0457
Lesotho,10686,0,5324,315,0.0295
Guyana,10182,14,13008,229,0.0225
South Sudan,10119,21,792,108,0.0107
Togo,9992,37,1326,107,0.0107
Mali,9921,50,497,384,0.0387
Republic of the Congo,9681,0,1754,135,0.0139
Aruba,9294,35,82754,82,0.0088
Suriname,9104,7,15660,177,0.0194
The Bahamas,9000,65,23356,188,0.0209
Mongolia,8070,481,2438,6,0.0007
Trinidad and Tobago,7986,9,5855,142,0.0178
Curaçao,7740,182,48782,33,0.0043
Martinique,7679,0,20397,50,0.0065
Djibouti,7610,249,7057,68,0.0089
Benin,7100,0,605,90,0.0127
Equatorial Guinea,6914,12,5090,102,0.0148
Nicaragua,6629,0,1026,177,0.0267
Iceland,6183,20,16974,29,0.0047
The Gambia,5420,19,2309,164,0.0303
Papua New Guinea,5349,165,599,49,0.0092
Central African Republic,5088,0,926,64,0.0126
Niger,4987,0,223,185,0.0371
San Marino,4631,28,137934,84,0.0181
Chad,4510,4,278,164,0.0364
Gibraltar,4273,0,126791,94,0.022
Northern Cyprus,4260,0,13067,25,0.0059
Saint Lucia,4202,11,23515,58,0.0138
Yemen,4115,82,138,863,0.2097
Seychelles,4114,30,42141,20,0.0049
Sierra Leone,3970,0,502,79,0.0199
Comoros,3696,6,4230,146,0.0395
Barbados,3634,5,12661,41,0.0113
Guinea-Bissau,3634,0,2265,61,0.0168
Eritrea,3251,43,930,9,0.0028
Jersey,3219,0,30140,69,0.0214
Burundi,2757,0,252,6,0.0022
Liechtenstein,2664,6,68750,56,0.021
Vietnam,2594,3,27,35,0.0135
New Zealand,2495,2,502,26,0.0104
Cambodia,2378,145,156,11,0.0046
Turks and Caicos Islands,2327,1,56250,17,0.0073
Monaco,2265,6,59138,28,0.0124
São Tomé and Príncipe,2215,3,10977,34,0.0153
Sint Maarten,2134,4,52543,27,0.0127
Liberia,2042,0,456,85,0.0416
Saint Vincent and the Grenadines,1739,1,15722,10,0.0058
Saint Martin,1619,0,45292,12,0.0074
Isle of Man,1566,8,18796,29,0.0185
Bermuda,1136,108,17743,12,0.0106
Antigua and Barbuda,1136,8,11778,28,0.0246
Taiwan,1023,1,43,10,0.0098
Mauritius,958,25,757,10,0.0104
Bhutan,872,0,1176,1,0.0011
Guernsey,821,0,0,14,0.0171
Saint Barthélemy,775,0,0,1,0.0013
Faroe Islands,661,0,12681,1,0.0015
Timor-Leste,512,21,369,0,0.0
Tanzania,509,0,9,21,0.0413
Cayman Islands,499,12,7582,2,0.004
Åland Islands,313,0,10473,0,0.0
Brunei,207,0,468,3,0.0145
Caribbean Netherlands,196,0,7542,3,0.0153
Dominica,161,0,2242,0,0.0
Grenada,155,0,1384,1,0.0065
British Virgin Islands,153,0,5095,1,0.0065
New Caledonia,121,0,429,0,0.0
Fiji,67,0,76,2,0.0299
Falkland Islands (Islas Malvinas),54,0,0,0,0.0
Laos,49,0,7,0,0.0
Macao,48,0,71,0,0.0
Saint Kitts and Nevis,44,0,833,0,0.0
Greenland,31,0,553,0,0.0
Vatican City,27,0,0,0,0.0
