Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,176037471,0,22639,3805611,0.0216
United States,33441881,12806,101475,599486,0.0179
India,29510410,70421,21690,374305,0.0127
Brazil,17412766,37948,82393,487401,0.028
France,5678209,2605,84653,109509,0.0193
Turkey,5330447,5012,64103,48721,0.0091
Russia,5148499,14561,35085,124314,0.0241
United Kingdom,4565813,7319,68725,127904,0.028
Italy,4244872,1390,70462,127002,0.0299
Argentina,4124190,13043,91774,85343,0.0207
Colombia,3753224,28519,75983,95778,0.0255
Spain,3733600,0,79269,80501,0.0216
Germany,3723295,1000,44778,89849,0.0241
Iran,3028717,8195,36346,82098,0.0271
Poland,2877469,226,74975,74573,0.0259
Mexico,2454176,1707,19389,230150,0.0938
Ukraine,2283746,1019,54531,53795,0.0236
Peru,1983570,0,61733,186511,0.094
Indonesia,1911358,9868,7161,52879,0.0277
South Africa,1747082,7657,29725,57765,0.0331
Netherlands,1672744,1041,95854,17711,0.0106
Czechia,1665097,75,155705,30225,0.0182
Chile,1476473,7481,77273,30707,0.0208
Canada,1403285,1122,36949,25944,0.0185
Philippines,1315639,7287,12127,22788,0.0173
Iraq,1254643,3952,32065,16705,0.0133
Sweden,1083456,0,104849,14574,0.0135
Romania,1079726,69,55641,31834,0.0295
Belgium,1076338,573,93396,25088,0.0233
Pakistan,942189,1019,4299,21723,0.0231
Portugal,857447,707,83437,17047,0.0199
Israel,839666,5,91467,6430,0.0077
Bangladesh,826922,2436,4911,13118,0.0159
Hungary,806790,0,82555,29904,0.0371
Japan,775624,1384,6158,14023,0.0181
Jordan,739847,0,69473,9530,0.0129
Serbia,714891,138,102659,6962,0.0097
Switzerland,700051,0,81529,10859,0.0155
Malaysia,657508,5304,20084,3908,0.0059
Austria,648620,233,72857,10661,0.0164
Nepal,608472,1694,20285,8412,0.0138
United Arab Emirates,597986,1969,60461,1726,0.0029
Lebanon,542375,0,79464,7790,0.0144
Morocco,523890,270,14611,9211,0.0176
Saudi Arabia,465797,1017,13613,7572,0.0163
Kazakhstan,457474,70,24497,3491,0.0076
Ecuador,438934,826,25144,21048,0.048
Bulgaria,420336,42,60048,17900,0.0426
Greece,414933,297,38690,12419,0.0299
Bolivia,406954,1607,35480,15542,0.0382
Belarus,405663,923,43094,2978,0.0073
Paraguay,391436,1786,54726,10834,0.0277
Slovakia,391026,42,71664,12439,0.0318
Panama,387842,715,91932,6444,0.0166
Tunisia,368908,1861,31471,13515,0.0366
Croatia,358563,59,87964,8132,0.0227
Georgia,353965,522,95063,5048,0.0143
Costa Rica,339900,0,67200,4322,0.0127
Uruguay,338513,2043,96208,4995,0.0148
Azerbaijan,335171,45,33294,4953,0.0148
Kuwait,327963,1512,74198,1820,0.0055
Palestine,311690,0,62630,3539,0.0114
Dominican Republic,308650,803,29797,3707,0.012
Denmark,289874,315,49783,2525,0.0087
Lithuania,277746,123,99427,4339,0.0156
Ethiopia,274187,159,2779,4242,0.0155
Egypt,273182,691,2726,15623,0.0572
Guatemala,271703,572,16364,8455,0.0311
Bahrain,258731,879,167648,1221,0.0047
Slovenia,256443,91,122462,4404,0.0172
Moldova,255797,39,95385,6154,0.0241
Ireland,254870,0,51787,4941,0.0194
Venezuela,251686,1377,7812,2829,0.0112
Honduras,247728,654,27049,6631,0.0268
Oman,234634,4415,50299,2513,0.0107
Armenia,223682,39,75632,4484,0.02
Sri Lanka,223638,2361,10257,2136,0.0096
Qatar,219730,117,79981,577,0.0026
Bosnia and Herzegovina,204597,0,61980,9479,0.0463
Thailand,195909,2804,2947,1449,0.0074
Libya,189059,297,27514,3161,0.0167
Kenya,175337,161,3686,3410,0.0194
Nigeria,167066,7,810,2117,0.0127
Cuba,157708,1470,14069,1087,0.0069
North Macedonia,155536,8,74880,5471,0.0352
South Korea,148273,399,2863,1988,0.0134
Myanmar (Burma),145603,373,2679,3244,0.0223
Latvia,136030,90,71339,2456,0.0181
Algeria,133388,318,3102,3571,0.0268
Albania,132459,10,46543,2453,0.0185
Estonia,130510,37,98249,1266,0.0097
Norway,128046,60,23855,789,0.0062
Zambia,111746,1414,6248,1389,0.0124
Kyrgyzstan,110370,558,16893,1890,0.0171
Kosovo,107170,45,59683,2255,0.021
Uzbekistan,103510,304,3035,708,0.0068
Montenegro,99956,28,160608,1601,0.016
Ghana,94493,0,3121,789,0.0083
Finland,93821,47,16973,964,0.0103
Mainland China,91451,0,65,4636,0.0507
Afghanistan,89861,1121,2789,3527,0.0392
Cameroon,80090,0,3017,1310,0.0164
Mongolia,76084,2188,22982,365,0.0048
El Salvador,75351,0,11617,2295,0.0305
Mozambique,71538,77,2379,841,0.0118
Luxembourg,70406,0,114688,818,0.0116
Maldives,70301,224,187582,197,0.0028
Namibia,65089,884,26470,995,0.0153
Singapore,62276,52,10919,34,0.0005
Botswana,59480,0,25431,896,0.0151
Cyprus,49988,0,57070,268,0.0054
Jamaica,49277,45,18072,997,0.0202
Côte d'Ivoire,47662,0,1846,306,0.0064
Senegal,41998,46,2591,1154,0.0275
Madagascar,41933,39,1597,887,0.0212
Uganda,40734,0,1011,334,0.0082
Zimbabwe,39959,107,2636,1632,0.0408
Cambodia,38427,468,2513,335,0.0087
Angola,36705,105,1179,831,0.0226
Sudan,36203,0,854,2732,0.0755
Democratic Republic of the Congo,35667,0,398,846,0.0237
Malawi,34485,0,1803,1159,0.0336
Cape Verde,31571,0,57351,273,0.0086
Malta,30581,0,61960,419,0.0137
Australia,30262,14,1179,910,0.0301
Trinidad and Tobago,28723,301,21058,670,0.0233
Rwanda,28373,227,2293,370,0.013
Réunion,27235,0,31670,212,0.0078
French Guiana,25506,0,86734,133,0.0052
Syria,24814,25,1418,1810,0.0729
