Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,131342071,0,16891,2853631,0.0217
United States,30756884,36693,93328,554722,0.018
Brazil,12984956,31359,61442,331433,0.0255
India,12589067,103558,9253,165101,0.0131
France,4788117,80629,71383,96046,0.0201
Russia,4529576,8697,30867,98713,0.0218
United Kingdom,4359388,2297,65618,126836,0.0291
Italy,3668264,18017,60891,111030,0.0303
Turkey,3487050,41998,41934,32263,0.0093
Spain,3300965,0,70084,75698,0.0229
Germany,2896329,10300,34833,77060,0.0266
Colombia,2446219,9022,49523,64094,0.0262
Poland,2438542,22958,63538,54941,0.0225
Argentina,2393492,9955,53261,56199,0.0235
Mexico,2250458,1263,17779,204147,0.0907
Iran,1932074,11680,23186,63160,0.0327
Ukraine,1797027,13858,42909,35994,0.02
Peru,1582367,8406,49247,52877,0.0334
South Africa,1551964,463,26405,52987,0.0341
Czechia,1551896,2162,145119,26945,0.0174
Indonesia,1534255,6731,5748,41669,0.0272
Netherlands,1302146,6822,74617,16622,0.0128
Chile,1026785,7307,53738,23644,0.023
Canada,1013515,6536,26686,23118,0.0228
Romania,974375,4151,50212,24070,0.0247
Belgium,900996,3522,78181,23169,0.0257
Iraq,873568,5368,22326,14463,0.0166
Israel,834247,177,90877,6243,0.0075
Portugal,823335,193,80117,16879,0.0205
Sweden,813191,0,78695,13498,0.0166
Philippines,795051,11008,7329,13425,0.0169
Pakistan,692231,4323,3159,14821,0.0214
Hungary,685979,6566,70193,21715,0.0317
Bangladesh,637364,7087,3785,9266,0.0145
Jordan,632907,6032,59431,7201,0.0114
Serbia,617669,3304,88698,5458,0.0088
Switzerland,605342,0,70499,10353,0.0171
Austria,558755,2743,62763,9449,0.0169
Morocco,498197,365,13894,8850,0.0178
Japan,485226,2522,3853,9210,0.019
Lebanon,479501,2388,70252,6409,0.0134
United Arab Emirates,470136,2113,47535,1510,0.0032
Saudi Arabia,392682,673,11476,6697,0.0171
Slovakia,365242,620,66939,10025,0.0274
Panama,356377,304,84473,6135,0.0172
Bulgaria,352999,740,50428,13589,0.0385
Malaysia,350959,1349,10720,1288,0.0037
Ecuador,335681,2506,19229,16956,0.0505
Belarus,327304,1239,34770,2285,0.007
Kazakhstan,305860,1938,16379,3242,0.0106
Georgia,283833,464,76228,3811,0.0134
Croatia,280026,1376,68697,6058,0.0216
