Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Malta,30577,4,61952,419,0.0137
Australia,30229,3,1178,910,0.0301
Trinidad and Tobago,27806,273,20386,630,0.0227
Rwanda,27660,112,2235,366,0.0132
Réunion,27235,0,31670,212,0.0078
French Guiana,25292,199,86006,130,0.0051
Syria,24743,20,1414,1804,0.0729
Gabon,24696,0,11367,156,0.0063
Guinea,23352,18,1911,167,0.0072
Mauritania,19959,36,4895,472,0.0236
Mayotte,19355,0,71587,173,0.0089
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18705,11,17110,676,0.0361
Guyana,18088,149,23108,419,0.0232
Suriname,17546,233,30180,384,0.0219
Guadeloupe,17108,0,43235,260,0.0152
Papua New Guinea,16621,41,1860,164,0.0099
Haiti,16001,0,1382,342,0.0214
Somalia,14779,0,930,774,0.0524
Mali,14329,1,717,521,0.0364
Andorra,13805,14,178030,127,0.0092
Togo,13576,13,1801,126,0.0093
Burkina Faso,13456,2,645,167,0.0124
Tajikistan,13308,0,1458,90,0.0068
Belize,12924,8,31639,325,0.0251
Seychelles,12466,0,127693,46,0.0037
Curaçao,12291,4,77465,123,0.01
Taiwan,12222,254,518,361,0.0295
Martinique,12060,0,32034,97,0.008
The Bahamas,12052,25,31276,234,0.0194
Republic of the Congo,12026,0,2179,157,0.0131
Hong Kong,11874,2,1583,210,0.0177
Djibouti,11570,3,10729,154,0.0133
Aruba,11069,1,98558,107,0.0097
Lesotho,10846,7,5404,326,0.0301
South Sudan,10688,0,836,115,0.0108
Vietnam,9835,200,102,55,0.0056
Equatorial Guinea,8640,0,6361,118,0.0137
Timor-Leste,8113,172,5849,18,0.0022
Benin,8109,0,691,102,0.0126
Nicaragua,7662,0,1186,188,0.0245
Northern Cyprus,7473,0,22923,33,0.0044
Central African Republic,7101,0,1292,98,0.0138
Yemen,6836,4,229,1338,0.1957
Iceland,6555,0,17995,29,0.0044
The Gambia,6002,0,2557,179,0.0298
Niger,5444,4,244,192,0.0353
Saint Lucia,5160,4,28876,80,0.0155
San Marino,5090,0,151605,90,0.0177
Burundi,4960,18,453,8,0.0016
Chad,4942,0,304,174,0.0352
Eritrea,4766,76,1363,16,0.0034
Gibraltar,4306,2,127771,94,0.0218
Sierra Leone,4289,38,543,82,0.0191
Barbados,4033,1,14051,47,0.0117
Comoros,3894,4,4457,146,0.0375
Guinea-Bissau,3800,6,2368,68,0.0179
Jersey,3274,0,30655,69,0.0211
Liechtenstein,3023,1,78015,58,0.0192
New Zealand,2702,5,543,26,0.0096
Monaco,2516,2,65692,33,0.0131
Sint Maarten,2511,8,61826,31,0.0123
Bermuda,2497,0,38999,33,0.0132
Turks and Caicos Islands,2421,0,58522,18,0.0074
Liberia,2382,0,532,88,0.0369
São Tomé and Príncipe,2355,1,11671,37,0.0157
Saint Vincent and the Grenadines,2132,40,19275,12,0.0056
Saint Martin,2040,0,57069,12,0.0059
Laos,1975,4,277,3,0.0015
Bhutan,1769,30,2385,1,0.0006
Caribbean Netherlands,1617,1,62223,17,0.0105
Isle of Man,1599,0,19192,29,0.0181
Mauritius,1496,0,1182,18,0.012
Antigua and Barbuda,1263,0,13094,42,0.0333
Saint Barthélemy,1005,0,0,1,0.001
Fiji,919,39,1039,4,0.0044
Guernsey,823,0,0,14,0.017
Faroe Islands,754,2,14466,1,0.0013
Cayman Islands,592,0,8995,2,0.0034
Tanzania,509,0,9,21,0.0413
Åland Islands,386,0,12916,0,0.0
Brunei,248,2,561,3,0.0121
British Virgin Islands,248,0,8258,1,0.004
Dominica,188,0,2618,0,0.0
Grenada,161,0,1437,1,0.0062
New Caledonia,128,0,454,0,0.0
Anguilla,109,0,7331,0,0.0
Saint Kitts and Nevis,83,0,1571,0,0.0
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Macao,52,0,77,0,0.0
Greenland,43,0,767,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
