Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Cuba,129346,1252,11539,840,0.0065
Estonia,128084,327,96423,1235,0.0096
Algeria,126156,260,2934,3401,0.027
Norway,120797,505,22505,781,0.0065
Thailand,119585,2636,1799,703,0.0059
Kosovo,106712,55,59428,2242,0.021
Kyrgyzstan,101580,361,15548,1729,0.017
Montenegro,99098,67,159230,1569,0.0158
Uzbekistan,97543,263,2860,676,0.0069
Ghana,93456,0,3086,783,0.0084
Zambia,92754,124,5186,1265,0.0136
Finland,90946,259,16453,929,0.0102
Mainland China,90944,0,65,4636,0.051
Cameroon,77429,0,2917,1189,0.0154
El Salvador,71479,0,11020,2202,0.0308
Mozambique,70527,18,2346,828,0.0117
Luxembourg,69398,0,113046,808,0.0116
Afghanistan,64575,453,2004,2772,0.0429
Singapore,61730,41,10823,32,0.0005
Namibia,51827,0,21077,739,0.0143
Botswana,51620,820,22071,784,0.0152
Mongolia,51247,629,15480,240,0.0047
Maldives,50802,2194,135553,114,0.0022
Cyprus,49988,0,57070,268,0.0054
Jamaica,47672,100,17484,902,0.0189
Côte d'Ivoire,46834,57,1814,298,0.0064
Senegal,40961,36,2527,1128,0.0275
Uganda,40734,0,1011,334,0.0082
Madagascar,40519,134,1544,783,0.0193
Zimbabwe,38635,23,2549,1585,0.041
Sudan,34889,0,823,2568,0.0736
Malawi,34251,13,1790,1153,0.0337
Angola,31661,223,1017,704,0.0222
Democratic Republic of the Congo,30824,0,344,779,0.0253
Malta,30491,2,61778,417,0.0137
Australia,30000,6,1169,910,0.0303
Cape Verde,28898,199,52496,253,0.0088
Rwanda,26529,105,2144,349,0.0132
Gabon,24039,0,11065,147,0.0061
Syria,23939,55,1368,1720,0.0718
Cambodia,23697,415,1550,164,0.0069
Réunion,23566,0,27404,176,0.0075
Guinea,22963,84,1879,155,0.0067
French Guiana,22115,270,75203,110,0.005
Mayotte,20176,0,74623,171,0.0085
Mauritania,19011,54,4663,457,0.024
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18539,9,16958,672,0.0362
Trinidad and Tobago,18227,558,13363,341,0.0187
Guadeloupe,16079,0,40634,245,0.0152
Guyana,15743,136,20112,349,0.0222
Papua New Guinea,14910,271,1669,154,0.0103
Somalia,14594,19,918,767,0.0526
Mali,14226,5,712,512,0.036
Haiti,13598,0,1174,276,0.0203
Andorra,13569,0,174987,127,0.0094
Burkina Faso,13408,1,642,165,0.0123
Togo,13340,41,1770,125,0.0094
Tajikistan,13308,0,1458,90,0.0068
Belize,12761,8,31240,323,0.0253
Suriname,12571,162,21623,240,0.0191
Curaçao,12266,4,77308,122,0.0099
Hong Kong,11828,1,1577,210,0.0178
Martinique,11669,0,30995,90,0.0077
Djibouti,11485,17,10650,152,0.0132
Republic of the Congo,11476,0,2080,150,0.0131
The Bahamas,11396,75,29574,222,0.0195
Aruba,10892,13,96982,106,0.0097
Lesotho,10806,0,5384,320,0.0296
South Sudan,10652,0,834,115,0.0108
Seychelles,9764,0,100015,35,0.0036
Equatorial Guinea,8436,742,6211,113,0.0134
Benin,8025,0,684,101,0.0126
Nicaragua,7193,0,1113,185,0.0257
Northern Cyprus,7015,0,21518,33,0.0047
Central African Republic,7010,0,1275,96,0.0137
Yemen,6613,20,222,1301,0.1967
Iceland,6555,4,17995,29,0.0044
The Gambia,5968,2,2542,175,0.0293
Niger,5361,5,240,192,0.0358
Timor-Leste,5121,172,3692,11,0.0021
San Marino,5087,0,151516,90,0.0177
Saint Lucia,4923,17,27550,77,0.0156
Chad,4918,4,303,173,0.0352
Vietnam,4809,89,50,39,0.0081
Burundi,4418,36,403,6,0.0014
Gibraltar,4286,0,127177,94,0.0219
Sierra Leone,4115,8,521,79,0.0192
Barbados,3975,0,13849,47,0.0118
Eritrea,3906,19,1117,14,0.0036
Comoros,3864,0,4422,146,0.0378
Guinea-Bissau,3746,0,2335,68,0.0182
Jersey,3233,0,30272,52,0.0161
Liechtenstein,2994,1,77267,58,0.0194
Taiwan,2825,292,120,15,0.0053
New Zealand,2662,3,535,26,0.0098
Monaco,2499,2,65248,32,0.0128
Bermuda,2483,4,38781,32,0.0129
Turks and Caicos Islands,2407,1,58184,17,0.0071
Sint Maarten,2346,20,57763,27,0.0115
São Tomé and Príncipe,2334,1,11567,35,0.015
Liberia,2142,0,479,85,0.0397
Saint Vincent and the Grenadines,1954,5,17666,12,0.0061
Saint Martin,1915,142,53572,12,0.0063
Laos,1751,14,246,2,0.0011
Caribbean Netherlands,1606,1,61800,17,0.0106
Isle of Man,1591,0,19096,29,0.0182
Bhutan,1338,16,1804,1,0.0007
Mauritius,1288,0,1017,17,0.0132
Antigua and Barbuda,1255,3,13012,42,0.0335
Saint Barthélemy,1005,31,0,1,0.001
Guernsey,822,0,0,14,0.017
Faroe Islands,670,0,12854,1,0.0015
Cayman Islands,574,0,8722,2,0.0035
Tanzania,509,0,9,21,0.0413
Åland Islands,382,0,12782,0,0.0
British Virgin Islands,248,0,8258,1,0.004
Brunei,235,0,531,3,0.0128
Fiji,190,12,215,4,0.0211
Dominica,184,0,2562,0,0.0
Grenada,161,0,1437,1,0.0062
New Caledonia,125,0,443,0,0.0
Anguilla,109,0,7331,0,0.0
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Macao,50,0,74,0,0.0
Saint Kitts and Nevis,46,1,871,0,0.0
Greenland,34,0,606,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
United States,0,0,0,515151,inf
