Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,165851331,0,21329,3437906,0.0207
India,26031991,259551,19134,291331,0.0112
Brazil,15894094,82039,75207,444094,0.0279
France,5863138,0,87410,107390,0.0183
Turkey,5160423,9385,62058,45626,0.0088
Russia,4917906,9112,33513,115393,0.0235
United Kingdom,4446824,0,66934,127668,0.0287
Italy,4178261,5736,69356,124810,0.0299
Germany,3638504,10727,43759,87135,0.0239
Spain,3631661,5733,77105,79601,0.0219
Argentina,3447044,35884,76705,72699,0.0211
Colombia,3177212,16086,64322,83233,0.0262
Poland,2861351,2090,74555,72500,0.0253
Iran,2804632,12428,33657,77994,0.0278
Mexico,2390140,2628,18883,221080,0.0925
Ukraine,2227400,5285,53185,50867,0.0228
Peru,1893334,0,58925,66471,0.0351
Indonesia,1758898,5797,6590,48887,0.0278
Czechia,1656202,788,154873,29967,0.0181
South Africa,1625003,3641,27648,55568,0.0342
Netherlands,1615500,4632,92573,17506,0.0108
Canada,1352120,5058,35602,25162,0.0186
Chile,1308311,7682,68472,28169,0.0215
Philippines,1165155,6084,10740,19641,0.0169
Iraq,1156137,4580,29548,16102,0.0139
Romania,1074297,618,55361,29777,0.0277
Sweden,1055173,3411,102112,14351,0.0136
Belgium,1041706,3192,90391,24794,0.0238
Pakistan,893461,3070,4077,20089,0.0225
Portugal,843729,451,82102,17014,0.0202
Israel,839263,42,91423,6396,0.0076
Hungary,800368,780,81898,29380,0.0367
Bangladesh,785194,1457,4663,12284,0.0156
Jordan,726432,0,68213,9295,0.0128
Serbia,708878,550,101795,6739,0.0095
Japan,705641,5710,5603,12006,0.017
Switzerland,686152,1198,79910,10760,0.0157
Austria,639616,562,71846,10527,0.0165
United Arab Emirates,551430,1401,55754,1642,0.003
Lebanon,537437,394,78740,7658,0.0142
Morocco,516091,333,14393,9109,0.0176
Malaysia,492302,6806,15038,2099,0.0043
Nepal,488645,8227,16290,5847,0.012
Saudi Arabia,437569,1330,12788,7214,0.0165
Kazakhstan,423130,2267,22658,3409,0.0081
Bulgaria,416055,368,59436,17447,0.0419
Ecuador,415255,2348,23788,20022,0.0482
Slovakia,388391,253,71181,12272,0.0316
Greece,385444,1886,35940,11641,0.0302
Belarus,381546,1457,40532,2742,0.0072
Panama,372800,579,88366,6314,0.0169
Croatia,352692,695,86524,7828,0.0222
Bolivia,340207,2766,29661,13693,0.0402
Georgia,334705,1104,89891,4540,0.0136
Tunisia,331674,1749,28295,12089,0.0364
Azerbaijan,331477,437,32927,4828,0.0146
Paraguay,324063,3031,45306,8012,0.0247
Palestine,304968,0,61279,3452,0.0113
Costa Rica,296632,2812,58646,3736,0.0126
Kuwait,295861,1168,66935,1711,0.0058
Dominican Republic,280994,1429,27127,3600,0.0128
Denmark,270557,1214,46465,2506,0.0093
Lithuania,268684,915,96183,4155,0.0155
Ethiopia,268035,438,2717,4048,0.0151
Ireland,254870,0,51787,4941,0.0194
Moldova,254379,166,94856,6061,0.0238
Uruguay,253941,4576,72172,3691,0.0145
Slovenia,250811,358,119773,4345,0.0173
Egypt,250391,1153,2499,14559,0.0581
Guatemala,245247,1414,14770,7952,0.0324
Honduras,230311,1100,25148,6093,0.0265
Armenia,221559,191,74914,4364,0.0197
Venezuela,219864,1050,6824,2465,0.0112
Qatar,214463,313,78064,539,0.0025
Bahrain,209293,2415,135614,780,0.0037
Oman,208607,802,44719,2239,0.0107
Bosnia and Herzegovina,203018,171,61502,9096,0.0448
Libya,182649,299,26581,3102,0.017
Kenya,166876,494,3508,3040,0.0182
Nigeria,165901,49,805,2067,0.0125
North Macedonia,154937,46,74592,5265,0.034
Sri Lanka,154786,3443,7099,1051,0.0068
Myanmar (Burma),143183,24,2635,3216,0.0225
South Korea,134678,561,2601,1922,0.0143
Albania,132118,23,46423,2440,0.0185
Latvia,129794,497,68069,2301,0.0177
