Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,135030164,0,17365,2920537,0.0216
United States,31133209,81769,94470,560857,0.018
Brazil,13373174,93317,63279,348718,0.0261
India,13205926,145384,9706,168436,0.0128
France,4903965,0,73111,97422,0.0199
Russia,4572053,9027,31156,100554,0.022
United Kingdom,4365461,0,65710,127040,0.0291
Turkey,3745657,55791,45044,33454,0.0089
Italy,3736526,18924,62024,113579,0.0304
Spain,3347512,10875,71072,76328,0.0228
Germany,2990724,23935,35968,78295,0.0262
Poland,2528006,28499,65870,57427,0.0227
Colombia,2504206,12125,50697,65283,0.0261
Argentina,2497881,24130,55584,57350,0.023
Mexico,2272064,5045,17950,207020,0.0911
Iran,2029412,22478,24354,64039,0.0316
Ukraine,1875605,19799,44785,38074,0.0203
Peru,1628519,10655,50683,54285,0.0333
Czechia,1573153,5305,147107,27617,0.0176
Indonesia,1558145,5265,5838,42348,0.0272
South Africa,1556242,1267,26478,53226,0.0342
Netherlands,1334771,7635,76487,16731,0.0125
Chile,1060421,9151,55498,24108,0.0227
Canada,1052539,0,27714,23287,0.0221
Romania,998555,4942,51458,24867,0.0249
Belgium,917917,4860,79650,23390,0.0255
Iraq,911376,7937,23292,14641,0.0161
Sweden,857401,7772,82973,13621,0.0159
Philippines,840554,12188,7748,14520,0.0173
Israel,835674,188,91032,6280,0.0075
Portugal,826327,694,80408,16904,0.0205
Pakistan,715968,5139,3267,15329,0.0214
Hungary,705815,7325,72223,22966,0.0325
Bangladesh,673594,7462,4001,9584,0.0142
Jordan,659250,3794,61905,7646,0.0116
Serbia,636418,3405,91390,5659,0.0089
Switzerland,617543,2519,71920,10450,0.0169
Austria,571616,2702,64208,9624,0.0168
Morocco,500948,625,13971,8885,0.0177
Japan,499831,3480,3968,9325,0.0187
Lebanon,491928,2500,72073,6592,0.0134
United Arab Emirates,480006,1875,48533,1526,0.0032
Saudi Arabia,396758,904,11595,6737,0.017
Bulgaria,370179,2803,52882,14308,0.0387
Slovakia,369393,923,67700,10411,0.0282
Panama,358098,394,84881,6156,0.0172
Malaysia,357607,1854,10923,1313,0.0037
Ecuador,342678,1059,19630,17158,0.0501
Belarus,333430,1622,35421,2334,0.007
Kazakhstan,317937,2835,17025,3262,0.0103
Greece,290964,2734,27131,8758,0.0301
Croatia,288364,2599,70743,6235,0.0216
Georgia,287183,777,77128,3858,0.0134
Azerbaijan,281387,2206,27951,3846,0.0137
Bolivia,280649,1442,24468,12428,0.0443
Nepal,279388,288,9314,3038,0.0109
Tunisia,268837,2010,22934,9179,0.0341
Palestine,265897,0,53429,2838,0.0107
Dominican Republic,256563,532,24769,3382,0.0132
Kuwait,244325,1477,55276,1393,0.0057
Ireland,240192,469,48805,4769,0.0199
Moldova,240056,910,89515,5339,0.0222
Denmark,236346,698,40590,2436,0.0103
Paraguay,232142,2547,32455,4698,0.0202
Ethiopia,225516,1851,2286,3111,0.0138
Slovenia,224699,1283,107303,4100,0.0182
Lithuania,224309,1182,80298,3660,0.0163
Costa Rica,222544,2698,43998,3018,0.0136
Egypt,208876,794,2085,12362,0.0592
Guatemala,201295,1331,12123,6977,0.0347
Armenia,201158,1029,68016,3697,0.0184
Honduras,194548,765,21243,4766,0.0245
Qatar,188100,950,68468,324,0.0017
Bosnia and Herzegovina,181927,1096,55113,7298,0.0401
Venezuela,172461,1088,5353,1739,0.0101
Oman,168005,0,36016,1747,0.0104
Libya,166888,732,24288,2807,0.0168
Nigeria,163652,71,794,2059,0.0126
Bahrain,154280,1206,99968,550,0.0036
Kenya,144154,1091,3031,2309,0.016
Myanmar (Burma),142558,9,2623,3206,0.0225
North Macedonia,140065,1174,67432,4150,0.0296
Uruguay,137946,7289,39205,1363,0.0099
Albania,127795,286,44904,2304,0.018
Algeria,118251,135,2750,3123,0.0264
Estonia,113098,677,85141,1006,0.0089
South Korea,108945,676,2104,1765,0.0162
Latvia,106574,658,55892,1981,0.0186
Norway,102719,759,19137,684,0.0067
Kosovo,95886,0,53399,1968,0.0205
Sri Lanka,94564,311,4337,593,0.0063
Montenegro,93803,237,150722,1354,0.0144
Ghana,91109,0,3009,752,0.0083
Mainland China,90400,0,64,4636,0.0513
Kyrgyzstan,89811,151,13746,1516,0.0169
Zambia,89783,191,5020,1226,0.0137
Cuba,84532,1017,7541,448,0.0053
Uzbekistan,84529,207,2479,634,0.0075
Finland,81261,419,14701,868,0.0107
Mozambique,68506,40,2278,789,0.0115
El Salvador,65491,0,10097,2044,0.0312
Luxembourg,63467,287,103384,763,0.012
Cameroon,61731,0,2325,919,0.0149
