Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,175668875,410497,22592,3795554,0.0216
United States,33426198,8314,101428,599754,0.0179
India,29439989,80834,21639,370384,0.0126
Brazil,17374818,78700,82214,486272,0.028
France,5675604,3740,84615,109503,0.0193
Turkey,5325435,6076,64042,48668,0.0091
Russia,5133938,13360,34985,123961,0.0241
United Kingdom,4558494,7550,68615,127896,0.0281
Italy,4243482,1722,70439,126976,0.0299
Argentina,4111147,18057,91483,85075,0.0207
Spain,3733600,0,79269,80501,0.0216
Colombia,3724705,29998,75405,95192,0.0256
Germany,3722295,1484,44766,89841,0.0241
Iran,3020522,7444,36247,81911,0.0271
Poland,2877243,236,74969,74562,0.0259
Mexico,2452469,3649,19375,230097,0.0938
Ukraine,2282727,1424,54507,53758,0.0235
Peru,1983570,0,61733,186511,0.094
Indonesia,1901490,7465,7124,52730,0.0277
South Africa,1739425,9319,29595,57706,0.0332
Netherlands,1671703,1205,95794,17709,0.0106
Czechia,1665022,183,155698,30224,0.0182
Chile,1468992,7573,76882,30579,0.0208
Canada,1402126,1294,36918,25931,0.0185
Philippines,1308352,8003,12060,22652,0.0173
Iraq,1250691,3831,31964,16690,0.0133
Sweden,1083456,0,104849,14574,0.0135
Romania,1079657,127,55638,31804,0.0295
Belgium,1075765,777,93346,25081,0.0233
Pakistan,941170,1239,4295,21689,0.023
Portugal,856740,789,83368,17045,0.0199
Israel,839661,8,91466,6428,0.0077
Bangladesh,824486,1637,4897,13071,0.0159
Hungary,806790,0,82555,29904,0.0371
Japan,774240,1947,6147,13991,0.0181
Jordan,739847,0,69473,9530,0.0129
Serbia,714753,119,102639,6958,0.0097
Switzerland,700051,0,81529,10859,0.0155
Malaysia,652204,5793,19922,3844,0.0059
Austria,648387,200,72831,10652,0.0164
Nepal,606778,2382,20228,8366,0.0138
United Arab Emirates,596017,2123,60262,1724,0.0029
Lebanon,542375,0,79464,7790,0.0144
Morocco,523620,455,14603,9207,0.0176
Saudi Arabia,464780,1077,13583,7553,0.0163
Kazakhstan,457404,1058,24494,3487,0.0076
Ecuador,438108,987,25097,21018,0.048
Bulgaria,420294,81,60042,17898,0.0426
Greece,414636,682,38662,12402,0.0299
Bolivia,405347,5300,35340,15485,0.0382
Belarus,404740,895,42996,2969,0.0073
Slovakia,390984,91,71657,12436,0.0318
Paraguay,389650,1963,54476,10699,0.0275
Panama,387127,858,91762,6439,0.0166
Tunisia,367047,2228,31313,13436,0.0366
Croatia,358504,125,87950,8132,0.0227
Georgia,353443,794,94923,5034,0.0142
Costa Rica,339900,0,67200,4322,0.0127
Uruguay,336470,2986,95627,4956,0.0147
Azerbaijan,335126,61,33289,4953,0.0148
Kuwait,326451,1437,73856,1817,0.0056
Palestine,311411,211,62574,3530,0.0113
Dominican Republic,307847,1149,29720,3705,0.012
Denmark,289559,437,49729,2525,0.0087
Lithuania,277623,244,99383,4335,0.0156
Ethiopia,274028,136,2777,4237,0.0155
Egypt,272491,711,2719,15582,0.0572
Guatemala,271131,1823,16329,8439,0.0311
Bahrain,257852,931,167078,1206,0.0047
Slovenia,256352,128,122419,4401,0.0172
Moldova,255758,43,95370,6152,0.0241
Ireland,254870,0,51787,4941,0.0194
Venezuela,250309,1489,7769,2814,0.0112
Honduras,247074,1379,26978,6606,0.0267
Oman,230219,0,49352,2467,0.0107
Armenia,223643,88,75619,4482,0.02
Sri Lanka,221277,2911,10149,2073,0.0094
Qatar,219613,147,79938,576,0.0026
Bosnia and Herzegovina,204597,0,61980,9479,0.0463
Thailand,193105,3277,2904,1431,0.0074
