Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,128421931,0,16516,2807094,0.0219
United States,30447000,62045,92388,551077,0.0181
Brazil,12658109,84494,59895,317646,0.0251
India,12149335,53480,8930,162468,0.0134
France,4553481,30702,67885,94769,0.0208
Russia,4486078,8162,30571,96817,0.0216
United Kingdom,4341736,4040,65353,126670,0.0292
Italy,3561012,16055,59110,108879,0.0306
Turkey,3277880,37303,39419,31385,0.0096
Spain,3275819,4994,69550,75305,0.023
Germany,2818630,23681,33898,76389,0.0271
Colombia,2397731,7952,48541,63255,0.0264
Argentina,2332765,10154,51910,55736,0.0239
Poland,2288826,20862,59637,52392,0.0229
Mexico,2232910,5067,17641,202633,0.0907
Iran,1875234,10250,22503,62569,0.0334
Ukraine,1713684,10648,40919,34043,0.0199
South Africa,1546735,756,26316,52788,0.0341
Peru,1533121,0,47714,51635,0.0337
Czechia,1523668,6896,142480,26222,0.0172
Indonesia,1505775,4682,5641,40754,0.0271
Netherlands,1264983,5828,72488,16509,0.0131
Chile,989492,5008,51786,23107,0.0234
Canada,981103,4879,25833,22956,0.0234
Romania,946647,6204,48783,23409,0.0247
Belgium,876842,3906,76085,22966,0.0262
Iraq,844260,5995,21577,14286,0.0169
Israel,832639,514,90701,6193,0.0074
Portugal,821104,388,79900,16845,0.0205
Sweden,796445,16427,77074,13430,0.0169
Philippines,741181,9287,6832,13191,0.0178
Pakistan,667957,4757,3048,14434,0.0216
Hungary,645733,4609,66075,20435,0.0316
Bangladesh,605937,5042,3599,8994,0.0148
Jordan,605007,7751,56811,6747,0.0112
Switzerland,598713,1923,69727,10322,0.0172
Serbia,595489,9983,85513,5270,0.0088
Austria,542542,3001,60942,9308,0.0172
Morocco,495421,665,13817,8813,0.0178
Japan,471777,2141,3746,9112,0.0193
Lebanon,465007,2668,68128,6184,0.0133
United Arab Emirates,459360,2289,46445,1492,0.0032
Saudi Arabia,389422,556,11381,6663,0.0171
Slovakia,359330,1215,65855,9624,0.0268
Panama,354604,519,84053,6109,0.0172
Malaysia,344018,1133,10508,1265,0.0037
Bulgaria,338426,5176,48346,13068,0.0386
Ecuador,327325,2201,18751,16780,0.0513
Belarus,320594,995,34057,2237,0.007
Kazakhstan,295506,1745,15824,3228,0.0109
