Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,134038180,0,17238,2904554,0.0217
United States,31093934,81320,94351,560427,0.018
Brazil,13279857,86652,62837,345025,0.026
India,13060542,131968,9600,167642,0.0128
France,4903965,96842,73111,97422,0.0199
Russia,4563026,8545,31095,100158,0.0219
United Kingdom,4370321,3030,65783,126980,0.0291
Italy,3717602,17209,61710,112861,0.0304
Turkey,3689866,55941,44373,33201,0.009
Spain,3336637,9901,70841,76179,0.0228
Germany,2966789,26510,35680,78049,0.0263
Poland,2499507,27890,65127,56659,0.0227
Colombia,2492081,12464,50451,65014,0.0261
Argentina,2473751,23683,55047,57122,0.0231
Mexico,2267019,5140,17910,206146,0.0909
Iran,2006934,22586,24084,63884,0.0318
Ukraine,1855806,19546,44313,37649,0.0203
Peru,1617864,19271,50351,53978,0.0334
Czechia,1567848,7071,146611,27466,0.0175
South Africa,1554975,1366,26456,53173,0.0342
Indonesia,1552880,5504,5818,42227,0.0272
Netherlands,1327136,7783,76049,16691,0.0126
Chile,1051270,8248,55020,23979,0.0228
Canada,1045278,7984,27522,23251,0.0222
Romania,993613,4989,51204,24733,0.0249
Belgium,913057,4845,79228,23348,0.0256
Iraq,903439,7817,23089,14606,0.0162
Sweden,849629,7822,82221,13595,0.016
Israel,835486,270,91012,6279,0.0075
Philippines,828366,9202,7636,14119,0.017
Portugal,825633,602,80341,16899,0.0205
Pakistan,710829,5312,3244,15229,0.0214
Hungary,698490,4814,71473,22681,0.0325
Bangladesh,666132,6854,3956,9521,0.0143
Jordan,655456,4775,61549,7565,0.0115
Serbia,633013,3625,90901,5620,0.0089
Switzerland,615024,2449,71626,10445,0.017
Austria,568914,2906,63904,9586,0.0168
Morocco,500323,635,13953,8873,0.0177
Japan,496351,3491,3941,9311,0.0188
Lebanon,489428,3510,71706,6549,0.0134
United Arab Emirates,478131,2112,48343,1523,0.0032
Saudi Arabia,395854,902,11569,6728,0.017
Slovakia,368470,1576,67530,10322,0.028
Bulgaria,367376,2957,52482,14170,0.0386
Panama,357704,427,84788,6152,0.0172
Malaysia,355753,1285,10867,1308,0.0037
Ecuador,341619,2015,19569,17115,0.0501
Belarus,331808,1272,35248,2324,0.007
Kazakhstan,315102,2544,16873,3261,0.0103
Greece,288230,3215,26876,8680,0.0301
Georgia,286406,761,76919,3849,0.0134
Croatia,285765,3217,70105,6185,0.0216
Bolivia,279207,1241,24343,12412,0.0445
Azerbaijan,279181,2717,27732,3811,0.0137
Nepal,279100,332,9304,3038,0.0109
Tunisia,266827,1833,22763,9136,0.0342
Palestine,264395,0,53127,2812,0.0106
Dominican Republic,256031,1094,24717,3378,0.0132
Kuwait,242848,1379,54942,1383,0.0057
Ireland,239723,398,48709,4737,0.0198
Moldova,239146,1428,89176,5307,0.0222
Denmark,235648,717,40470,2436,0.0103
Paraguay,229595,2479,32099,4644,0.0202
Ethiopia,223665,2121,2267,3078,0.0138
Slovenia,223416,1526,106690,4097,0.0183
Lithuania,223127,1107,79874,3647,0.0163
Costa Rica,219846,0,43465,3000,0.0136
Egypt,208082,789,2077,12323,0.0592
Armenia,200129,1231,67668,3675,0.0184
Guatemala,199964,1590,12043,6955,0.0348
Honduras,193783,754,21159,4715,0.0243
Qatar,187150,949,68122,322,0.0017
