Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,154469379,0,19865,3230336,0.0209
United States,32561502,40531,98804,578474,0.0178
India,20665148,382315,15189,226188,0.0109
Brazil,14930183,73295,70646,414399,0.0278
France,5706378,26000,85073,105631,0.0185
Turkey,4955594,26476,59595,41883,0.0085
Russia,4847489,7975,33033,111895,0.0231
United Kingdom,4423796,1946,66588,127543,0.0288
Italy,4070400,10579,67566,122005,0.03
Spain,3551262,0,75398,78566,0.0221
Germany,3451550,18034,41510,83876,0.0243
Argentina,3071433,24079,68347,65865,0.0214
Colombia,2934611,14806,59410,76015,0.0259
Poland,2808052,2296,73166,68133,0.0243
Iran,2591609,0,31100,73568,0.0284
Mexico,2352964,3064,18589,217740,0.0925
Ukraine,2143427,2589,51180,46781,0.0218
Peru,1810998,0,56362,62126,0.0343
Indonesia,1691658,5285,6338,46349,0.0274
Czechia,1639248,0,153288,29479,0.018
South Africa,1588221,1187,27022,54557,0.0344
Netherlands,1524527,7725,87360,17221,0.0113
Canada,1257314,6688,33105,24453,0.0194
Chile,1219064,3249,63801,26696,0.0219
Iraq,1091954,0,27907,15640,0.0143
Philippines,1067892,5667,9844,17622,0.0165
Romania,1060895,1564,54671,28616,0.027
Belgium,999627,2731,86740,24367,0.0244
Sweden,988554,14950,95665,14091,0.0143
Israel,838761,64,91368,6370,0.0076
Portugal,837715,258,81517,16981,0.0203
Pakistan,837523,0,3822,18310,0.0219
Hungary,784837,726,80309,28045,0.0357
Bangladesh,767338,1742,4557,11755,0.0153
Jordan,714173,0,67062,8925,0.0125
Serbia,695875,1402,99928,6478,0.0093
Switzerland,667380,0,77724,10069,0.0151
Austria,624595,1394,70159,10291,0.0165
Japan,613822,4197,4874,10441,0.017
Lebanon,530217,0,77682,7390,0.0139
United Arab Emirates,529220,1954,53508,1601,0.003
Morocco,512285,373,14287,9038,0.0176
Saudi Arabia,422316,0,12342,7018,0.0166
Malaysia,420632,3120,12849,1574,0.0037
Bulgaria,406192,367,58027,16609,0.0409
Ecuador,391242,3196,22412,18863,0.0482
Slovakia,383609,381,70305,11855,0.0309
Panama,365619,320,86664,6248,0.0171
Belarus,363732,1138,38640,2592,0.0071
Greece,352027,0,32824,10764,0.0306
Nepal,351005,7587,11702,3417,0.0097
Croatia,336918,1396,82654,7264,0.0216
Kazakhstan,332369,0,17798,3796,0.0114
Azerbaijan,323841,0,32168,4617,0.0143
Tunisia,314152,1405,26800,11016,0.0351
Georgia,313742,788,84261,4183,0.0133
Bolivia,310572,1588,27077,13082,0.0421
Palestine,298203,0,59920,3283,0.011
Paraguay,286667,2214,40078,6722,0.0234
Kuwait,279085,1253,63140,1601,0.0057
Dominican Republic,268070,389,25880,3504,0.0131
Ethiopia,260139,785,2637,3795,0.0146
Costa Rica,257980,1304,51004,3310,0.0128
Denmark,254482,809,43705,2491,0.0098
Lithuania,252699,1249,90461,3993,0.0158
Moldova,251504,126,93784,5869,0.0233
Ireland,250672,382,50934,4908,0.0196
Slovenia,243719,929,116386,4279,0.0176
Egypt,231803,1090,2313,13591,0.0586
Guatemala,231289,0,13930,7642,0.033
Armenia,217900,0,73677,4178,0.0192
Honduras,215833,1358,23567,5386,0.025
Qatar,208877,645,76030,489,0.0023
Uruguay,206946,2826,58816,2861,0.0138
Venezuela,201807,876,6264,2208,0.0109
Bosnia and Herzegovina,199882,418,60552,8736,0.0437
Oman,198572,0,42568,2071,0.0104
Bahrain,181880,0,117851,663,0.0036
Libya,178927,0,26040,3058,0.0171
Nigeria,165215,16,801,2063,0.0125
Kenya,161393,489,3393,2825,0.0175
North Macedonia,153137,67,73725,5016,0.0328
Myanmar (Burma),142858,16,2629,3209,0.0225
Albania,131327,51,46145,2402,0.0183
South Korea,124945,676,2413,1847,0.0148
Estonia,123781,437,93183,1183,0.0096
Algeria,122999,282,2860,3289,0.0267
Latvia,120736,0,63319,2166,0.0179
Sri Lanka,117529,1914,5390,720,0.0061
Norway,114436,484,21320,757,0.0066
Kosovo,105711,0,58870,2191,0.0207
Montenegro,97930,0,157353,1516,0.0155
Kyrgyzstan,96561,224,14779,1630,0.0169
Ghana,92828,0,3066,783,0.0084
Uzbekistan,92724,0,2719,655,0.0071
Zambia,91849,45,5135,1255,0.0137
Mainland China,90721,0,65,4636,0.0511
Finland,87798,0,15884,918,0.0105
Thailand,74900,2112,1127,318,0.0042
Cameroon,70607,0,2660,1064,0.0151
Mozambique,70031,0,2329,817,0.0117
El Salvador,69997,0,10792,2141,0.0306
Cyprus,67982,0,77614,327,0.0048
Luxembourg,67850,0,110524,800,0.0118
Singapore,61268,16,10742,31,0.0005
Afghanistan,60563,263,1879,2648,0.0437
Namibia,49323,0,20059,667,0.0135
Jamaica,46194,0,16942,794,0.0172
Côte d'Ivoire,46173,0,1788,291,0.0063
Botswana,44956,0,19221,724,0.0161
Mongolia,41524,0,12543,130,0.0031
Uganda,40719,0,1010,334,0.0082
Senegal,40544,0,2501,1114,0.0275
Zimbabwe,38357,34,2530,1574,0.041
Madagascar,37989,0,1447,682,0.018
Malawi,34143,20,1785,1151,0.0337
Sudan,33648,0,794,2365,0.0703
Maldives,31931,601,85200,74,0.0023
Malta,30411,30,61616,416,0.0137
Democratic Republic of the Congo,30130,0,336,770,0.0256
Australia,29865,13,1164,910,0.0305
Cuba,29529,0,2634,220,0.0075
Angola,27284,0,877,609,0.0223
Rwanda,25421,0,2054,338,0.0133
Cape Verde,24742,0,44946,228,0.0092
Gabon,23311,0,10730,142,0.0061
Syria,23051,74,1317,1617,0.0701
Guinea,22368,0,1831,146,0.0065
Réunion,21601,0,25119,150,0.0069
French Polynesia,18758,0,67984,141,0.0075
Mauritania,18503,0,4538,455,0.0246
Eswatini,18467,0,16892,671,0.0363
Cambodia,16971,672,1110,110,0.0065
French Guiana,16185,0,55038,77,0.0048
Somalia,14368,0,904,745,0.0519
Mali,13998,0,701,493,0.0352
Tajikistan,13714,0,1503,91,0.0066
Guyana,13656,0,17446,306,0.0224
Andorra,13340,0,172034,127,0.0095
Burkina Faso,13339,0,639,161,0.0121
Haiti,13149,0,1136,260,0.0198
Togo,13037,0,1730,123,0.0094
