Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,175363380,0,22552,3786968,0.0216
United States,33415841,26076,101396,599510,0.0179
India,29359155,84332,21579,367081,0.0125
Brazil,17296118,85149,81842,484235,0.028
France,5671864,3871,84559,109472,0.0193
Turkey,5319359,6261,63969,48593,0.0091
Russia,5120578,12361,34894,123568,0.0241
United Kingdom,4550944,7958,68502,127884,0.0281
Italy,4241760,1892,70410,126924,0.0299
Argentina,4093090,26934,91082,84628,0.0207
Spain,3733600,4142,79269,80501,0.0216
Germany,3720811,2194,44749,89821,0.0241
Colombia,3694707,29570,74798,94615,0.0256
Iran,3013078,9966,36158,81796,0.0271
Poland,2877007,340,74963,74515,0.0259
Mexico,2448820,3282,19346,229823,0.0939
Ukraine,2281303,1747,54472,53683,0.0235
Peru,1983570,0,61733,186511,0.094
Indonesia,1894025,8083,7096,52566,0.0278
South Africa,1730106,8020,29436,57592,0.0333
Netherlands,1670498,1377,95725,17708,0.0106
Czechia,1664839,190,155681,30219,0.0182
Chile,1461419,7942,76485,30472,0.0209
Canada,1401006,1294,36889,25914,0.0185
Philippines,1300349,6662,11986,22507,0.0173
Iraq,1246860,4320,31866,16668,0.0134
Sweden,1083456,727,104849,14574,0.0135
Romania,1079530,103,55631,31681,0.0293
Belgium,1074988,784,93279,25075,0.0233
Pakistan,939931,1194,4289,21633,0.023
Portugal,855951,519,83291,17044,0.0199
Israel,839653,23,91465,6428,0.0077
Bangladesh,822849,2454,4887,13032,0.0158
Hungary,806790,199,82555,29904,0.0371
Japan,772293,1936,6132,13936,0.018
Jordan,739847,0,69473,9530,0.0129
Serbia,714634,172,102622,6951,0.0097
Switzerland,700051,354,81529,10859,0.0155
Austria,648187,216,72809,10652,0.0164
Malaysia,646411,6849,19745,3768,0.0058
Nepal,604396,2709,20149,8305,0.0137
United Arab Emirates,593894,4471,60048,1720,0.0029
Lebanon,542375,435,79464,7790,0.0144
Morocco,523165,400,14590,9202,0.0176
Saudi Arabia,463703,2461,13551,7537,0.0163
Kazakhstan,456346,1181,24437,3487,0.0076
Ecuador,437121,1098,25040,20997,0.048
Bulgaria,420213,123,60030,17893,0.0426
Greece,413954,784,38599,12381,0.0299
Belarus,403845,1026,42901,2958,0.0073
Bolivia,400047,0,34878,15321,0.0383
Slovakia,390893,84,71640,12433,0.0318
Paraguay,387687,2698,54201,10561,0.0272
Panama,386269,916,91559,6427,0.0166
Tunisia,364819,2161,31122,13365,0.0366
Croatia,358379,134,87919,8123,0.0227
Georgia,352649,695,94710,5012,0.0142
Costa Rica,339900,1852,67200,4322,0.0127
Azerbaijan,335065,73,33283,4951,0.0148
Uruguay,333484,3457,94779,4906,0.0147
