Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,147211802,0,18932,3110124,0.0211
United States,32103720,0,97415,571753,0.0178
India,17313163,0,12725,195123,0.0113
Brazil,14340787,0,67858,390797,0.0273
France,5456417,0,81347,102190,0.0187
Russia,4708640,0,32087,106434,0.0226
Turkey,4629969,0,55679,38358,0.0083
United Kingdom,4404882,0,66303,127428,0.0289
Italy,3962674,0,65778,119238,0.0301
Spain,3468617,0,73643,77591,0.0224
Germany,3306692,0,39768,81671,0.0247
Argentina,2860884,0,63662,61644,0.0215
Colombia,2774464,0,56168,71351,0.0257
Poland,2758856,0,71885,65415,0.0237
Iran,2396204,0,28755,69574,0.029
Mexico,2328391,0,18395,214947,0.0923
Ukraine,2079200,0,49647,44121,0.0212
Peru,1761575,0,54824,59724,0.0339
Indonesia,1641194,0,6149,44594,0.0272
Czechia,1619383,0,151430,28962,0.0179
South Africa,1575471,0,26805,54148,0.0344
Netherlands,1461137,0,83728,17049,0.0117
Canada,1178987,0,31043,23965,0.0203
Chile,1169536,0,61209,25856,0.0221
Romania,1046264,0,53917,27394,0.0262
Iraq,1031322,0,26358,15257,0.0148
Philippines,997523,0,9195,16783,0.0168
Belgium,974418,0,84552,24024,0.0247
Sweden,938343,0,90806,13923,0.0148
Israel,838024,0,91288,6352,0.0076
Portugal,834442,0,81198,16965,0.0203
Pakistan,800452,0,3653,17187,0.0215
Hungary,769518,0,78741,26625,0.0346
Bangladesh,745322,0,4427,11053,0.0148
Jordan,702154,0,65934,8615,0.0123
Serbia,679667,0,97601,6227,0.0092
Switzerland,646509,0,75293,10570,0.0163
Austria,608979,0,68405,10087,0.0166
Japan,568621,0,4515,9939,0.0175
Lebanon,520939,0,76323,7142,0.0137
United Arab Emirates,510738,0,51640,1571,0.0031
Morocco,509363,0,14206,8992,0.0177
Saudi Arabia,412216,0,12047,6900,0.0167
Bulgaria,397500,0,56785,15907,0.04
Malaysia,392942,0,12003,1436,0.0037
Slovakia,379911,0,69627,11495,0.0303
Ecuador,373362,0,21388,18177,0.0487
Panama,362967,0,86035,6209,0.0171
Kazakhstan,361575,0,19362,3315,0.0092
Belarus,352950,0,37494,2493,0.0071
Greece,333129,0,31062,10007,0.03
Croatia,322626,0,79148,6854,0.0212
Azerbaijan,313006,0,31092,4371,0.014
Georgia,303751,0,81578,4025,0.0133
Tunisia,300342,0,25622,10304,0.0343
Nepal,300119,0,10005,3164,0.0105
Bolivia,297659,0,25951,12824,0.0431
Palestine,290972,0,58467,3167,0.0109
Paraguay,267082,0,37340,5900,0.0221
Kuwait,266949,0,60394,1516,0.0057
Dominican Republic,264863,0,25570,3454,0.013
Ethiopia,252279,0,2557,3551,0.0141
Moldova,249139,0,92902,5730,0.023
Denmark,247622,0,42527,2475,0.01
Ireland,246633,0,50113,4873,0.0198
Lithuania,241297,0,86379,3848,0.0159
Costa Rica,238760,0,47204,3143,0.0132
Slovenia,237028,0,113191,4208,0.0178
Egypt,222523,0,2221,13049,0.0586
Guatemala,221698,0,13352,7410,0.0334
Armenia,213288,0,72118,4018,0.0188
Honduras,206907,0,22592,5141,0.0248
Qatar,202201,0,73600,428,0.0021
Bosnia and Herzegovina,194733,0,58992,8203,0.0421
Venezuela,191518,0,5944,2047,0.0107
Oman,188816,0,40477,1977,0.0105
Uruguay,184865,0,52540,2326,0.0126
Libya,175286,0,25510,2996,0.0171
Bahrain,171370,0,111041,624,0.0036
Nigeria,164719,0,799,2062,0.0125
Kenya,156787,0,3296,2622,0.0167
North Macedonia,150588,0,72498,4677,0.0311
Myanmar (Burma),142712,0,2626,3206,0.0225
Albania,130537,0,45868,2378,0.0182
Algeria,120922,0,2812,3207,0.0265
Estonia,120215,0,90499,1143,0.0095
South Korea,119387,0,2306,1817,0.0152
Latvia,115316,0,60476,2102,0.0182
Norway,110612,0,20607,736,0.0067
Kosovo,103638,0,57716,2134,0.0206
Cuba,101503,0,9055,591,0.0058
Sri Lanka,101379,0,4650,642,0.0063
Montenegro,96660,0,155312,1465,0.0152
Kyrgyzstan,93831,0,14362,1582,0.0169
Ghana,92166,0,3044,777,0.0084
Zambia,91358,0,5108,1246,0.0136
Mainland China,90575,0,65,4636,0.0512
Uzbekistan,89027,0,2610,643,0.0072
Finland,85804,0,15523,903,0.0105
Mozambique,69665,0,2317,807,0.0116
El Salvador,68468,0,10556,2103,0.0307
Luxembourg,66007,0,107522,790,0.012
Cameroon,65998,0,2486,991,0.015
Singapore,61006,0,10696,30,0.0005
Afghanistan,58843,0,1826,2582,0.0439
Thailand,55460,0,834,140,0.0025
Cyprus,49988,0,57070,268,0.0054
Namibia,47776,0,19430,625,0.0131
Botswana,45855,0,19606,691,0.0151
Côte d'Ivoire,45852,0,1776,282,0.0062
Jamaica,45004,0,16505,760,0.0169
Uganda,40734,0,1011,334,0.0082
Senegal,40135,0,2476,1102,0.0275
Zimbabwe,38086,0,2512,1557,0.0409
Madagascar,35746,0,1362,599,0.0168
Malawi,34016,0,1778,1147,0.0337
Sudan,33673,0,794,2300,0.0683
Mongolia,31339,0,9466,80,0.0026
Malta,30174,0,61136,413,0.0137
Australia,29695,29,1157,910,0.0306
Democratic Republic of the Congo,29404,0,328,752,0.0256
Maldives,27874,0,74375,71,0.0025
Angola,25609,0,823,579,0.0226
Rwanda,24593,0,1987,330,0.0134
Gabon,22433,0,10326,138,0.0062
Cape Verde,22349,0,40599,203,0.0091
Syria,22135,0,1265,1537,0.0694
Guinea,21953,0,1797,140,0.0064
Mayotte,19849,0,73414,169,0.0085
Réunion,19343,0,22493,141,0.0073
French Guiana,18826,0,64019,98,0.0052
French Polynesia,18734,0,67897,141,0.0075
Eswatini,18442,0,16869,671,0.0364
Mauritania,18257,0,4478,454,0.0249
Somalia,13670,0,860,698,0.0511
Mali,13627,0,682,467,0.0343
Tajikistan,13308,0,1458,90,0.0068
Burkina Faso,13263,0,636,156,0.0118
Andorra,13060,0,168423,124,0.0095
Haiti,12958,0,1119,251,0.0194
Guadeloupe,12927,0,32669,194,0.015
Togo,12787,0,1696,121,0.0095
Guyana,12703,0,16228,284,0.0224
Belize,12599,0,30843,321,0.0255
Curaçao,12119,0,76381,104,0.0086
Hong Kong,11736,0,1565,209,0.0178
Djibouti,10802,0,10017,136,0.0126
Lesotho,10728,0,5345,316,0.0295
Papua New Guinea,10670,0,1194,102,0.0096
Aruba,10538,0,93830,98,0.0093
South Sudan,10532,0,824,114,0.0108
Republic of the Congo,10084,0,1827,137,0.0136
The Bahamas,10050,0,26081,196,0.0195
Suriname,10045,0,17278,198,0.0197
Cambodia,9975,0,652,74,0.0074
Martinique,9758,0,25919,66,0.0068
Trinidad and Tobago,9676,0,7094,159,0.0164
Benin,7720,0,658,97,0.0126
Equatorial Guinea,7559,0,5565,107,0.0142
Nicaragua,6835,0,1058,181,0.0265
Iceland,6390,0,17542,29,0.0045
Central African Republic,6224,0,1132,85,0.0137
Yemen,6137,0,206,1187,0.1934
The Gambia,5857,0,2495,173,0.0295
Northern Cyprus,5746,0,17626,28,0.0049
Seychelles,5284,0,54125,26,0.0049
Niger,5191,0,233,191,0.0368
San Marino,5047,0,150325,89,0.0176
Chad,4770,0,294,169,0.0354
Saint Lucia,4486,0,25104,70,0.0156
Gibraltar,4283,0,127088,94,0.0219
Sierra Leone,4044,0,512,79,0.0195
Burundi,3853,0,352,6,0.0016
Comoros,3829,0,4382,146,0.0381
Barbados,3824,0,13323,44,0.0115
Guinea-Bissau,3726,0,2322,67,0.018
Eritrea,3605,0,1031,10,0.0028
Jersey,3233,0,30272,52,0.0161
Liechtenstein,2884,0,74428,57,0.0198
Vietnam,2843,0,30,35,0.0123
New Zealand,2601,0,523,26,0.01
Monaco,2432,0,63499,32,0.0132
Turks and Caicos Islands,2376,0,57434,17,0.0072
Bermuda,2335,0,36469,23,0.0099
São Tomé and Príncipe,2298,0,11388,35,0.0152
Sint Maarten,2215,0,54538,27,0.0122
Liberia,2097,0,469,85,0.0405
