Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,139645558,0,17959,2996305,0.0215
United States,31553870,74374,95747,565293,0.0179
India,14291917,217353,10505,174308,0.0122
Brazil,13746681,73174,65046,365444,0.0266
France,5149776,37894,76775,99427,0.0193
Russia,4622464,8818,31500,102667,0.0222
United Kingdom,4380976,2671,65943,127191,0.029
Turkey,4086957,61400,49149,35031,0.0086
Italy,3826156,16963,63512,115937,0.0303
Spain,3396685,9663,72116,76882,0.0226
Germany,3110252,25110,37406,79672,0.0256
Poland,2642242,21126,68846,60612,0.0229
Argentina,2629156,24999,58505,58925,0.0224
Colombia,2602719,16918,52691,67199,0.0258
Mexico,2295435,4189,18135,211213,0.092
Iran,2168872,25078,26027,65680,0.0303
Ukraine,1956454,16553,46716,40389,0.0206
Peru,1667737,0,51904,55812,0.0335
Czechia,1593847,3723,149042,28229,0.0177
Indonesia,1589359,6177,5955,43073,0.0271
South Africa,1562931,1372,26592,53571,0.0343
Netherlands,1378145,8734,78972,16861,0.0122
Canada,1106062,9561,29123,23541,0.0213
Chile,1101698,7431,57659,24766,0.0225
Romania,1020301,3852,52579,25800,0.0253
Iraq,956860,7810,24455,14885,0.0156
Belgium,939309,3993,81506,23636,0.0252
Philippines,904285,11405,8335,15594,0.0172
Sweden,892480,7095,86368,13761,0.0154
Israel,836902,312,91166,6315,0.0075
Portugal,829358,501,80703,16933,0.0204
Pakistan,745182,5364,3400,15982,0.0214
Hungary,736982,5307,75412,24521,0.0333
Bangladesh,707362,4192,4201,10081,0.0143
Jordan,679138,2963,63772,8057,0.0119
Serbia,654870,2971,94040,5881,0.009
Switzerland,630194,2226,73393,10498,0.0167
Austria,586883,2678,65923,9813,0.0167
Japan,521796,4515,4143,9506,0.0182
Lebanon,504800,2501,73959,6809,0.0135
Morocco,504260,596,14063,8927,0.0177
United Arab Emirates,491423,1928,49687,1545,0.0031
Saudi Arabia,402142,985,11752,6791,0.0169
Bulgaria,382761,2185,54680,14979,0.0391
Slovakia,373950,843,68535,10877,0.0291
Malaysia,367977,2148,11240,1363,0.0037
Panama,359830,314,85292,6183,0.0172
Ecuador,355431,4892,20361,17489,0.0492
Belarus,340023,1222,36121,2393,0.007
Kazakhstan,333046,2727,17834,3282,0.0099
Greece,308006,3822,28720,9239,0.03
Croatia,300900,2927,73818,6442,0.0214
Azerbaijan,294211,2317,29225,4045,0.0137
Georgia,292244,1030,78487,3908,0.0134
Bolivia,286114,823,24945,12603,0.044
Nepal,282054,490,9403,3066,0.0109
Tunisia,279376,2649,23833,9553,0.0342
Palestine,278135,0,55888,2955,0.0106
Dominican Republic,259639,379,25066,3405,0.0131
Kuwait,253066,1391,57253,1428,0.0056
Paraguay,244528,2367,34187,5110,0.0209
Moldova,244177,812,91052,5493,0.0225
Ireland,242402,297,49254,4820,0.0199
Denmark,240330,798,41274,2449,0.0102
Ethiopia,236554,2149,2398,3285,0.0139
Lithuania,230462,1202,82500,3730,0.0162
Slovenia,229967,891,109819,4142,0.018
Costa Rica,227533,2190,44985,3065,0.0135
Egypt,213798,837,2134,12611,0.059
Guatemala,208694,1567,12569,7120,0.0341
Armenia,206142,1014,69701,3817,0.0185
Honduras,198975,761,21726,4929,0.0248
Qatar,193952,989,70598,357,0.0018
Bosnia and Herzegovina,187715,1343,56866,7702,0.041
Venezuela,179365,1271,5567,1853,0.0103
Oman,176668,1035,37873,1821,0.0103
Libya,170558,513,24822,2873,0.0168
Nigeria,164080,80,796,2061,0.0126
Bahrain,160934,970,104279,574,0.0036
Uruguay,156499,4410,44478,1726,0.011
Kenya,149219,1091,3137,2424,0.0162
North Macedonia,145001,890,69808,4357,0.03
Myanmar (Burma),142610,5,2624,3206,0.0225
Albania,129128,169,45372,2335,0.0181
Algeria,119142,167,2771,3144,0.0264
Estonia,116200,571,87476,1064,0.0092
South Korea,112789,672,2178,1790,0.0159
Latvia,109731,643,57547,2030,0.0185
Norway,106224,617,19790,707,0.0067
Kosovo,99210,0,55250,2030,0.0205
Sri Lanka,95949,230,4401,608,0.0063
Montenegro,95042,183,152713,1412,0.0149
Ghana,91545,68,3023,766,0.0084
Kyrgyzstan,91144,305,13950,1540,0.0169
Zambia,90532,143,5062,1230,0.0136
Mainland China,90468,0,65,4636,0.0512
Cuba,90408,1004,8065,491,0.0054
Uzbekistan,85730,227,2514,634,0.0074
Finland,83253,289,15061,885,0.0106
Mozambique,69002,75,2295,794,0.0115
El Salvador,67099,143,10345,2064,0.0308
Luxembourg,64549,215,105147,785,0.0122
Cameroon,61731,0,2325,919,0.0149
Singapore,60735,16,10649,30,0.0005
Afghanistan,57534,42,1785,2533,0.044
Cyprus,49988,0,57070,268,0.0054
Namibia,46185,134,18783,596,0.0129
Côte d'Ivoire,45444,56,1760,273,0.006
Botswana,44075,631,18845,671,0.0152
Jamaica,43240,186,15858,697,0.0161
Uganda,40734,0,1011,334,0.0082
Senegal,39606,46,2443,1085,0.0274
Thailand,37453,1543,563,97,0.0026
Zimbabwe,37422,53,2469,1550,0.0414
Malawi,33902,11,1772,1134,0.0334
Sudan,32932,0,777,2208,0.067
Madagascar,30207,859,1151,527,0.0174
Malta,29833,55,60445,403,0.0135
Australia,29484,15,1149,910,0.0309
Democratic Republic of the Congo,28859,0,322,745,0.0258
Maldives,25939,95,69212,67,0.0026
Angola,23951,110,769,557,0.0233
Rwanda,23744,72,1919,321,0.0135
Gabon,21566,0,9926,132,0.0061
Guinea,21299,0,1743,136,0.0064
