Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,154788122,0,19906,3237808,0.0209
United States,32732341,38227,99322,585109,0.0179
India,21077410,412431,15492,230168,0.0109
Brazil,14936464,73295,70676,414645,0.0278
France,5706378,26000,85073,105631,0.0185
Turkey,4977982,22388,59864,42187,0.0085
Russia,4855128,7639,33085,112246,0.0231
United Kingdom,4428553,2613,66659,127583,0.0288
Italy,4082198,10579,67762,122263,0.03
Spain,3559222,0,75567,78726,0.0221
Germany,3473503,21953,41774,84126,0.0242
Argentina,3095519,24079,68883,66263,0.0214
Colombia,2934611,14806,59410,76015,0.0259
Poland,2811951,3899,73268,68482,0.0244
Iran,2610018,0,31321,73906,0.0283
Mexico,2355985,3021,18613,218007,0.0925
Ukraine,2146121,2694,51245,46950,0.0219
Peru,1810998,0,56362,62126,0.0343
Indonesia,1697305,5647,6359,46496,0.0274
Czechia,1641120,0,153463,29521,0.018
South Africa,1590370,2073,27059,54620,0.0343
Netherlands,1531800,7273,87777,17245,0.0113
Canada,1263086,7378,33257,24489,0.0194
Chile,1222949,3885,64005,26726,0.0219
Iraq,1098187,0,28067,15673,0.0143
Philippines,1073555,5663,9896,17800,0.0166
Romania,1062527,1632,54755,28710,0.027
Belgium,1003746,4119,87097,24406,0.0243
Sweden,995595,7041,96347,14151,0.0142
Pakistan,841636,4113,3840,18429,0.0219
Israel,838828,56,91376,6374,0.0076
Portugal,838102,387,81554,16983,0.0203
Hungary,785967,1130,80424,28173,0.0358
Bangladesh,769160,1822,4568,11796,0.0153
Jordan,717930,0,67415,9014,0.0126
Serbia,697241,1366,100124,6499,0.0093
Switzerland,669067,0,77920,10110,0.0151
Austria,626239,1644,70343,10311,0.0165
Japan,617890,4068,4906,10501,0.017
Lebanon,531234,0,77831,7415,0.014
United Arab Emirates,530944,1724,53683,1604,0.003
Morocco,512656,371,14297,9043,0.0176
Malaysia,424376,3744,12963,1591,0.0037
Saudi Arabia,423406,0,12374,7032,0.0166
Bulgaria,407827,1635,58261,16773,0.0411
Ecuador,393048,1806,22516,18907,0.0481
Slovakia,384317,708,70435,11886,0.0309
Panama,365975,356,86748,6252,0.0171
Belarus,364951,1219,38769,2602,0.0071
Nepal,359610,8605,11988,3475,0.0097
Greece,355445,0,33143,10847,0.0305
Croatia,339412,2494,83266,7315,0.0216
Kazakhstan,334812,0,17929,3833,0.0114
