Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Mozambique,70965,42,2360,837,0.0118
Luxembourg,70088,61,114170,818,0.0117
Maldives,66516,648,177482,173,0.0026
Mongolia,62585,2213,18904,301,0.0048
Singapore,62145,45,10896,33,0.0005
Namibia,56981,717,23173,877,0.0154
Botswana,56217,1244,24036,866,0.0154
Cyprus,49988,0,57070,268,0.0054
Jamaica,48638,0,17838,951,0.0196
Côte d'Ivoire,47389,33,1835,306,0.0065
Senegal,41539,45,2563,1144,0.0275
Madagascar,41366,0,1576,841,0.0203
Uganda,40734,0,1011,334,0.0082
Zimbabwe,39092,61,2579,1604,0.041
Sudan,35656,119,841,2662,0.0747
Angola,35140,180,1129,784,0.0223
Malawi,34365,5,1796,1156,0.0336
Democratic Republic of the Congo,32545,0,363,789,0.0242
Cambodia,32189,729,2105,236,0.0073
Cape Verde,30774,80,55904,266,0.0086
Malta,30557,4,61912,419,0.0137
Australia,30150,13,1175,910,0.0302
Rwanda,27119,55,2192,358,0.0132
Réunion,26075,0,30321,203,0.0078
Trinidad and Tobago,25272,546,18528,537,0.0212
Syria,24591,32,1405,1782,0.0725
Gabon,24429,0,11244,152,0.0062
French Guiana,24365,153,82854,120,0.0049
Guinea,23245,51,1902,162,0.007
Mauritania,19695,45,4830,464,0.0236
Mayotte,19333,8,71505,173,0.0089
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18623,5,17035,673,0.0361
Guyana,17376,119,22198,400,0.023
Guadeloupe,16874,0,42643,255,0.0151
Papua New Guinea,16185,275,1811,162,0.01
Suriname,15676,248,26964,325,0.0207
Haiti,14931,220,1290,321,0.0215
Somalia,14699,8,925,771,0.0525
Mali,14281,0,715,517,0.0362
Andorra,13752,8,177347,127,0.0092
Togo,13513,17,1793,125,0.0093
Burkina Faso,13446,11,644,167,0.0124
Tajikistan,13308,0,1458,90,0.0068
Belize,12840,7,31433,325,0.0253
Curaçao,12276,3,77371,122,0.0099
Martinique,11979,0,31818,95,0.0079
The Bahamas,11930,66,30960,232,0.0194
Hong Kong,11849,1,1580,210,0.0177
Republic of the Congo,11845,0,2147,154,0.013
Seychelles,11621,0,119037,42,0.0036
Djibouti,11544,2,10705,154,0.0133
Aruba,11018,12,98104,107,0.0097
Lesotho,10836,5,5399,326,0.0301
South Sudan,10688,0,836,115,0.0108
Taiwan,9974,585,423,166,0.0166
Equatorial Guinea,8572,0,6311,118,0.0138
Benin,8082,0,689,102,0.0126
Vietnam,8063,193,84,49,0.0061
Nicaragua,7481,0,1158,187,0.025
Timor-Leste,7422,112,5351,16,0.0022
Northern Cyprus,7387,0,22660,33,0.0045
Central African Republic,7091,0,1290,98,0.0138
Yemen,6767,8,227,1325,0.1958
Iceland,6555,0,17995,29,0.0044
The Gambia,5995,2,2554,179,0.0299
Niger,5416,1,243,192,0.0355
Saint Lucia,5102,30,28551,80,0.0157
San Marino,5090,0,151605,90,0.0177
Chad,4935,0,304,173,0.0351
Burundi,4844,16,442,6,0.0012
Gibraltar,4299,1,127563,94,0.0219
Sierra Leone,4162,6,527,79,0.019
Eritrea,4145,0,1185,14,0.0034
Barbados,4026,3,14027,47,0.0117
Comoros,3882,0,4443,146,0.0376
Guinea-Bissau,3784,1,2358,68,0.018
Jersey,3233,0,30272,52,0.0161
Liechtenstein,3017,1,77860,58,0.0192
New Zealand,2682,1,539,26,0.0097
Monaco,2508,0,65483,33,0.0132
Bermuda,2494,0,38952,33,0.0132
Sint Maarten,2448,15,60275,28,0.0114
Turks and Caicos Islands,2418,0,58450,17,0.007
São Tomé and Príncipe,2349,2,11641,37,0.0158
Liberia,2219,0,496,86,0.0388
Saint Vincent and the Grenadines,2044,0,18480,12,0.0059
Saint Martin,2040,125,57069,12,0.0059
Laos,1943,9,273,3,0.0015
Bhutan,1654,15,2230,1,0.0006
Caribbean Netherlands,1615,0,62146,17,0.0105
Isle of Man,1595,1,19144,29,0.0182
Mauritius,1421,3,1122,18,0.0127
Antigua and Barbuda,1262,0,13084,42,0.0333
Saint Barthélemy,1005,0,0,1,0.001
Guernsey,823,0,0,14,0.017
Faroe Islands,731,8,14024,1,0.0014
Cayman Islands,584,0,8874,2,0.0034
Fiji,536,28,606,4,0.0075
Tanzania,509,0,9,21,0.0413
Åland Islands,385,0,12883,0,0.0
British Virgin Islands,248,0,8258,1,0.004
Brunei,244,0,552,3,0.0123
Dominica,188,0,2618,0,0.0
Grenada,161,0,1437,1,0.0062
New Caledonia,128,0,454,0,0.0
Anguilla,109,0,7331,0,0.0
Saint Kitts and Nevis,75,2,1420,0,0.0
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Macao,51,0,75,0,0.0
Greenland,40,0,713,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
