Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,146068356,0,18785,3095611,0.0212
United States,32019467,63752,97159,570746,0.0178
India,16610481,346786,12209,189544,0.0114
Brazil,14237078,69105,67367,386416,0.0271
France,5399600,32056,80500,101830,0.0189
Russia,4691290,8717,31969,105718,0.0225
Turkey,4550820,49438,54727,37672,0.0083
United Kingdom,4401109,2678,66246,127385,0.0289
Italy,3935703,14758,65330,118699,0.0302
Spain,3468617,11731,73643,77591,0.0224
Germany,3276871,22262,39409,81492,0.0249
Argentina,2824652,27884,62856,61176,0.0217
Poland,2742122,10866,71449,64707,0.0236
Colombia,2740544,19925,55481,70446,0.0257
Iran,2358809,22904,28306,68746,0.0291
Mexico,2323430,3911,18356,214504,0.0923
Ukraine,2058301,14400,49148,43483,0.0211
Peru,1745655,11049,54329,59012,0.0338
Indonesia,1632248,5436,6115,44346,0.0272
Czechia,1615461,2629,151063,28863,0.0179
South Africa,1572985,1637,26763,54066,0.0344
Netherlands,1445064,9210,82807,17016,0.0118
Canada,1172004,7423,30859,23927,0.0204
Chile,1155902,7582,60496,25641,0.0222
Romania,1042521,2523,53724,27113,0.026
Iraq,1018321,8017,26025,15174,0.0149
Philippines,979740,8691,9031,16529,0.0169
Belgium,968107,3581,84005,23954,0.0247
Sweden,938343,6267,90806,13923,0.0148
Israel,837892,85,91274,6346,0.0076
Portugal,833397,506,81096,16957,0.0203
Pakistan,784108,0,3578,16842,0.0215
Hungary,764394,3427,78217,26208,0.0343
Bangladesh,739703,3629,4393,10869,0.0147
Jordan,699164,1677,65653,8514,0.0122
Serbia,675904,2384,97060,6164,0.0091
Switzerland,646509,2113,75293,10566,0.0163
Austria,604823,2329,67938,10055,0.0166
Japan,558376,5014,4433,9834,0.0176
Lebanon,518104,1504,75908,7090,0.0137
Morocco,508530,592,14182,8983,0.0177
United Arab Emirates,506845,1973,51246,1567,0.0031
Saudi Arabia,410191,1098,11988,6878,0.0168
Bulgaria,396302,3389,56614,15826,0.0399
Malaysia,387535,2847,11838,1415,0.0037
Slovakia,378635,485,69393,11405,0.0301
Ecuador,371306,5913,21270,18062,0.0486
Panama,362358,366,85891,6200,0.0171
Kazakhstan,355918,2930,19059,3304,0.0093
Belarus,350221,1735,37204,2473,0.0071
Greece,329134,2739,30690,9864,0.03
Croatia,318837,2529,78218,6784,0.0213
Azerbaijan,309789,1809,30772,4307,0.0139
Georgia,301535,1271,80982,3992,0.0132
Tunisia,296343,2205,25281,10170,0.0343
Bolivia,295892,1501,25797,12783,0.0432
Nepal,294601,2449,9821,3122,0.0106
Palestine,290259,0,58324,3151,0.0109
Kuwait,264198,1432,59772,1502,0.0057
Dominican Republic,263470,535,25436,3448,0.0131
Paraguay,263134,2752,36788,5715,0.0217
Ethiopia,249292,1303,2527,3511,0.0141
Moldova,248518,509,92671,5691,0.0229
Denmark,246463,702,42327,2472,0.01
Ireland,245743,433,49933,4867,0.0198
Lithuania,239263,1313,85651,3833,0.016
Costa Rica,236930,1656,46843,3136,0.0132
Slovenia,235711,900,112562,4195,0.0178
Egypt,220658,884,2202,12959,0.0587
Guatemala,219789,1644,13237,7374,0.0336
Armenia,212114,715,71721,3984,0.0188
Honduras,205696,868,22460,5095,0.0248
Qatar,200778,798,73082,413,0.0021
Bosnia and Herzegovina,194733,362,58992,8203,0.0421
Venezuela,189381,1318,5878,2009,0.0106
Oman,185278,0,39718,1942,0.0105
Uruguay,179537,3646,51026,2227,0.0124
Libya,174752,536,25432,2947,0.0169
Bahrain,169254,1053,109670,617,0.0036
Nigeria,164633,45,799,2061,0.0125
Kenya,155165,773,3262,2583,0.0166
North Macedonia,149710,489,72075,4628,0.0309
Myanmar (Burma),142687,13,2626,3206,0.0225
Albania,130270,156,45774,2367,0.0182
Algeria,120562,199,2804,3190,0.0265
Estonia,119610,392,90043,1126,0.0094
South Korea,118243,785,2284,1812,0.0153
Latvia,114244,683,59914,2094,0.0183
Norway,110061,480,20505,736,0.0067
Kosovo,102720,0,57204,2115,0.0206
Sri Lanka,99518,796,4564,634,0.0064
Cuba,99208,1241,8850,569,0.0057
Montenegro,96348,161,154811,1457,0.0151
Kyrgyzstan,93278,272,14277,1573,0.0169
Ghana,91928,0,3036,777,0.0085
Zambia,91251,62,5102,1245,0.0136
Mainland China,90575,0,65,4636,0.0512
Uzbekistan,88280,345,2589,641,0.0073
Finland,85344,267,15440,903,0.0106
Mozambique,69597,74,2315,806,0.0116
El Salvador,68318,157,10533,2093,0.0306
Luxembourg,66007,194,107522,790,0.012
Cameroon,65998,1189,2486,991,0.015
Singapore,60943,39,10685,30,0.0005
Afghanistan,58542,230,1817,2565,0.0438
Thailand,50183,2070,755,121,0.0024
Cyprus,49988,0,57070,268,0.0054
Namibia,47383,211,19270,622,0.0131
Botswana,45855,0,19606,691,0.0151
