Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,121882440,0,15675,2692806,0.0221
United States,29715031,60859,90167,539590,0.0182
Brazil,11780820,86982,55744,287499,0.0244
India,11514331,39726,8463,159370,0.0138
Russia,4378656,9713,29839,92266,0.0211
United Kingdom,4280882,6303,64437,125926,0.0294
France,4152604,34954,61909,91148,0.0219
Italy,3306711,24901,54889,103855,0.0314
Spain,3212332,6216,68202,72910,0.0227
Turkey,2950603,20049,35483,29777,0.0101
Germany,2639258,28489,31741,74402,0.0282
Colombia,2319293,5139,46953,61636,0.0266
Argentina,2226753,8328,49551,54386,0.0244
Mexico,2182188,6726,17240,196606,0.0901
Poland,1984248,27274,51701,48388,0.0244
Iran,1778645,7530,21344,61581,0.0346
Ukraine,1553659,15143,37098,30811,0.0198
South Africa,1533961,1464,26099,51724,0.0337
Indonesia,1443853,6570,5409,39142,0.0271
Czechia,1439019,12028,134564,24117,0.0168
Peru,1435598,0,44679,49523,0.0345
Netherlands,1179612,6125,67596,16198,0.0137
Canada,926323,3599,24390,22615,0.0244
Chile,911469,7257,47703,21988,0.0241
Romania,881159,6174,45408,21877,0.0248
Israel,825562,1384,89931,6069,0.0074
Belgium,822801,4659,71396,22624,0.0275
Portugal,816055,485,79409,16743,0.0205
Iraq,779458,5443,19921,13896,0.0178
Sweden,738537,6467,71470,13236,0.0179
Philippines,640984,5286,5908,12887,0.0201
Pakistan,619259,3449,2826,13757,0.0222
Switzerland,578861,1750,67415,10183,0.0176
Bangladesh,564939,2187,3355,8624,0.0153
Hungary,539080,6502,55162,17628,0.0327
Serbia,536904,5346,77100,4840,0.009
Jordan,514107,9192,48276,5627,0.0109
Austria,504581,3357,56678,8982,0.0178
Morocco,490575,487,13682,8748,0.0178
Japan,452147,1460,3590,8750,0.0194
United Arab Emirates,434465,2101,43928,1424,0.0033
Lebanon,430734,3757,63107,5609,0.013
Saudi Arabia,383880,381,11219,6591,0.0172
Panama,349505,485,82844,6025,0.0172
Slovakia,344470,2040,63132,8814,0.0256
Malaysia,328466,1213,10033,1223,0.0037
Ecuador,307429,1831,17611,16333,0.0531
Belarus,306524,1254,32562,2130,0.0069
Bulgaria,295777,4008,42254,11817,0.04
Kazakhstan,279220,1314,14952,3199,0.0115
Georgia,276436,369,74242,3674,0.0133
Nepal,275625,107,9189,3015,0.0109
Bolivia,262941,885,22924,12028,0.0457
Croatia,254507,1197,62437,5726,0.0225
Dominican Republic,247979,615,23940,3257,0.0131
Tunisia,243935,496,20810,8490,0.0348
Azerbaijan,243424,933,24180,3314,0.0136
Greece,230317,3070,21476,7297,0.0317
Ireland,228796,581,46489,4566,0.02
Denmark,223415,786,38369,2397,0.0107
