Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Egypt,252690,1151,2522,14670,0.0581
Slovenia,251531,383,120116,4349,0.0173
Guatemala,247106,950,14882,7996,0.0324
Honduras,232141,581,25347,6143,0.0265
Venezuela,222052,1010,6892,2499,0.0113
Armenia,221880,181,75023,4386,0.0198
Qatar,215160,330,78317,543,0.0025
Bahrain,214870,2719,139228,809,0.0038
Oman,208607,0,44719,2239,0.0107
Bosnia and Herzegovina,203150,0,61542,9108,0.0448
Libya,182899,0,26618,3105,0.017
Kenya,168108,573,3534,3049,0.0181
Nigeria,165979,35,805,2067,0.0125
Sri Lanka,161242,2909,7395,1178,0.0073
North Macedonia,155028,46,74636,5296,0.0342
Myanmar (Burma),143228,17,2636,3216,0.0225
South Korea,135929,585,2625,1931,0.0142
Albania,132176,23,46443,2442,0.0185
Cuba,131832,1289,11761,863,0.0065
Latvia,130712,441,68550,2323,0.0178
Estonia,128489,180,96728,1240,0.0097
Algeria,126651,217,2945,3411,0.0269
Thailand,126118,3052,1897,759,0.006
Norway,121963,452,22722,781,0.0064
Kosovo,106770,0,59460,2244,0.021
Kyrgyzstan,102186,308,15640,1743,0.0171
Montenegro,99203,50,159398,1572,0.0158
Uzbekistan,98164,308,2878,680,0.0069
Ghana,93583,62,3091,783,0.0084
Zambia,93106,186,5206,1267,0.0136
Finland,91405,248,16536,932,0.0102
Mainland China,90973,0,65,4636,0.051
Cameroon,77733,0,2928,1239,0.0159
El Salvador,72220,0,11134,2211,0.0306
Mozambique,70568,17,2347,831,0.0118
Luxembourg,69545,0,113285,810,0.0116
Afghanistan,65486,406,2032,2792,0.0426
Singapore,61799,29,10835,32,0.0005
Maldives,54365,1960,145060,123,0.0023
Namibia,52712,279,21437,763,0.0145
Mongolia,52470,539,15849,248,0.0047
Botswana,51620,0,22071,784,0.0152
Cyprus,49988,0,57070,268,0.0054
Jamaica,47899,123,17567,912,0.019
Côte d'Ivoire,46942,68,1818,298,0.0063
Senegal,41062,39,2533,1130,0.0275
Madagascar,40780,88,1553,793,0.0194
Uganda,40734,0,1011,334,0.0082
Zimbabwe,38679,15,2551,1586,0.041
Sudan,34889,0,823,2568,0.0736
Malawi,34274,13,1792,1153,0.0336
Angola,32149,240,1033,715,0.0222
Democratic Republic of the Congo,30863,68,345,779,0.0252
Malta,30499,2,61794,417,0.0137
Australia,30011,7,1169,910,0.0303
Cape Verde,29198,165,53041,256,0.0088
Rwanda,26658,57,2154,349,0.0131
Cambodia,24645,488,1612,167,0.0068
Gabon,24107,0,11096,147,0.0061
Syria,24052,56,1374,1729,0.0719
Réunion,23566,0,27404,176,0.0075
Guinea,22988,25,1881,158,0.0069
French Guiana,22610,228,76886,112,0.005
Mayotte,20176,0,74623,171,0.0085
Trinidad and Tobago,19444,509,14255,365,0.0188
Mauritania,19114,65,4688,458,0.024
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18550,4,16968,672,0.0362
Guadeloupe,16079,0,40634,245,0.0152
Guyana,16014,271,20458,355,0.0222
Papua New Guinea,14910,0,1669,154,0.0103
Somalia,14623,29,920,767,0.0525
Mali,14240,4,713,513,0.036
Haiti,13624,0,1177,276,0.0203
Andorra,13569,0,174987,127,0.0094
Burkina Faso,13414,4,643,165,0.0123
Togo,13363,11,1773,125,0.0094
Tajikistan,13308,0,1458,90,0.0068
Suriname,12928,186,22237,245,0.019
Belize,12764,0,31247,323,0.0253
Curaçao,12271,3,77339,122,0.0099
Hong Kong,11830,1,1577,210,0.0178
Martinique,11669,0,30995,90,0.0077
Djibouti,11491,1,10656,152,0.0132
Republic of the Congo,11476,0,2080,150,0.0131
The Bahamas,11396,0,29574,222,0.0195
Aruba,10915,13,97187,107,0.0098
Lesotho,10815,9,5388,326,0.0301
South Sudan,10652,0,834,115,0.0108
Seychelles,9764,0,100015,35,0.0036
Equatorial Guinea,8436,0,6211,113,0.0134
Benin,8025,0,684,101,0.0126
Nicaragua,7193,0,1113,185,0.0257
Northern Cyprus,7059,0,21653,33,0.0047
Central African Republic,7010,0,1275,96,0.0137
Yemen,6649,17,223,1304,0.1961
Iceland,6555,0,17995,29,0.0044
The Gambia,5968,0,2542,175,0.0293
Timor-Leste,5481,194,3951,11,0.002
Niger,5369,5,241,192,0.0358
Vietnam,5119,178,53,42,0.0082
San Marino,5087,0,151516,90,0.0177
Saint Lucia,4935,0,27617,77,0.0156
Chad,4923,4,303,173,0.0351
Burundi,4494,43,410,6,0.0013
Gibraltar,4287,1,127207,94,0.0219
Sierra Leone,4121,6,522,79,0.0192
Barbados,3991,6,13905,47,0.0118
Eritrea,3932,11,1124,14,0.0036
Comoros,3870,2,4429,146,0.0377
Taiwan,3862,723,164,17,0.0044
Guinea-Bissau,3749,0,2337,68,0.0181
Jersey,3233,0,30272,52,0.0161
Liechtenstein,2998,1,77370,58,0.0193
New Zealand,2668,6,536,26,0.0097
Monaco,2501,1,65300,32,0.0128
Bermuda,2488,0,38859,32,0.0129
Turks and Caicos Islands,2408,0,58208,17,0.0071
Sint Maarten,2356,0,58010,27,0.0115
São Tomé and Príncipe,2338,3,11587,36,0.0154
Liberia,2142,0,479,85,0.0397
Saint Vincent and the Grenadines,1973,11,17838,12,0.0061
Saint Martin,1915,0,53572,12,0.0063
Laos,1782,19,250,2,0.0011
Caribbean Netherlands,1608,1,61877,17,0.0106
Isle of Man,1591,0,19096,29,0.0182
Bhutan,1392,18,1877,1,0.0007
Mauritius,1293,1,1021,17,0.0131
Antigua and Barbuda,1257,2,13032,42,0.0334
Saint Barthélemy,1005,0,0,1,0.001
Guernsey,822,0,0,14,0.017
Faroe Islands,673,2,12912,1,0.0015
Cayman Islands,574,0,8722,2,0.0035
Tanzania,509,0,9,21,0.0413
Åland Islands,382,0,12782,0,0.0
British Virgin Islands,248,0,8258,1,0.004
Brunei,235,0,531,3,0.0128
Fiji,224,29,253,4,0.0179
Dominica,184,0,2562,0,0.0
Grenada,161,0,1437,1,0.0062
New Caledonia,125,0,443,0,0.0
Anguilla,109,0,7331,0,0.0
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Macao,50,0,74,0,0.0
Saint Kitts and Nevis,46,0,871,0,0.0
Greenland,34,0,606,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
United States,0,0,0,515151,inf
