Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,136315604,0,17531,2940833,0.0216
United States,31279815,48271,94915,561933,0.018
India,13527717,168912,9943,170179,0.0126
Brazil,13482023,37017,63794,353137,0.0262
France,5021865,117900,74868,98118,0.0195
Russia,4589209,8576,31273,101282,0.0221
United Kingdom,4369775,1730,65775,127087,0.0291
Turkey,3849011,50678,46287,33939,0.0088
Italy,3769814,15737,62576,114254,0.0303
Spain,3347512,0,71072,76328,0.0228
Germany,3012158,2706,36226,78500,0.0261
Poland,2574631,21733,67084,58421,0.0227
Colombia,2536198,17483,51345,65889,0.026
Argentina,2532562,15262,56356,57779,0.0228
Mexico,2280213,1793,18014,209338,0.0918
Iran,2070141,21063,24842,64490,0.0312
Ukraine,1905430,12238,45497,38718,0.0203
Peru,1647694,7927,51280,54903,0.0333
Czechia,1580189,2217,147765,27808,0.0176
Indonesia,1566995,4127,5871,42530,0.0271
South Africa,1558458,931,26516,53322,0.0342
Netherlands,1350665,8218,77397,16771,0.0124
Chile,1076499,7977,56340,24346,0.0226
Canada,1071016,10859,28200,23356,0.0218
Romania,1006167,3302,51850,25135,0.025
Belgium,925476,2989,80305,23473,0.0254
Iraq,924946,6791,23639,14713,0.0159
Philippines,864868,11659,7972,14945,0.0173
Sweden,857401,0,82973,13621,0.0159
Israel,835933,120,91060,6296,0.0075
Portugal,827494,566,80522,16916,0.0204
Pakistan,725602,4584,3311,15501,0.0214
Hungary,720164,6296,73691,23417,0.0325
Bangladesh,684756,5819,4067,9739,0.0142
Jordan,665735,3340,62514,7773,0.0117
Serbia,642208,2732,92221,5735,0.0089
Switzerland,617543,0,71920,10453,0.0169
Austria,577007,2252,64813,9687,0.0168
Japan,506237,2700,4019,9369,0.0185
Morocco,502102,414,14003,8900,0.0177
Lebanon,496846,2213,72793,6661,0.0134
United Arab Emirates,483747,1810,48911,1531,0.0032
Saudi Arabia,398435,799,11644,6754,0.017
Bulgaria,371993,462,53142,14418,0.0388
Slovakia,371062,589,68005,10565,0.0285
Malaysia,360856,1739,11023,1329,0.0037
Panama,358611,234,85003,6163,0.0172
Ecuador,346817,1940,19867,17293,0.0499
Belarus,336038,1175,35698,2354,0.007
Kazakhstan,323207,2326,17307,3267,0.0101
Greece,295480,1717,27552,8885,0.0301
Croatia,292516,1617,71761,6308,0.0216
Georgia,288396,707,77454,3877,0.0134
Azerbaijan,285993,2414,28409,3915,0.0137
Bolivia,282095,525,24594,12451,0.0441
Nepal,280028,303,9335,3040,0.0109
Tunisia,271861,1564,23192,9293,0.0342
Palestine,270856,0,54425,2883,0.0106
Dominican Republic,257698,512,24878,3388,0.0131
Kuwait,247094,1390,55902,1407,0.0057
Moldova,241217,331,89948,5388,0.0223
Ireland,240945,302,48958,4785,0.0199
Denmark,237792,691,40838,2441,0.0103
Paraguay,235292,1547,32896,4827,0.0205
Ethiopia,228996,1741,2321,3174,0.0139
Slovenia,226499,549,108163,4119,0.0182
Lithuania,226173,865,80965,3687,0.0163
Costa Rica,222544,0,43998,3018,0.0136
Egypt,210489,812,2101,12445,0.0591
Guatemala,203071,431,12230,7016,0.0345
Armenia,202817,650,68577,3735,0.0184
Honduras,195780,255,21377,4804,0.0245
Qatar,190025,961,69168,333,0.0018
Bosnia and Herzegovina,181927,0,55113,7298,0.0401
Venezuela,174887,1101,5428,1778,0.0102
Oman,171549,3544,36775,1776,0.0104
Libya,167825,937,24424,2823,0.0168
Nigeria,163799,63,795,2060,0.0126
Bahrain,156462,1060,101381,557,0.0036
Kenya,145670,486,3063,2348,0.0161
Uruguay,144642,3262,41108,1462,0.0101
Myanmar (Burma),142576,4,2624,3206,0.0225
North Macedonia,141844,687,68288,4228,0.0298
Albania,128393,238,45114,2317,0.018
Algeria,118516,138,2756,3130,0.0264
Estonia,114174,438,85951,1028,0.009
South Korea,110146,587,2127,1770,0.0161
Latvia,107608,368,56434,1986,0.0185
Norway,103621,647,19305,684,0.0066
Kosovo,95886,0,53399,1968,0.0205
Sri Lanka,95131,283,4363,598,0.0063
Montenegro,94269,234,151470,1373,0.0146
Ghana,91260,0,3014,754,0.0083
Mainland China,90400,0,64,4636,0.0513
Kyrgyzstan,90227,208,13810,1522,0.0169
Zambia,90029,111,5034,1226,0.0136
Cuba,86531,959,7719,459,0.0053
Uzbekistan,84922,198,2490,634,0.0075
Finland,82053,346,14844,868,0.0106
Mozambique,68758,180,2287,791,0.0115
El Salvador,66489,998,10251,2051,0.0308
Luxembourg,63467,0,103384,763,0.012
Cameroon,61731,0,2325,919,0.0149
Singapore,60653,20,10634,30,0.0005
Afghanistan,57160,16,1774,2521,0.0441
Cyprus,49988,0,57070,268,0.0054
Namibia,45527,204,18515,570,0.0125
Côte d'Ivoire,45206,117,1751,263,0.0058
Botswana,42674,0,18246,636,0.0149
Jamaica,42500,381,15587,672,0.0158
Uganda,40734,0,1011,334,0.0082
Senegal,39431,67,2433,1078,0.0273
Zimbabwe,37288,15,2460,1538,0.0412
Malawi,33827,22,1768,1128,0.0333
Thailand,32625,967,491,97,0.003
Sudan,31833,0,751,2063,0.0648
Malta,29614,66,60001,402,0.0136
Australia,29419,14,1146,909,0.0309
Madagascar,28063,515,1069,500,0.0178
Democratic Republic of the Congo,27794,0,310,726,0.0261
Maldives,25617,93,68353,67,0.0026
Angola,23457,126,754,553,0.0236
Rwanda,23426,83,1893,315,0.0134
Guinea,20949,142,1715,134,0.0064
Gabon,20636,0,9498,127,0.0062
Syria,20226,108,1156,1378,0.0681
Mayotte,19643,0,72652,167,0.0085
Cape Verde,19005,376,34524,182,0.0096
French Polynesia,18652,0,67600,141,0.0076
Mauritania,18022,10,4420,450,0.025
French Guiana,17549,0,59676,94,0.0054
Réunion,17508,0,20359,123,0.007
Eswatini,17376,3,15894,669,0.0385
Mongolia,15014,831,4535,22,0.0015
Tajikistan,13308,0,1458,90,0.0068
Burkina Faso,12956,0,621,152,0.0117
Haiti,12840,0,1109,252,0.0196
Andorra,12545,48,161781,120,0.0096
Belize,12485,0,30564,318,0.0255
Somalia,12406,135,781,618,0.0498
Guadeloupe,12304,0,31094,189,0.0154
Togo,12006,59,1593,116,0.0097
Mali,11844,139,593,408,0.0344
Hong Kong,11581,13,1544,207,0.0179
Curaçao,11355,175,71566,66,0.0058
Guyana,11149,105,14243,255,0.0229
Lesotho,10707,0,5334,315,0.0294
South Sudan,10372,13,812,114,0.011
Republic of the Congo,10084,0,1827,137,0.0136
Aruba,10050,34,89485,92,0.0092
Djibouti,9876,154,9158,96,0.0097
The Bahamas,9364,0,24301,189,0.0202
Suriname,9302,24,16000,182,0.0196
Martinique,8887,0,23606,59,0.0066
Papua New Guinea,8442,100,945,68,0.0081
Trinidad and Tobago,8404,22,6161,146,0.0174
Benin,7515,0,640,93,0.0124
Equatorial Guinea,7219,0,5315,106,0.0147
Nicaragua,6727,0,1041,179,0.0266
Iceland,6258,0,17180,29,0.0046
The Gambia,5602,0,2386,168,0.03
Central African Republic,5491,0,999,74,0.0135
Yemen,5357,81,180,1049,0.1958
Niger,5074,2,227,189,0.0372
San Marino,4956,0,147614,85,0.0172
Chad,4636,11,285,167,0.036
Cambodia,4515,434,295,30,0.0066
Seychelles,4430,35,45378,24,0.0054
Saint Lucia,4348,1,24332,64,0.0147
Gibraltar,4277,0,126910,94,0.022
Northern Cyprus,4260,0,13067,25,0.0059
Sierra Leone,4005,10,507,79,0.0197
Comoros,3789,0,4337,146,0.0385
Barbados,3730,11,12995,44,0.0118
Guinea-Bissau,3680,2,2294,66,0.0179
Eritrea,3447,0,986,10,0.0029
Jersey,3219,0,30140,69,0.0214
Burundi,3154,35,288,6,0.0019
Liechtenstein,2753,15,71047,56,0.0203
Vietnam,2693,1,28,35,0.013
New Zealand,2583,9,519,26,0.0101
Monaco,2375,1,62010,31,0.0131
Turks and Caicos Islands,2357,0,56975,17,0.0072
São Tomé and Príncipe,2266,3,11230,35,0.0154
Sint Maarten,2185,0,53799,27,0.0124
Liberia,2042,0,456,85,0.0416
Saint Vincent and the Grenadines,1792,2,16201,10,0.0056
Bermuda,1773,0,27691,14,0.0079
Saint Martin,1693,0,47362,12,0.0071
Isle of Man,1574,0,18892,29,0.0184
Antigua and Barbuda,1198,1,12421,30,0.025
Mauritius,1192,2,942,12,0.0101
Taiwan,1057,1,45,11,0.0104
Timor-Leste,947,0,683,1,0.0011
Bhutan,918,8,1238,1,0.0011
Saint Barthélemy,907,0,0,1,0.0011
Guernsey,821,0,0,14,0.0171
Faroe Islands,661,0,12681,1,0.0015
Cayman Islands,516,0,7840,2,0.0039
Tanzania,509,0,9,21,0.0413
Åland Islands,337,0,11277,0,0.0
