Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,129456315,0,16649,2825805,0.0218
United States,30519257,68182,92607,552119,0.0181
Brazil,12748747,90638,60324,321515,0.0252
India,12221665,72330,8983,162927,0.0133
France,4611392,57911,68749,95052,0.0206
Russia,4494234,8156,30626,97219,0.0216
United Kingdom,4345788,4052,65414,126713,0.0292
Italy,3584899,23887,59507,109346,0.0305
Turkey,3317182,39302,39892,31537,0.0095
Spain,3284353,8534,69731,75459,0.023
Germany,2843644,25014,34199,76589,0.0269
Colombia,2406377,8646,48716,63422,0.0264
Argentina,2348821,16056,52267,55858,0.0238
Poland,2321717,32891,60494,53045,0.0228
Mexico,2238887,5977,17688,203210,0.0908
Iran,1885564,10330,22627,62665,0.0332
Ukraine,1725029,11345,41190,34456,0.02
Peru,1548807,15686,48202,52008,0.0336
South Africa,1548157,1422,26340,52846,0.0341
Czechia,1532332,8664,143290,26421,0.0172
Indonesia,1511712,5937,5664,40858,0.027
Netherlands,1272616,7633,72925,16538,0.013
Chile,995538,6046,52103,23135,0.0232
Canada,987917,5520,26012,23002,0.0233
Romania,952803,6156,49101,23538,0.0247
Belgium,882453,5611,76572,23016,0.0261
Iraq,850924,6664,21747,14323,0.0168
Israel,833105,466,90752,6209,0.0075
Portugal,821722,618,79960,16848,0.0205
Sweden,804886,8441,77891,13465,0.0167
Philippines,747288,6107,6888,13297,0.0178
Pakistan,672931,4974,3071,14530,0.0216
Hungary,652433,6700,66760,20737,0.0318
Jordan,611577,6570,57428,6858,0.0112
Bangladesh,611295,5358,3631,9046,0.0148
Switzerland,601124,2411,70008,10337,0.0172
Serbia,600596,5107,86246,5308,0.0088
Austria,546229,3687,61356,9339,0.0171
Morocco,496097,676,13836,8818,0.0178
Japan,474641,2864,3768,9155,0.0193
Lebanon,468400,3393,68626,6234,0.0133
United Arab Emirates,461444,2084,46656,1497,0.0032
Saudi Arabia,390007,585,11398,6669,0.0171
Slovakia,361185,1855,66195,9719,0.0269
Panama,355051,447,84159,6114,0.0172
Malaysia,345500,1482,10554,1272,0.0037
Bulgaria,342633,4207,48947,13197,0.0385
Ecuador,328755,1430,18833,16847,0.0512
Belarus,321807,1213,34186,2247,0.007
Kazakhstan,297472,1966,15929,3232,0.0109
Georgia,281761,616,75672,3778,0.0134
Nepal,277309,162,9245,3030,0.0109
Bolivia,272411,992,23750,12257,0.045
Croatia,271632,2623,66638,5947,0.0219
Greece,263689,3612,24587,8093,0.0307
Azerbaijan,261713,2237,25997,3567,0.0136
Tunisia,254018,1847,21670,8812,0.0347
Dominican Republic,252727,343,24398,3325,0.0132
Palestine,244645,0,49158,2645,0.0108
Ireland,235854,410,47923,4687,0.0199
Kuwait,232103,1282,52511,1313,0.0057
Denmark,230603,701,39604,2419,0.0105
Moldova,230241,1871,85855,4960,0.0215
Costa Rica,216764,0,42856,2957,0.0136
Lithuania,216119,903,77366,3574,0.0165
Slovenia,215602,1557,102959,4047,0.0188
Paraguay,214667,1976,30012,4206,0.0196
Ethiopia,206589,2068,2094,2865,0.0139
Egypt,202131,699,2017,11995,0.0593
Guatemala,193834,0,11674,6840,0.0353
Armenia,192639,1148,65136,3515,0.0182
Honduras,189043,529,20642,4605,0.0244
Qatar,179964,780,65506,291,0.0016
Bosnia and Herzegovina,169626,1972,51386,6599,0.0389
Nigeria,162891,129,790,2057,0.0126
Venezuela,160497,1348,4981,1602,0.01
Oman,159218,1162,34132,1678,0.0105
Libya,158957,706,23134,2667,0.0168
Bahrain,144445,871,93595,521,0.0036
Myanmar (Burma),142434,22,2621,3206,0.0225
Kenya,134058,1412,2818,2153,0.0161
North Macedonia,130022,1511,62597,3781,0.0291
Albania,125157,434,43977,2235,0.0179
Algeria,117192,131,2725,3093,0.0264
Estonia,106424,1008,80117,902,0.0085
Uruguay,105549,3088,29998,974,0.0092
South Korea,103639,551,2002,1735,0.0167
Latvia,102363,630,53683,1899,0.0186
Norway,96079,871,17900,673,0.007
