Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,127016385,614489,16335,2780766,0.0219
United States,30268835,60302,91847,548606,0.0181
Brazil,12490362,85948,59102,310550,0.0249
India,11971624,62714,8799,161552,0.0135
France,4477503,42619,66753,93904,0.021
Russia,4460348,8783,30395,95792,0.0215
United Kingdom,4329180,3865,65164,126573,0.0292
Italy,3512453,23834,58304,107636,0.0306
Spain,3255324,0,69115,75010,0.023
Turkey,3179115,30021,38231,30923,0.0097
Germany,2782925,17628,33469,75915,0.0273
Colombia,2375591,8254,48093,62790,0.0264
Argentina,2301389,10338,51212,55368,0.0241
Mexico,2224904,5059,17577,201429,0.0905
Poland,2221725,31759,57889,51753,0.0233
Iran,1846923,8120,22164,62308,0.0337
Ukraine,1694459,29458,40460,33363,0.0197
South Africa,1544466,1387,26278,52648,0.0341
Peru,1520973,8589,47336,51238,0.0337
Czechia,1511021,7714,141297,25778,0.0171
Indonesia,1492002,4461,5590,40364,0.0271
Netherlands,1245007,8798,71343,16450,0.0132
Chile,969913,7592,50762,22653,0.0234
Canada,965404,4428,25419,22880,0.0237
Romania,932179,5869,48038,22997,0.0247
Belgium,866063,5332,75150,22870,0.0264
Israel,831383,0,90565,6165,0.0074
Iraq,827157,5062,21140,14177,0.0171
Portugal,820042,344,79797,16827,0.0205
Sweden,780018,0,75485,13402,0.0172
Philippines,712442,9586,6567,13159,0.0185
Pakistan,654591,4767,2987,14215,0.0217
Hungary,624779,10167,63931,19752,0.0316
Switzerland,592217,0,68970,10299,0.0174
Bangladesh,591806,3674,3515,8869,0.015
Jordan,582133,4399,54663,6472,0.0111
Serbia,581617,9722,83520,5151,0.0089
Austria,533786,3498,59958,9231,0.0173
Morocco,494358,491,13787,8798,0.0178
Japan,466563,2080,3704,9021,0.0193
Lebanon,458338,2957,67151,6058,0.0132
United Arab Emirates,453069,2304,45809,1477,0.0033
Saudi Arabia,387794,502,11333,6643,0.0171
Slovakia,356985,1531,65425,9426,0.0264
Panama,353497,480,83791,6090,0.0172
Malaysia,340642,1199,10405,1251,0.0037
Bulgaria,327770,2537,46824,12650,0.0386
Ecuador,322699,1248,18486,16679,0.0517
Belarus,317631,1213,33742,2211,0.007
Kazakhstan,290792,1690,15572,3220,0.0111
Georgia,279936,490,75182,3746,0.0134
Nepal,276750,85,9226,3027,0.0109
Bolivia,269302,591,23479,12165,0.0452
Croatia,265901,1790,65232,5872,0.0221
Azerbaijan,254370,1690,25267,3464,0.0136
Greece,252590,3132,23552,7826,0.031
Dominican Republic,251582,250,24288,3302,0.0131
