Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,146628322,849130,18857,3102588,0.0212
United States,32070058,50575,97313,571471,0.0178
India,16960172,349691,12466,192311,0.0113
Brazil,14308215,71137,67703,389492,0.0272
France,5432085,32485,80984,102046,0.0188
Russia,4699988,8698,32028,106108,0.0226
Turkey,4591416,40596,55215,38011,0.0083
United Kingdom,4403170,2061,66277,127417,0.0289
Italy,3949517,13814,65559,119021,0.0301
Spain,3468617,0,73643,77591,0.0224
Germany,3291293,14422,39583,81610,0.0248
Argentina,2845872,21220,63328,61474,0.0216
Colombia,2757274,16730,55820,70886,0.0257
Poland,2751632,9510,71696,65222,0.0237
Iran,2377039,18230,28525,69120,0.0291
Mexico,2326738,3308,18382,214853,0.0923
Ukraine,2071142,12841,49454,43884,0.0212
Peru,1754150,8495,54593,59440,0.0339
Indonesia,1636792,4544,6132,44500,0.0272
Czechia,1618068,2607,151307,28920,0.0179
South Africa,1574370,1385,26786,54125,0.0344
Netherlands,1453124,8060,83269,17038,0.0117
Canada,1178987,6983,31043,23965,0.0203
Chile,1162811,6909,60857,25742,0.0221
Romania,1044722,2201,53837,27267,0.0261
Iraq,1025288,6967,26204,15217,0.0148
Philippines,989380,9640,9120,16674,0.0169
Belgium,972041,3934,84346,23990,0.0247
Sweden,938343,0,90806,13923,0.0148
Israel,837974,82,91283,6350,0.0076
Portugal,833964,567,81152,16959,0.0203
Pakistan,790016,5908,3605,16999,0.0215
Hungary,767190,2796,78503,26420,0.0344
Bangladesh,742400,2697,4409,10952,0.0148
Jordan,700423,1259,65771,8563,0.0122
Serbia,677972,2068,97357,6196,0.0091
Switzerland,646509,0,75293,10594,0.0164
Austria,606954,2131,68177,10070,0.0166
Japan,563998,5622,4478,9890,0.0175
Lebanon,519615,1511,76129,7118,0.0137
Morocco,509037,507,14196,8988,0.0177
United Arab Emirates,508925,2080,51456,1569,0.0031
Saudi Arabia,411263,1072,12019,6887,0.0167
Bulgaria,397100,798,56728,15859,0.0399
Malaysia,390252,2717,11921,1426,0.0037
Slovakia,379476,841,69547,11458,0.0302
Ecuador,372754,1448,21353,18158,0.0487
Panama,362696,338,85971,6207,0.0171
Kazakhstan,358834,2916,19215,3311,0.0092
Belarus,351674,1453,37359,2483,0.0071
Greece,331730,2596,30932,9950,0.03
Croatia,321372,2535,78840,6815,0.0212
Azerbaijan,311465,1676,30939,4342,0.0139
Georgia,302785,1250,81318,4007,0.0132
Tunisia,298572,2229,25471,10231,0.0343
Bolivia,297185,1293,25910,12812,0.0431
Nepal,297087,2486,9904,3136,0.0106
Palestine,290972,1440,58467,3167,0.0109
Kuwait,265404,1206,60045,1511,0.0057
Paraguay,265296,2162,37090,5802,0.0219
Dominican Republic,263944,474,25481,3451,0.0131
Ethiopia,250955,1663,2544,3531,0.0141
Moldova,248898,380,92812,5709,0.0229
Denmark,247010,547,42421,2474,0.01
Ireland,246204,461,50026,4872,0.0198
