Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,126389672,0,16254,2771260,0.0219
United States,30217273,75756,91691,548023,0.0181
Brazil,12404414,84245,58695,307112,0.0248
India,11908910,62258,8753,161240,0.0135
Russia,4451565,9073,30335,95410,0.0214
France,4434884,41629,66117,93714,0.0211
United Kingdom,4325315,6187,65105,126515,0.0292
Italy,3488619,24076,57909,107256,0.0307
Spain,3255324,7586,69115,75010,0.023
Turkey,3149094,29081,37870,30772,0.0098
Germany,2765297,20689,33257,75828,0.0274
Colombia,2367337,7395,47926,62645,0.0265
Argentina,2291051,12936,50982,55235,0.0241
Mexico,2219845,5303,17537,200862,0.0905
Poland,2189966,35145,57062,51305,0.0234
Iran,1838803,7980,22066,62223,0.0338
Ukraine,1665001,18226,39757,33068,0.0199
South Africa,1543079,1516,26254,52602,0.0341
Peru,1512384,11919,47069,51032,0.0337
Czechia,1503307,7946,140576,25639,0.0171
Indonesia,1487541,4982,5573,40166,0.027
Netherlands,1236209,7562,70839,16421,0.0133
Chile,962321,7478,50364,22587,0.0235
Canada,961083,5094,25306,22852,0.0238
Romania,926310,6516,47735,22835,0.0247
Belgium,860731,6123,74687,22852,0.0265
Israel,831383,538,90565,6165,0.0074
Iraq,822095,6490,21010,14157,0.0172
Portugal,819698,488,79763,16819,0.0205
Sweden,780018,6328,75485,13402,0.0172
Philippines,702856,9808,6479,13149,0.0187
Pakistan,649824,4468,2965,14158,0.0218
Hungary,614612,11265,62890,19499,0.0317
Switzerland,592217,2053,68970,10298,0.0174
Bangladesh,588132,3737,3493,8830,0.015
Jordan,577734,6444,54250,6374,0.011
Serbia,571895,0,82124,5075,0.0089
Austria,530288,3895,59566,9200,0.0173
Morocco,493867,514,13773,8793,0.0178
Japan,464483,1977,3688,8989,0.0194
Lebanon,455381,3100,66718,6013,0.0132
United Arab Emirates,450765,2128,45576,1472,0.0033
Saudi Arabia,387292,510,11318,6637,0.0171
Slovakia,355454,1272,65145,9373,0.0264
Panama,353017,438,83677,6087,0.0172
Malaysia,339443,1275,10369,1249,0.0037
Bulgaria,325233,4129,46462,12601,0.0387
Ecuador,321451,2795,18414,16632,0.0517
Belarus,316418,1425,33613,2202,0.007
Kazakhstan,289102,1629,15481,3217,0.0111
Georgia,279446,419,75050,3738,0.0134
Nepal,276665,156,9223,3024,0.0109
Bolivia,268711,878,23428,12143,0.0452
Croatia,264111,1802,64793,5854,0.0222
Azerbaijan,252680,1759,25100,3445,0.0136
Dominican Republic,251332,364,24264,3298,0.0131
Greece,249458,1466,23260,7754,0.0311
Tunisia,248782,745,21223,8684,0.0349
Palestine,234748,0,47170,2557,0.0109
Ireland,233327,569,47410,4651,0.0199
Denmark,226633,0,38922,2411,0.0106
Kuwait,225980,1548,51125,1270,0.0056
Moldova,223986,1866,83523,4745,0.0212
Costa Rica,215178,1740,42542,2931,0.0136
Lithuania,212676,872,76133,3529,0.0166
Slovenia,210785,1032,100659,4008,0.019
Paraguay,204704,2004,28619,3958,0.0193
Egypt,198681,670,1983,11804,0.0594
Ethiopia,196621,2097,1993,2769,0.0141
Guatemala,192133,926,11571,6775,0.0353
Armenia,188446,1005,63718,3434,0.0182
Honduras,186337,853,20346,4536,0.0243
Qatar,176521,602,64253,282,0.0016
Nigeria,162388,113,788,2039,0.0126
Bosnia and Herzegovina,162032,1869,49086,6220,0.0384
Libya,156116,884,22720,2602,0.0167
Venezuela,154905,740,4808,1543,0.01
Oman,153838,0,32979,1650,0.0107
Myanmar (Burma),142340,25,2619,3205,0.0225
Bahrain,139953,829,90684,512,0.0037
Kenya,128178,2008,2695,2098,0.0164
North Macedonia,124910,1419,60136,3607,0.0289
Albania,123216,449,43295,2192,0.0178
Algeria,116657,114,2713,3074,0.0264
Estonia,101587,1150,76476,847,0.0083
South Korea,101275,505,1956,1721,0.017
Latvia,100114,638,52504,1867,0.0186
Uruguay,92343,2885,26245,875,0.0095
Norway,92007,1072,17141,656,0.0071
Sri Lanka,91561,272,4199,557,0.0061
Ghana,90287,288,2982,740,0.0082
Mainland China,90115,0,64,4636,0.0514
Montenegro,89363,372,143588,1234,0.0138
Kyrgyzstan,87858,100,13447,1494,0.017
Zambia,87583,265,4897,1194,0.0136
Kosovo,84172,0,46875,1811,0.0215
Uzbekistan,81960,144,2403,624,0.0076
Finland,74754,512,13524,817,0.0109
Cuba,70634,832,6301,413,0.0058
Mozambique,66879,117,2224,758,0.0113
El Salvador,63766,0,9831,1996,0.0313
Luxembourg,60465,260,98494,738,0.0122
Singapore,60265,12,10566,30,0.0005
Afghanistan,56254,28,1746,2467,0.0439
Cameroon,47669,7047,1796,721,0.0151
Cyprus,43971,361,50201,248,0.0056
Namibia,43179,169,17560,504,0.0117
Côte d'Ivoire,42468,394,1645,229,0.0054
Uganda,40734,0,1011,334,0.0082
Botswana,38466,0,16447,506,0.0132
Senegal,38354,99,2366,1031,0.0269
Jamaica,37458,330,13738,557,0.0149
Zimbabwe,36805,27,2428,1518,0.0412
Malawi,33415,28,1747,1112,0.0333
Sudan,31407,0,741,2028,0.0646
Australia,29252,12,1140,909,0.0311
Malta,28715,103,58179,382,0.0133
Thailand,28577,134,430,92,0.0032
Democratic Republic of the Congo,27794,0,310,726,0.0261
Maldives,23237,146,62003,66,0.0028
Madagascar,23230,190,885,378,0.0163
Angola,21961,47,706,532,0.0242
Rwanda,21309,99,1722,300,0.0141
Guinea,19403,171,1588,116,0.006
Mayotte,19306,82,71405,154,0.008
French Polynesia,18607,2,67437,141,0.0076
Gabon,18426,0,8481,109,0.0059
Syria,18201,155,1040,1216,0.0668
Mauritania,17745,33,4352,448,0.0252
Eswatini,17312,6,15836,666,0.0385
French Guiana,16922,158,57544,89,0.0053
Cape Verde,16911,124,30720,165,0.0098
Réunion,15561,0,18095,102,0.0066
Tajikistan,13308,0,1458,90,0.0068
Haiti,12736,4,1100,251,0.0197
Burkina Faso,12650,31,606,145,0.0115
Belize,12415,4,30393,317,0.0255
Andorra,11732,45,151297,114,0.0097
Hong Kong,11439,11,1525,205,0.0179
Guadeloupe,11095,0,28039,169,0.0152
