Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,136840796,0,17598,2949096,0.0216
United States,31327909,72297,95061,562506,0.018
India,13689453,161736,10062,171058,0.0125
Brazil,13517808,35785,63963,354617,0.0262
France,5030401,8536,74996,98503,0.0196
Russia,4597400,8191,31329,101552,0.0221
United Kingdom,4373343,3568,65828,127100,0.0291
Turkey,3903573,54562,46943,34182,0.0088
Italy,3779594,9780,62739,114612,0.0303
Spain,3370256,22744,71555,76525,0.0227
Germany,3024604,12446,36376,78796,0.0261
Poland,2586647,12016,67397,58481,0.0226
Colombia,2552937,16739,51683,66156,0.0259
Argentina,2551999,19437,56788,57957,0.0227
Mexico,2281840,1627,18027,209702,0.0919
Iran,2093452,23311,25122,64764,0.0309
Ukraine,1913415,7985,45688,39012,0.0204
Peru,1653320,5626,51455,55230,0.0334
Czechia,1581184,995,147858,27918,0.0177
Indonesia,1571824,4829,5889,42656,0.0271
South Africa,1559113,655,26527,53356,0.0342
Netherlands,1357340,6675,77780,16791,0.0124
Chile,1082920,6421,56676,24483,0.0226
Canada,1078562,10859,28399,23392,0.0217
Romania,1008490,2323,51970,25248,0.025
Iraq,932899,7953,23842,14757,0.0158
Belgium,927229,1753,80458,23503,0.0253
Philippines,876225,11357,8077,15149,0.0173
Sweden,857401,0,82973,13621,0.0159
Israel,836158,225,91085,6304,0.0075
Portugal,827765,271,80548,16918,0.0204
Pakistan,729920,4318,3331,15619,0.0214
Hungary,725241,5077,74210,23708,0.0327
Bangladesh,691957,7201,4110,9822,0.0142
Jordan,669300,3565,62849,7855,0.0117
Serbia,645173,2965,92647,5773,0.0089
Switzerland,623126,5583,72570,10466,0.0168
Austria,578950,1943,65032,9706,0.0168
Japan,508350,2113,4036,9393,0.0185
Morocco,502277,175,14008,8909,0.0177
Lebanon,497854,1008,72941,6703,0.0135
United Arab Emirates,485675,1928,49106,1533,0.0032
Saudi Arabia,399277,842,11669,6765,0.0169
Bulgaria,375115,3122,53588,14619,0.039
Slovakia,371168,106,68025,10630,0.0286
Malaysia,362173,1317,11063,1333,0.0037
Panama,358792,181,85046,6167,0.0172
Ecuador,347070,253,19882,17298,0.0498
Belarus,336881,843,35787,2363,0.007
Kazakhstan,325234,2027,17416,3271,0.0101
Greece,297086,1606,27701,8961,0.0302
Croatia,292938,422,71865,6333,0.0216
Georgia,288755,359,77550,3883,0.0134
Azerbaijan,287144,1151,28523,3944,0.0137
Bolivia,283084,989,24681,12469,0.044
Nepal,280524,496,9352,3053,0.0109
Tunisia,272940,1079,23284,9332,0.0342
Palestine,272767,0,54809,2901,0.0106
Dominican Republic,258039,341,24911,3392,0.0131
Kuwait,248729,1635,56272,1412,0.0057
Moldova,241820,603,90173,5409,0.0224
Ireland,241330,385,49036,4785,0.0198
Denmark,238306,514,40927,2443,0.0103
Paraguay,237542,2250,33210,4889,0.0206
Ethiopia,230944,1948,2341,3208,0.0139
Slovenia,226786,287,108300,4126,0.0182
Lithuania,226783,610,81183,3697,0.0163
Costa Rica,222544,0,43998,3018,0.0136
Egypt,211307,818,2109,12487,0.0591
Armenia,203327,510,68750,3753,0.0185
Guatemala,203309,238,12245,7020,0.0345
Honduras,196086,306,21411,4861,0.0248
Qatar,190998,973,69523,335,0.0018
Bosnia and Herzegovina,184698,2771,55952,7487,0.0405
Venezuela,175812,925,5457,1795,0.0102
Oman,173029,1480,37093,1789,0.0103
Libya,168676,851,24548,2828,0.0168
Nigeria,163837,38,795,2061,0.0126
Bahrain,157729,1267,102202,562,0.0036
Uruguay,147173,2531,41828,1533,0.0104
Kenya,146156,486,3073,2368,0.0162
Myanmar (Burma),142596,20,2624,3206,0.0225
North Macedonia,142034,190,68380,4262,0.03
Albania,128518,125,45158,2321,0.0181
Algeria,118645,129,2759,3134,0.0264
Estonia,114443,269,86154,1037,0.0091
South Korea,110688,542,2138,1775,0.016
Latvia,107818,210,56544,1990,0.0185
Norway,104269,648,19426,687,0.0066
Kosovo,95886,0,53399,1968,0.0205
Sri Lanka,95394,263,4375,598,0.0063
Montenegro,94419,150,151711,1381,0.0146
Ghana,91260,0,3014,754,0.0083
Mainland China,90400,0,64,4636,0.0513
Kyrgyzstan,90372,145,13832,1528,0.0169
Zambia,90064,35,5036,1227,0.0136
Cuba,87385,854,7796,467,0.0053
Uzbekistan,85114,192,2496,634,0.0074
Finland,82278,225,14885,874,0.0106
Mozambique,68792,34,2288,791,0.0115
El Salvador,66489,0,10251,2054,0.0309
Luxembourg,63880,413,104057,772,0.0121
Cameroon,61731,0,2325,919,0.0149
Singapore,60678,25,10639,30,0.0005
Afghanistan,57242,82,1776,2529,0.0442
Cyprus,49988,0,57070,268,0.0054
Namibia,45787,260,18621,575,0.0126
Côte d'Ivoire,45227,21,1751,268,0.0059
Botswana,43444,770,18575,663,0.0153
Jamaica,42763,263,15683,676,0.0158
Uganda,40734,0,1011,334,0.0082
Senegal,39465,34,2435,1079,0.0273
Zimbabwe,37307,19,2461,1542,0.0413
Malawi,33859,32,1770,1132,0.0334
Thailand,33610,985,506,97,0.0029
Sudan,31833,0,751,2063,0.0648
Malta,29661,47,60096,402,0.0136
Australia,29437,18,1147,909,0.0309
Madagascar,28541,478,1087,506,0.0177
Democratic Republic of the Congo,27794,0,310,726,0.0261
Maldives,25701,84,68577,67,0.0026
Angola,23549,92,757,554,0.0235
Rwanda,23535,109,1902,316,0.0134
Guinea,21032,83,1721,136,0.0065
Gabon,20971,335,9653,129,0.0062
Syria,20331,105,1162,1385,0.0681
Mayotte,19643,0,72652,167,0.0085
Cape Verde,19110,105,34715,184,0.0096
French Polynesia,18666,14,67651,141,0.0076
Eswatini,18393,1017,16824,669,0.0364
Mauritania,18035,13,4423,450,0.025
French Guiana,17549,0,59676,94,0.0054
Réunion,17508,0,20359,123,0.007
Mongolia,16603,1589,5015,27,0.0016
Tajikistan,13308,0,1458,90,0.0068
Burkina Faso,12989,33,622,153,0.0118
Haiti,12840,0,1109,252,0.0196
Andorra,12581,36,162245,121,0.0096
Somalia,12566,160,791,618,0.0492
Belize,12503,18,30608,318,0.0254
Guadeloupe,12304,0,31094,189,0.0154
Togo,12034,28,1596,116,0.0096
Mali,12002,158,601,414,0.0345
Hong Kong,11594,13,1546,207,0.0179
Curaçao,11385,30,71755,68,0.006
Guyana,11189,40,14294,257,0.023
Lesotho,10709,2,5335,315,0.0294
South Sudan,10381,9,812,114,0.011
Republic of the Congo,10084,0,1827,137,0.0136
Aruba,10076,26,89717,92,0.0091
Djibouti,9975,99,9250,100,0.01
The Bahamas,9460,96,24550,190,0.0201
Suriname,9316,14,16024,182,0.0195
Martinique,8887,0,23606,59,0.0066
Papua New Guinea,8602,160,963,69,0.008
Trinidad and Tobago,8441,37,6188,146,0.0173
Benin,7515,0,640,93,0.0124
Equatorial Guinea,7219,0,5315,106,0.0147
Nicaragua,6727,0,1041,179,0.0266
Iceland,6267,9,17205,29,0.0046
The Gambia,5602,0,2386,168,0.03
Central African Republic,5491,0,999,74,0.0135
Yemen,5446,89,183,1068,0.1961
Northern Cyprus,5190,0,15920,28,0.0054
Niger,5081,7,228,189,0.0372
San Marino,4962,6,147793,86,0.0173
Chad,4641,5,286,167,0.036
Cambodia,4515,0,295,30,0.0066
Seychelles,4444,14,45521,25,0.0056
Saint Lucia,4355,7,24371,64,0.0147
Gibraltar,4277,0,126910,94,0.022
Sierra Leone,4008,3,507,79,0.0197
Comoros,3789,0,4337,146,0.0385
Barbados,3734,4,13009,44,0.0118
Guinea-Bissau,3680,0,2294,66,0.0179
Eritrea,3466,19,991,10,0.0029
Jersey,3219,0,30140,69,0.0214
Burundi,3154,0,288,6,0.0019
Liechtenstein,2754,1,71073,56,0.0203
Vietnam,2705,12,28,35,0.0129
New Zealand,2587,4,520,26,0.0101
Monaco,2377,2,62063,31,0.013
Turks and Caicos Islands,2357,0,56975,17,0.0072
São Tomé and Príncipe,2267,1,11235,35,0.0154
Sint Maarten,2185,0,53799,27,0.0124
Liberia,2042,0,456,85,0.0416
Bermuda,1891,118,29534,16,0.0085
Saint Vincent and the Grenadines,1806,14,16328,10,0.0055
Saint Martin,1693,0,47362,12,0.0071
Isle of Man,1574,0,18892,29,0.0184
Antigua and Barbuda,1198,0,12421,30,0.025
Mauritius,1193,1,942,15,0.0126
Taiwan,1058,1,45,11,0.0104
Timor-Leste,1046,99,754,1,0.001
