Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,152875042,0,19660,3202699,0.0209
United States,32448723,29536,98462,576638,0.0178
India,19925604,368147,14645,218959,0.011
Brazil,14791434,24619,69990,408829,0.0276
France,5656007,3760,84322,105130,0.0186
Turkey,4900121,24733,58928,41191,0.0084
Russia,4831744,8489,32926,111198,0.023
United Kingdom,4421850,1649,66558,127539,0.0288
Italy,4050708,5946,67239,121433,0.03
Spain,3540430,0,75168,78293,0.0221
Germany,3425982,9160,41203,83276,0.0243
Argentina,3021179,15920,67229,64792,0.0214
Colombia,2905254,11599,58816,75164,0.0259
Poland,2803233,4616,73041,68068,0.0243
Iran,2555587,0,30668,72875,0.0285
Mexico,2348873,1093,18557,217233,0.0925
Ukraine,2137959,5217,51050,46447,0.0217
Peru,1810998,11553,56362,62126,0.0343
Indonesia,1682004,4730,6302,45949,0.0273
Czechia,1634619,0,152855,29365,0.018
South Africa,1584961,897,26967,54452,0.0344
Netherlands,1507615,5508,86391,17172,0.0114
Canada,1243251,7565,32735,24342,0.0196
Chile,1210920,7165,63375,26561,0.0219
Iraq,1079998,0,27602,15566,0.0144
Romania,1058377,722,54541,28380,0.0268
Philippines,1054983,8330,9725,17431,0.0165
Belgium,995562,2128,86387,24291,0.0244
Sweden,973604,0,94219,14048,0.0144
Israel,838621,67,91353,6367,0.0076
Portugal,837277,330,81474,16977,0.0203
Pakistan,834146,4213,3806,18149,0.0218
Hungary,782892,1593,80110,27802,0.0355
Bangladesh,763682,1739,4536,11644,0.0152
Jordan,712077,0,66865,8871,0.0125
Serbia,693169,1249,99539,6432,0.0093
Switzerland,663952,0,77325,10043,0.0151
Austria,622110,1625,69880,10245,0.0165
Japan,605150,5897,4805,10342,0.0171
Lebanon,528457,0,77425,7345,0.0139
United Arab Emirates,525567,1772,53139,1596,0.003
Morocco,511856,294,14275,9028,0.0176
Saudi Arabia,420301,0,12283,6992,0.0166
Malaysia,415012,3418,12677,1533,0.0037
Bulgaria,405194,348,57885,16492,0.0407
Ecuador,387299,2710,22186,18740,0.0484
Slovakia,383098,378,70211,11766,0.0307
Panama,365299,195,86588,6244,0.0171
Belarus,361897,834,38445,2572,0.0071
Greece,348568,0,32502,10587,0.0304
Nepal,336030,7137,11202,3325,0.0099
Croatia,335173,944,82226,7182,0.0214
Kazakhstan,327995,0,17564,3733,0.0114
Azerbaijan,321380,0,31924,4561,0.0142
