Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,172865872,0,22231,3718720,0.0215
United States,33361204,16511,101231,596961,0.0179
India,28694879,120529,21091,344082,0.012
Brazil,16907425,66017,80002,472531,0.0279
France,5647950,6654,84202,109126,0.0193
Turkey,5282594,6126,63527,48068,0.0091
Russia,5058221,9011,34469,121365,0.024
United Kingdom,4511669,5651,67910,127836,0.0283
Italy,4230153,2434,70218,126472,0.0299
Argentina,3939024,23627,87653,80867,0.0205
Germany,3706934,2249,44582,89228,0.0241
Spain,3697981,0,78513,80196,0.0217
Colombia,3547017,28971,71808,91422,0.0258
Iran,2960751,6442,35530,80941,0.0273
Poland,2874824,413,74906,74139,0.0258
Mexico,2431702,2071,19211,228758,0.0941
Ukraine,2272633,2031,54265,53211,0.0234
Peru,1893334,0,58925,66471,0.0351
Indonesia,1850206,6594,6932,51449,0.0278
South Africa,1691491,5450,28779,56929,0.0337
Czechia,1663363,323,155543,30157,0.0181
Netherlands,1661520,2121,95210,17675,0.0106
Chile,1420266,8920,74331,29816,0.021
Canada,1391174,1672,36630,25712,0.0185
Philippines,1262273,6936,11635,21732,0.0172
Iraq,1221678,3154,31223,16518,0.0135
Romania,1078742,179,55590,30725,0.0285
Sweden,1078062,0,104327,14523,0.0135
Belgium,1069874,1468,92835,25019,0.0234
Pakistan,930511,0,4246,21189,0.0228
Portugal,852034,573,82910,17032,0.02
Israel,839566,27,91456,6418,0.0076
Bangladesh,809314,1447,4807,12801,0.0158
Hungary,805871,300,82461,29842,0.037
Japan,760953,2663,6042,13481,0.0177
Jordan,739319,304,69424,9516,0.0129
Serbia,713562,145,102468,6909,0.0097
Switzerland,697292,0,81207,10832,0.0155
Austria,646438,271,72612,10636,0.0165
Malaysia,610574,7452,18650,3291,0.0054
Nepal,585100,3540,19506,7799,0.0133
United Arab Emirates,581197,2188,58764,1696,0.0029
Lebanon,541423,191,79324,7758,0.0143
Morocco,521195,426,14535,9173,0.0176
Saudi Arabia,456562,1144,13343,7440,0.0163
Kazakhstan,449858,1280,24089,3471,0.0077
Ecuador,431429,690,24714,20773,0.0481
