Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,144804485,0,18622,3073868,0.0212
United States,31951438,66362,96953,569875,0.0178
India,16263695,332921,11954,186920,0.0115
Brazil,14167973,45178,67040,383502,0.0271
France,5367544,33400,80022,101498,0.0189
Russia,4682573,8874,31910,105328,0.0225
Turkey,4501382,54791,54132,37329,0.0083
United Kingdom,4398431,2728,66206,127345,0.029
Italy,3920945,16046,65085,118357,0.0302
Spain,3456886,10814,73394,77496,0.0224
Germany,3254609,31721,39142,81203,0.025
Argentina,2796768,27216,62235,60620,0.0217
Poland,2731256,12763,71165,64168,0.0235
Colombia,2720619,19306,55078,70026,0.0257
Iran,2335905,24092,28032,68366,0.0293
Mexico,2319596,3785,18325,214079,0.0923
Ukraine,2043901,16357,48804,43041,0.0211
Peru,1734606,15518,53985,58604,0.0338
Indonesia,1626812,6243,6095,44172,0.0272
Czechia,1612832,2971,150817,28787,0.0178
South Africa,1571348,1413,26735,53995,0.0344
Netherlands,1435854,9611,82279,17002,0.0118
Canada,1163579,8372,30637,23879,0.0205
Chile,1148320,6917,60099,25532,0.0222
Romania,1039998,2989,53594,26943,0.0259
Iraq,1010304,8450,25821,15128,0.015
Philippines,971049,8742,8951,16370,0.0169
Belgium,964526,4357,83694,23909,0.0248
Sweden,932076,7736,90200,13882,0.0149
Israel,837807,315,91264,6346,0.0076
Portugal,832891,636,81047,16956,0.0204
Pakistan,784108,5870,3578,16842,0.0215
Hungary,760967,3607,77866,26001,0.0342
Bangladesh,736074,4014,4372,10781,0.0146
Jordan,697487,2097,65495,8474,0.0121
Serbia,673520,2719,96718,6130,0.0091
Switzerland,644396,2265,75047,10555,0.0164
Austria,602494,2405,67676,10026,0.0166
Japan,553362,5526,4394,9778,0.0177
Lebanon,516600,1512,75687,7057,0.0137
Morocco,507938,600,14166,8976,0.0177
United Arab Emirates,504872,2081,51047,1565,0.0031
Saudi Arabia,409093,1055,11955,6869,0.0168
Bulgaria,392913,0,56130,15618,0.0397
Malaysia,384688,2875,11751,1407,0.0037
Slovakia,378150,677,69304,11357,0.03
Ecuador,365393,2550,20931,17965,0.0492
Panama,361992,314,85804,6198,0.0171
Kazakhstan,352988,3001,18902,3304,0.0094
Belarus,348486,1170,37020,2463,0.0071
Greece,326395,2756,30434,9788,0.03
Croatia,316308,2885,77598,6738,0.0213
Azerbaijan,307980,2047,30593,4274,0.0139
Georgia,300264,1226,80641,3981,0.0133
Bolivia,294391,1330,25666,12758,0.0433
Tunisia,294138,2305,25093,10063,0.0342
Nepal,292152,2365,9740,3117,0.0107
Palestine,289120,0,58095,3138,0.0109
