Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Åland Islands,337,0,11277,0,0.0
Brunei,223,2,504,3,0.0135
Caribbean Netherlands,196,0,7542,3,0.0153
British Virgin Islands,187,0,6227,1,0.0053
Dominica,165,0,2298,0,0.0
Grenada,157,0,1402,1,0.0064
New Caledonia,124,0,439,0,0.0
Fiji,77,5,87,2,0.026
Falkland Islands (Islas Malvinas),62,0,0,0,0.0
Laos,60,2,8,0,0.0
Macao,49,0,72,0,0.0
Saint Kitts and Nevis,44,0,833,0,0.0
Greenland,31,0,553,0,0.0
Anguilla,29,0,1950,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
