Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,132456676,0,17034,2873821,0.0217
United States,30894700,62025,93746,556332,0.018
Brazil,13100580,86979,61989,336947,0.0257
India,12801785,115736,9409,166177,0.013
France,4807123,8045,71667,96672,0.0201
Russia,4546307,8206,30981,99431,0.0219
United Kingdom,4364529,2379,65696,126882,0.0291
Italy,3686707,7763,61197,111747,0.0303
Turkey,3579185,49584,43042,32667,0.0091
Spain,3317948,6623,70444,75911,0.0229
Germany,2909902,7593,34996,77245,0.0265
Colombia,2468236,11827,49969,64524,0.0261
Poland,2456709,8246,64012,55065,0.0224
Argentina,2428029,20870,54030,56634,0.0233
Mexico,2256509,4804,17827,204985,0.0908
Iran,1963394,17430,23561,63506,0.0323
Ukraine,1820725,13398,43475,36692,0.0202
Peru,1590209,0,49491,53138,0.0334
Czechia,1555245,1425,145432,27169,0.0175
South Africa,1552853,437,26420,53032,0.0342
Indonesia,1542516,4549,5779,41977,0.0272
Netherlands,1313007,5541,75240,16649,0.0127
Chile,1037780,5168,54314,23734,0.0229
Canada,1028041,6520,27069,23173,0.0225
Romania,983217,5231,50668,24386,0.0248
Belgium,904673,1709,78500,23247,0.0257
Iraq,887291,7300,22677,14535,0.0164
Sweden,834993,21802,80805,13533,0.0162
Israel,834920,317,90950,6257,0.0075
Portugal,824368,874,80218,16887,0.0205
Philippines,812760,9362,7492,13817,0.017
Pakistan,700188,4004,3195,15026,0.0215
Hungary,691743,1890,70783,22098,0.0319
Bangladesh,651652,7213,3870,9384,0.0144
Jordan,645449,6005,60609,7383,0.0114
Serbia,625773,4398,89861,5537,0.0088
Switzerland,610274,4932,71073,10403,0.017
Austria,562907,1935,63230,9517,0.0169
Morocco,499025,696,13917,8865,0.0178
Japan,489407,2615,3886,9251,0.0189
Lebanon,482798,2296,70735,6479,0.0134
United Arab Emirates,474136,1988,47939,1516,0.0032
Saudi Arabia,394169,792,11519,6711,0.017
Slovakia,365733,333,67029,10094,0.0276
Panama,356913,357,84600,6146,0.0172
Bulgaria,356859,0,50980,13786,0.0386
Malaysia,353329,1300,10793,1300,0.0037
Ecuador,337702,925,19345,17004,0.0504
Belarus,329258,968,34977,2304,0.007
Kazakhstan,309756,2080,16587,3249,0.0105
Georgia,284958,897,76530,3832,0.0134
Greece,281570,4293,26255,8532,0.0303
Croatia,280899,735,68911,6113,0.0218
Nepal,278470,260,9283,3036,0.0109
Bolivia,276890,1498,24141,12366,0.0447
Azerbaijan,273869,2035,27204,3743,0.0137
Tunisia,263043,1866,22440,9039,0.0344
Palestine,259133,0,52069,2753,0.0106
Dominican Republic,254603,168,24580,3355,0.0132
Kuwait,239952,1403,54286,1373,0.0057
Ireland,238907,441,48544,4727,0.0198
Moldova,236563,773,88213,5224,0.0221
Denmark,234317,520,40242,2432,0.0104
Paraguay,224736,2073,31420,4522,0.0201
Lithuania,220900,688,79077,3623,0.0164
Slovenia,220698,273,105392,4089,0.0185
Costa Rica,219846,3082,43465,3000,0.0136
Ethiopia,219381,2054,2223,3025,0.0138
Egypt,206510,778,2061,12253,0.0593
Armenia,197873,760,66905,3627,0.0183
Guatemala,197020,1340,11866,6903,0.035
Honduras,192413,1277,21010,4686,0.0244
Qatar,185261,927,67434,312,0.0017
Bosnia and Herzegovina,177506,1093,53773,7052,0.0397
Venezuela,169074,1526,5248,1693,0.01
Oman,165480,1206,35474,1728,0.0104
Libya,164318,876,23914,2765,0.0168
Nigeria,163388,58,793,2058,0.0126
Bahrain,150811,1020,97720,545,0.0036
Myanmar (Burma),142530,19,2623,3206,0.0225
Kenya,139842,394,2940,2258,0.0161
North Macedonia,136426,1259,65680,4022,0.0295
Albania,126936,141,44602,2283,0.018
Uruguay,123063,3105,34975,1191,0.0097
Algeria,117879,140,2741,3112,0.0264
Estonia,110680,899,83321,964,0.0087
South Korea,106898,668,2064,1756,0.0164
Latvia,104533,309,54821,1937,0.0185
Norway,100149,900,18658,677,0.0068
Kosovo,94330,3251,52532,1942,0.0206
Sri Lanka,93690,95,4297,586,0.0063
Montenegro,93030,290,149480,1326,0.0143
Ghana,90946,46,3003,752,0.0083
Mainland China,90329,0,64,4636,0.0513
Kyrgyzstan,89277,124,13664,1509,0.0169
Zambia,89071,62,4980,1224,0.0137
Uzbekistan,83935,133,2461,632,0.0075
Cuba,81640,1030,7283,440,0.0054
Finland,80068,331,14485,860,0.0107
Mozambique,68292,65,2271,785,0.0115
El Salvador,65491,0,10097,2030,0.031
Luxembourg,62625,520,102013,761,0.0122
Singapore,60519,24,10611,30,0.0005
Cameroon,57337,0,2160,851,0.0148
Afghanistan,56779,62,1762,2512,0.0442
Cyprus,48837,559,55756,264,0.0054
Namibia,45008,122,18304,542,0.012
Côte d'Ivoire,44854,13,1737,256,0.0057
Botswana,41710,0,17834,616,0.0148
Jamaica,41328,315,15157,622,0.0151
Uganda,40734,0,1011,334,0.0082
Senegal,39127,34,2414,1065,0.0272
Zimbabwe,36966,32,2438,1531,0.0414
Malawi,33685,12,1761,1124,0.0334
Sudan,31833,0,751,2063,0.0648
Thailand,29571,250,445,95,0.0032
Australia,29379,14,1145,909,0.0309
Malta,29343,64,59452,399,0.0136
Democratic Republic of the Congo,27794,0,310,726,0.0261
Madagascar,25874,165,986,462,0.0179
Maldives,25053,145,66848,67,0.0027
Angola,22885,168,735,547,0.0239
Rwanda,22862,178,1848,314,0.0137
Guinea,20510,4,1679,130,0.0063
Gabon,19863,0,9143,119,0.006
Syria,19641,115,1122,1332,0.0678
Mayotte,19490,0,72086,162,0.0083
French Polynesia,18640,7,67556,141,0.0076
Cape Verde,18023,84,32740,173,0.0096
Mauritania,17955,16,4404,450,0.0251
Eswatini,17358,4,15878,669,0.0385
French Guiana,17132,0,58258,93,0.0054
Réunion,16586,0,19287,115,0.0069
Tajikistan,13308,0,1458,90,0.0068
Burkina Faso,12845,20,615,150,0.0117
Haiti,12803,15,1106,252,0.0197
Belize,12477,21,30544,318,0.0255
Andorra,12328,42,158983,117,0.0095
Somalia,11978,70,754,576,0.0481
Guadeloupe,11890,0,30048,177,0.0149
Mongolia,11651,0,3519,13,0.0011
Hong Kong,11531,7,1537,205,0.0178
Togo,11310,61,1500,113,0.01
Mali,10758,138,539,396,0.0368
Lesotho,10707,0,5334,315,0.0294
Guyana,10637,31,13589,247,0.0232
South Sudan,10286,5,805,113,0.011
Curaçao,10185,119,64192,56,0.0055
Aruba,9760,79,86903,91,0.0093
Republic of the Congo,9681,0,1754,135,0.0139
The Bahamas,9270,99,24057,189,0.0204
Suriname,9184,10,15797,178,0.0194
Djibouti,9111,415,8449,85,0.0093
Trinidad and Tobago,8214,22,6022,145,0.0177
Martinique,8163,0,21682,54,0.0066
Papua New Guinea,7406,0,829,67,0.009
Benin,7313,0,623,93,0.0127
Equatorial Guinea,7059,0,5197,104,0.0147
Nicaragua,6727,50,1041,179,0.0266
Iceland,6241,16,17133,29,0.0046
The Gambia,5564,59,2370,166,0.0298
Central African Republic,5313,0,967,73,0.0137
Niger,5048,7,226,188,0.0372
Yemen,4975,94,167,976,0.1962
San Marino,4864,89,144874,85,0.0175
Chad,4603,8,283,166,0.0361
Seychelles,4320,0,44251,24,0.0056
Saint Lucia,4297,24,24046,63,0.0147
Gibraltar,4275,0,126851,94,0.022
Northern Cyprus,4260,0,13067,25,0.0059
Sierra Leone,3990,1,505,79,0.0198
Comoros,3738,13,4278,146,0.0391
Barbados,3691,12,12860,43,0.0116
Guinea-Bissau,3662,0,2282,66,0.018
Eritrea,3363,23,962,10,0.003
Jersey,3219,0,30140,69,0.0214
Burundi,2970,6,271,6,0.002
Cambodia,2915,163,191,22,0.0075
Liechtenstein,2697,0,69602,56,0.0208
Vietnam,2648,11,28,35,0.0132
New Zealand,2531,7,509,26,0.0103
Monaco,2345,11,61227,30,0.0128
Turks and Caicos Islands,2344,0,56661,17,0.0073
São Tomé and Príncipe,2248,4,11141,35,0.0156
Sint Maarten,2164,13,53282,27,0.0125
Liberia,2042,0,456,85,0.0416
Saint Vincent and the Grenadines,1765,1,15957,10,0.0057
Saint Martin,1659,0,46411,12,0.0072
Isle of Man,1572,1,18868,29,0.0184
Bermuda,1469,0,22943,14,0.0095
Antigua and Barbuda,1173,0,12161,29,0.0247
Mauritius,1130,9,893,12,0.0106
Taiwan,1050,2,44,10,0.0095
