Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,173709075,0,22340,3739443,0.0215
United States,33383096,13758,101297,597533,0.0179
India,28996473,86498,21313,351309,0.0121
Brazil,16984218,37156,80366,474414,0.0279
France,5653678,973,84288,109208,0.0193
Turkey,5293627,5647,63660,48255,0.0091
Russia,5076543,9297,34594,122037,0.024
United Kingdom,4522476,5584,68073,127841,0.0283
Italy,4233698,1270,70277,126588,0.0299
Argentina,3977634,22195,88512,81946,0.0206
Germany,3710342,1444,44623,89390,0.0241
Spain,3707523,9542,78715,80236,0.0216
Colombia,3593016,21949,72739,92496,0.0257
Iran,2971270,4907,35656,81183,0.0273
Poland,2875328,192,74919,74160,0.0258
Mexico,2434562,881,19234,228838,0.094
Ukraine,2274375,667,54307,53295,0.0234
Peru,1983570,3179,61733,186511,0.094
Indonesia,1863031,6993,6980,51803,0.0278
South Africa,1699849,3285,28921,57063,0.0336
Netherlands,1664427,1377,95377,17681,0.0106
Czechia,1663607,90,155565,30164,0.0181
Chile,1434884,6928,75096,30058,0.0209
Canada,1395409,1235,36742,25791,0.0185
Philippines,1276004,6526,11762,21969,0.0172
Iraq,1229121,4129,31413,16566,0.0135
Romania,1078952,89,55601,30878,0.0286
Sweden,1078062,0,104327,14523,0.0135
Belgium,1071271,469,92956,25041,0.0234
Pakistan,935013,1383,4267,21376,0.0229
Portugal,853034,388,83007,17036,0.02
Israel,839585,14,91458,6418,0.0076
Bangladesh,812960,1970,4828,12869,0.0158
Hungary,806089,81,82483,29866,0.0371
Japan,764185,1205,6067,13606,0.0178
Jordan,739847,0,69473,9530,0.0129
Serbia,713840,162,102508,6924,0.0097
Switzerland,698369,1077,81333,10841,0.0155
Austria,647079,279,72684,10640,0.0164
Malaysia,622086,5271,19002,3460,0.0056
Nepal,591494,3370,19719,7990,0.0135
United Arab Emirates,585039,1968,59152,1702,0.0029
Lebanon,541628,71,79354,7769,0.0143
Morocco,521530,104,14545,9181,0.0176
Saudi Arabia,458707,1161,13405,7471,0.0163
Kazakhstan,451641,773,24185,3479,0.0077
Ecuador,432739,386,24789,20814,0.0481
Bulgaria,419681,208,59954,17854,0.0425
Greece,410166,798,38245,12301,0.03
Belarus,400422,570,42537,2919,0.0073
Slovakia,390451,15,71559,12414,0.0318
Bolivia,387162,0,33755,15024,0.0388
Panama,382851,376,90749,6404,0.0167
Paraguay,375996,2831,52567,10005,0.0266
Croatia,357608,43,87730,8091,0.0226
Tunisia,356750,1018,30434,13027,0.0365
Georgia,349405,307,93839,4934,0.0141
Azerbaijan,334747,32,33252,4945,0.0148
Costa Rica,331920,3941,65623,4228,0.0127
Uruguay,318783,2248,90601,4692,0.0147
Kuwait,318676,1479,72097,1798,0.0056
Palestine,310544,0,62400,3520,0.0113
Dominican Republic,301984,906,29154,3655,0.0121
Denmark,286948,459,49280,2520,0.0088
Lithuania,276543,90,98996,4309,0.0156
Ethiopia,273024,110,2767,4213,0.0154
Egypt,268754,782,2682,15399,0.0573
Guatemala,262255,297,15795,8305,0.0317
Moldova,255501,48,95275,6137,0.024
Slovenia,255432,57,121979,4390,0.0172
Ireland,254870,0,51787,4941,0.0194
Bahrain,252600,1522,163675,1143,0.0045
Venezuela,243621,1483,7561,2734,0.0112
Honduras,242377,551,26465,6493,0.0268
Oman,225095,1216,48254,2424,0.0108
Armenia,223212,32,75473,4463,0.02
Qatar,218798,171,79642,569,0.0026
Sri Lanka,207979,2646,9539,1789,0.0086
Bosnia and Herzegovina,204410,106,61924,9411,0.046
Libya,187685,404,27314,3146,0.0168
Thailand,179886,2419,2706,1269,0.0071
Kenya,172639,148,3630,3308,0.0192
Nigeria,166816,49,809,2117,0.0127
North Macedonia,155418,1,74823,5458,0.0351
Cuba,150103,1185,13391,1025,0.0068
South Korea,145091,454,2802,1975,0.0136
Myanmar (Burma),144456,139,2658,3227,0.0223
Latvia,134888,76,70741,2413,0.0179
Albania,132384,5,46517,2452,0.0185
Algeria,131283,325,3053,3527,0.0269
Estonia,130156,37,97982,1264,0.0097
Norway,127066,249,23673,784,0.0062
Kyrgyzstan,107335,362,16428,1852,0.0173
Kosovo,107099,41,59643,2250,0.021
Uzbekistan,101964,242,2990,696,0.0068
Zambia,100765,487,5634,1315,0.0131
Montenegro,99834,22,160412,1594,0.016
Ghana,94228,0,3112,787,0.0084
Finland,93281,55,16876,959,0.0103
Mainland China,91300,0,65,4636,0.0508
Afghanistan,80841,1617,2509,3187,0.0394
Cameroon,78929,0,2973,1275,0.0162
El Salvador,74141,0,11431,2274,0.0307
Mozambique,71145,31,2366,838,0.0118
Luxembourg,70256,74,114443,818,0.0116
Maldives,68502,552,182782,187,0.0027
Mongolia,67710,1267,20453,318,0.0047
Singapore,62210,14,10907,33,0.0005
Namibia,59092,385,24032,920,0.0156
Botswana,58095,1878,24839,885,0.0152
Cyprus,49988,0,57070,268,0.0054
Jamaica,48810,0,17901,960,0.0197
Côte d'Ivoire,47493,3,1839,306,0.0064
Madagascar,41742,52,1590,866,0.0207
Senegal,41713,33,2573,1148,0.0275
Uganda,40734,0,1011,334,0.0082
Zimbabwe,39238,49,2588,1611,0.0411
Sudan,36004,348,849,2697,0.0749
Angola,35854,82,1152,800,0.0223
Cambodia,34833,589,2278,266,0.0076
Malawi,34403,13,1798,1157,0.0336
Democratic Republic of the Congo,33577,0,375,817,0.0243
Cape Verde,31147,50,56581,267,0.0086
Malta,30571,0,61940,419,0.0137
Australia,30205,9,1177,910,0.0301
Rwanda,27307,62,2207,360,0.0132
Trinidad and Tobago,26799,389,19648,589,0.022
Réunion,26075,0,30321,203,0.0078
French Guiana,24725,191,84078,121,0.0049
Syria,24680,21,1410,1796,0.0728
Gabon,24591,0,11319,154,0.0063
Guinea,23307,52,1908,162,0.007
Mauritania,19853,36,4869,470,0.0237
Mayotte,19347,0,71557,173,0.0089
French Polynesia,18758,0,67984,141,0.0075
Eswatini,18664,11,17072,673,0.0361
Guyana,17718,53,22635,411,0.0232
Guadeloupe,17108,0,43235,260,0.0152
Suriname,16786,245,28873,355,0.0211
Papua New Guinea,16374,47,1833,164,0.01
Haiti,15435,153,1333,325,0.0211
Somalia,14768,20,929,773,0.0523
Mali,14302,4,716,519,0.0363
Andorra,13777,19,177669,127,0.0092
Togo,13542,3,1796,125,0.0092
Burkina Faso,13453,0,645,167,0.0124
Tajikistan,13308,0,1458,90,0.0068
Belize,12899,38,31578,325,0.0252
Seychelles,12466,308,127693,46,0.0037
Curaçao,12280,1,77396,123,0.01
Martinique,12060,0,32034,97,0.008
The Bahamas,12024,94,31204,232,0.0193
Republic of the Congo,11920,0,2160,155,0.013
Hong Kong,11865,7,1582,210,0.0177
Djibouti,11565,3,10724,154,0.0133
Taiwan,11491,193,487,286,0.0249
Aruba,11059,2,98469,107,0.0097
Lesotho,10837,0,5399,326,0.0301
South Sudan,10688,0,836,115,0.0108
Vietnam,9027,236,94,53,0.0059
Equatorial Guinea,8626,0,6351,118,0.0137
Benin,8082,0,689,102,0.0126
Timor-Leste,7764,24,5597,17,0.0022
Nicaragua,7481,0,1158,187,0.025
Northern Cyprus,7432,0,22798,33,0.0044
Central African Republic,7101,10,1292,98,0.0138
Yemen,6812,25,228,1336,0.1961
Iceland,6555,0,17995,29,0.0044
The Gambia,6002,3,2557,179,0.0298
Niger,5439,0,244,192,0.0353
Saint Lucia,5138,5,28753,80,0.0156
San Marino,5090,0,151605,90,0.0177
Chad,4940,1,304,174,0.0352
Burundi,4925,20,450,8,0.0016
Eritrea,4499,72,1286,14,0.0031
Gibraltar,4300,0,127593,94,0.0219
Sierra Leone,4208,7,533,79,0.0188
Barbados,4032,1,14048,47,0.0117
Comoros,3890,2,4452,146,0.0375
Guinea-Bissau,3787,0,2360,68,0.018
Jersey,3253,0,30459,69,0.0212
Liechtenstein,3022,0,77989,58,0.0192
New Zealand,2692,10,541,26,0.0097
Monaco,2508,0,65483,33,0.0132
Bermuda,2497,3,38999,33,0.0132
Sint Maarten,2484,5,61161,29,0.0117
Turks and Caicos Islands,2421,0,58522,17,0.007
São Tomé and Príncipe,2353,0,11661,37,0.0157
Liberia,2290,40,512,88,0.0384
Saint Vincent and the Grenadines,2076,0,18769,12,0.0058
Saint Martin,2040,0,57069,12,0.0059
Laos,1968,5,276,3,0.0015
Bhutan,1703,16,2296,1,0.0006
Caribbean Netherlands,1616,0,62185,17,0.0105
Isle of Man,1598,0,19180,29,0.0181
Mauritius,1458,0,1152,18,0.0123
Antigua and Barbuda,1263,0,13094,42,0.0333
Saint Barthélemy,1005,0,0,1,0.001
Guernsey,823,0,0,14,0.017
Fiji,751,64,849,4,0.0053
Faroe Islands,744,1,14274,1,0.0013
Cayman Islands,587,0,8919,2,0.0034
Tanzania,509,0,9,21,0.0413
Åland Islands,386,0,12916,0,0.0
British Virgin Islands,248,0,8258,1,0.004
Brunei,244,0,552,3,0.0123
Dominica,188,0,2618,0,0.0
Grenada,161,0,1437,1,0.0062
New Caledonia,128,0,454,0,0.0
Anguilla,109,0,7331,0,0.0
Saint Kitts and Nevis,83,0,1571,0,0.0
Falkland Islands (Islas Malvinas),63,0,0,0,0.0
Macao,51,0,75,0,0.0
Greenland,43,0,767,0,0.0
Vatican City,27,0,0,0,0.0
Saint Pierre and Miquelon,25,0,0,0,0.0
Montserrat,20,0,0,1,0.05
Western Sahara,10,0,17,1,0.1
