Location,Confirmed,NewCases,Case_Per_1M_people,Deaths,Mortality
Worldwide,135756507,0,17459,2932192,0.0216
United States,31191385,64338,94647,561310,0.018
Brazil,13445006,71832,63619,351334,0.0261
India,13358805,152879,9819,169275,0.0127
France,4903965,0,73111,97422,0.0199
Russia,4580633,8580,31215,100949,0.022
United Kingdom,4368045,2584,65749,127080,0.0291
Turkey,3798333,52676,45678,33702,0.0089
Italy,3754077,17551,62315,113923,0.0303
Spain,3347512,0,71072,76328,0.0228
Germany,3009452,18728,36193,78402,0.0261
Poland,2552898,24892,66518,58176,0.0228
Colombia,2518715,14509,50991,65608,0.026
Argentina,2517300,19419,56016,57647,0.0229
Mexico,2278420,6356,18000,209212,0.0918
Iran,2049078,19666,24590,64232,0.0313
Ukraine,1893192,17587,45205,38479,0.0203
Peru,1639767,11248,51033,54669,0.0333
Czechia,1577972,4819,147558,27734,0.0176
Indonesia,1562868,4723,5855,42443,0.0272
South Africa,1557527,1285,26500,53256,0.0342
Netherlands,1342447,7676,76927,16754,0.0125
Chile,1068522,8101,55922,24213,0.0227
Canada,1060157,7262,27914,23315,0.022
Romania,1002865,4310,51680,25006,0.0249
Belgium,922487,4570,80046,23428,0.0254
Iraq,918155,6779,23465,14678,0.016
Sweden,857401,0,82973,13621,0.0159
Philippines,853209,12655,7865,14744,0.0173
Israel,835813,139,91047,6292,0.0075
Portugal,826928,601,80467,16910,0.0204
Pakistan,721018,5050,3290,15443,0.0214
Hungary,713868,8053,73047,23211,0.0325
Bangladesh,678937,5343,4032,9661,0.0142
Jordan,662395,3145,62200,7708,0.0116
Serbia,639476,3058,91829,5700,0.0089
Switzerland,617543,0,71920,10452,0.0169
Austria,574755,3139,64560,9662,0.0168
Japan,503537,3706,3998,9352,0.0186
Morocco,501688,740,13991,8891,0.0177
Lebanon,494633,2705,72469,6630,0.0134
United Arab Emirates,481937,1931,48728,1529,0.0032
Saudi Arabia,397636,878,11621,6747,0.017
Bulgaria,371531,1352,53076,14351,0.0386
Slovakia,370473,1080,67897,10487,0.0283
Malaysia,359117,1510,10970,1321,0.0037
Panama,358377,279,84947,6159,0.0172
Ecuador,344877,2199,19756,17275,0.0501
Belarus,334863,1433,35573,2344,0.007
Kazakhstan,320881,2944,17183,3267,0.0102
Greece,293763,2799,27392,8833,0.0301
Croatia,290899,2535,71364,6269,0.0216
Georgia,287689,506,77264,3869,0.0134
Azerbaijan,283579,2192,28169,3879,0.0137
Bolivia,281570,921,24549,12442,0.0442
Nepal,279725,337,9325,3039,0.0109
Tunisia,270297,1460,23059,9235,0.0342
Palestine,268132,0,53878,2860,0.0107
Dominican Republic,257186,623,24829,3385,0.0132
Kuwait,245704,1379,55588,1403,0.0057
Moldova,240886,830,89825,5369,0.0223
Ireland,240643,451,48896,4783,0.0199
Denmark,237101,755,40720,2439,0.0103
Paraguay,233745,1603,32679,4749,0.0203
Ethiopia,227255,1739,2303,3146,0.0138
Slovenia,225950,1251,107900,4112,0.0182
Lithuania,225308,999,80655,3671,0.0163
Costa Rica,222544,0,43998,3018,0.0136
Egypt,209677,801,2093,12405,0.0592
Guatemala,202640,1345,12204,7001,0.0345
Armenia,202167,1009,68357,3720,0.0184
Honduras,195525,977,21349,4770,0.0244
Qatar,189064,964,68819,331,0.0018
Bosnia and Herzegovina,181927,0,55113,7298,0.0401
Venezuela,173786,1325,5394,1759,0.0101
Oman,168005,0,36016,1747,0.0104
Libya,166888,0,24288,2807,0.0168
Nigeria,163736,84,794,2060,0.0126
Bahrain,155402,1122,100695,554,0.0036
Kenya,145184,1030,3052,2330,0.016
Myanmar (Burma),142572,14,2624,3206,0.0225
Uruguay,141380,3434,40181,1414,0.01
North Macedonia,141157,1092,67958,4182,0.0296
Albania,128155,360,45031,2310,0.018
Algeria,118378,127,2753,3126,0.0264
Estonia,113736,638,85621,1020,0.009
South Korea,109559,614,2116,1768,0.0161
Latvia,107240,666,56241,1986,0.0185
Norway,102974,255,19184,684,0.0066
Kosovo,95886,0,53399,1968,0.0205
Sri Lanka,94848,284,4350,595,0.0063
Montenegro,94035,232,151094,1365,0.0145
Ghana,91260,151,3014,754,0.0083
Mainland China,90400,0,64,4636,0.0513
Kyrgyzstan,90019,208,13778,1519,0.0169
Zambia,89918,135,5027,1226,0.0136
Cuba,85572,1040,7634,453,0.0053
Uzbekistan,84724,195,2484,634,0.0075
Finland,81707,446,14782,868,0.0106
Mozambique,68578,72,2281,789,0.0115
El Salvador,65491,0,10097,2048,0.0313
Luxembourg,63467,0,103384,763,0.012
Cameroon,61731,0,2325,919,0.0149
Singapore,60633,32,10631,30,0.0005
Afghanistan,57144,125,1773,2521,0.0441
Cyprus,49988,0,57070,268,0.0054
Namibia,45323,130,18432,564,0.0124
Côte d'Ivoire,45089,0,1746,260,0.0058
Botswana,42674,0,18246,636,0.0149
Jamaica,42119,276,15447,669,0.0159
Uganda,40734,0,1011,334,0.0082
Senegal,39364,57,2429,1077,0.0274
Zimbabwe,37273,126,2459,1538,0.0413
Malawi,33805,26,1767,1127,0.0333
Sudan,31833,0,751,2063,0.0648
Thailand,31658,789,476,97,0.0031
Malta,29548,37,59867,402,0.0136
Australia,29405,9,1146,909,0.0309
Democratic Republic of the Congo,27794,0,310,726,0.0261
Madagascar,27548,514,1049,493,0.0179
Maldives,25524,88,68105,67,0.0026
Rwanda,23343,83,1886,314,0.0135
Angola,23331,89,750,550,0.0236
